,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_cytokine_substr,lf_transcription_factor_distsv,lf_transcription_factor_substr,lf_t_lymphocyte_distsv,lf_t_lymphocyte_substr,olabel,orig_index,label,prob_0,prob_1,prob_2
10003,T cells,3,5,14,21,"Removal of αβ T cells in Id3-/- mice also eliminates disease symptoms, including lymphocytic infiltration in the gland tissues, and impaired saliva production.",21924496_5,-1,-1,-1,1,2,2,2,10003,-1,0.00058544474,0.0009161255,0.99849844
9164,Th1,15,16,110,113,"However, addition of Stat4 deficiency abolished colitis induced by Stat6/T-bet double-knockout cells, despite Th1 and Th17 responses.",21525389_5,-1,-1,-1,-1,2,2,2,9164,-1,0.00124552,0.0016686461,0.99708575
4535,Treg,0,1,0,4,"Treg frequency is highly heritable within SLE families, with specific variants of the CTLA4 and TGFbeta genes contributing to this trait, while FOXP3 contributes to SLE through mechanisms not involving a modulation of Treg frequency.",19173720_13,-1,-1,-1,-1,2,2,2,4535,-1,0.00059209863,0.00080707896,0.9986008
4081,Th1,29,30,169,172,These data underscore the role of Tpl2 as a regulator of T helper cell lineage decisions and demonstrate that Tpl2 has an important functional role in the regulation of Th1 responses.,19001140_7,-1,-1,-1,-1,2,2,2,4081,-1,0.0008465621,0.0012965035,0.9978569
1907,T cells,5,7,38,45,"Remarkably, the IL-12-conditioned CD8 T cells demonstrate increased sensitivity to IL-7 and IL-15, whereby they are rendered ""fit"" for homeostatic self-renewal as well as augmented CD4-dependent recall responses that are effective at controlling Salmonella infection in vivo.",17114431_6,-1,-1,-1,1,2,2,2,1907,-1,0.00057530927,0.0008341868,0.9985904
10133,T cells,4,6,30,37,"dKO thymocytes and peripheral T cells failed to compete with their WT counterparts in irradiated recipients, and the T cells showed compromised ability of homeostatic expansion.",21976681_5,-1,-1,-1,1,2,2,2,10133,-1,0.0005852757,0.0008355667,0.99857914
15794,thymocytes,9,10,54,64,"Although innate cells are generally a minor subset of thymocytes, in several strains of mice harboring mutations in T cell signaling proteins or transcriptional regulators, conventional CD8(+) T cells develop as innate cells with characteristics of memory T cells.",24943215_1,-1,-1,-1,-1,2,2,2,15794,-1,0.00064394803,0.0009234146,0.9984327
14326,Treg,3,4,13,17,"In addition, Treg depletion was associated with dramatic reduction in serum levels of TGF-β and IL-10.",24343657_7,-1,-1,-1,-1,2,2,2,14326,-1,0.000606435,0.0007714145,0.9986222
10220,Th2,5,6,49,52,"These findings demonstrate compatibility between Th2 commitment and the pathogenesis of BA, and suggest that patient subgrouping in future clinical trials should account for differences in Th2 status.",22005305_7,-1,-1,-1,-1,2,2,2,10220,-1,0.0016912355,0.0018139143,0.9964948
7188,regulatory T cells,16,19,129,147,Infusion of PUVA-SP DCs inhibited cardiac allograft rejection in an antigen-specific manner and induced CD4(+)CD25(high)Foxp3(+) regulatory T cells.,20394727_8,-1,-1,-1,-1,2,2,2,7188,-1,0.0005909597,0.00081689004,0.9985922
4291,Th17,12,13,70,74,"This, in turn, prepares cells for IL-23-mediated stabilization of the Th17 phenotype.",19088203_2,-1,-1,-1,-1,2,2,2,4291,-1,0.0014845405,0.0013604343,0.99715495
21320,Treg,2,3,11,15,Defects in Treg development or function result in inadvertent immune activation and autoimmunity.,28978795_1,-1,-1,-1,-1,2,2,2,21320,-1,0.00061206514,0.00079914567,0.99858874
4323,regulatory T cells,10,13,73,91,Our data suggest that the expansion of circulating CD4(+)CD25(+)Foxp3(+) regulatory T cells and the lower expression of T-bet in CD4(+) T cells may account for the decreased MS activity during pregnancy.,19097824_2,-1,-1,-1,-1,2,2,2,4323,-1,0.0005808389,0.0008693444,0.99854976
18221,T cells,27,29,166,173,"The efficacy of EBV-specific T-cell transfer for PTLD has been previously shown, yet the optimal choice of EBV-derived antigens inducing polyclonal CD4(+) and CD8(+) T cells that cover a wide range of human leukocyte antigen types and efficiently control PTLD remains unclear.",26276009_1,-1,-1,-1,1,2,2,2,18221,-1,0.000584204,0.0008597576,0.99855596
12163,T cells,3,5,19,26,CD47 triggering of T cells increased their sensitivity to TRAIL-induced apoptosis.,22926077_7,-1,-1,-1,1,2,2,2,12163,-1,0.00057707675,0.000895772,0.99852717
6748,regulatory T cells,24,27,176,194,"Dendritic cells isolated from mice without regulatory T cells had up-regulated costimulatory molecules and showed stronger T-cell stimulatory capacity ex vivo, suggesting that regulatory T cells contribute to peripheral tolerance by keeping the dendritic cells in an immature state.",20018763_5,-1,-1,-1,-1,2,2,2,6748,-1,0.00057765935,0.0008426516,0.9985796
9217,T cells,11,13,66,73,"In subjects treated with IFN-β, the frequency of IFN-γ(+)Foxp3(+) T cells is similar to that in healthy control subjects.",21540856_2,-1,-1,-1,1,2,2,2,9217,-1,0.0005945317,0.0008875121,0.99851793
14130,T cells,14,16,100,107,Increased molecular interactions of FoxP3 with histone deacetylases 7/9 in the nucleus of CD4⁺CD25⁺ T cells derived from borderline lepromatous leprosy/lepromatous leprosy (BL/LL) patients were found to be responsible for FoxP3-driven immune suppression activities during the progression of leprosy.,24214631_3,-1,-1,-1,1,2,2,2,14130,-1,0.0005862282,0.0008764865,0.9985373
9989,Treg cells,8,10,56,66,"However, controversy about the immunoregulatory role of Treg cells exists in malaria studies.",21916916_1,-1,-1,-1,-1,2,2,2,9989,-1,0.0005957017,0.00076739973,0.9986369
20932,Treg cells,5,7,27,37,This predominance of CCR6+ Treg cells was also found in the draining lymph nodes and tumor-infiltrating lymphocytes of OSCC patients with early or late clinical staging.,28600287_6,-1,-1,-1,-1,2,2,2,20932,-1,0.00059761637,0.000762293,0.9986401
6169,T cells,15,17,80,87,Studies with T cells or DC from IL-6(-/-) mice revealed that IL-6 production by T cells was more important in the inhibition of Treg induction at low Ag doses.,19801514_9,-1,-1,-1,1,2,2,2,6169,-1,0.000582014,0.0008335956,0.9985844
22145,Th2 cells,19,21,110,119,"In this study, we examined whether NK-4 exerts a regulatory effect on the activation and effector function of Th2 cells.",29933387_1,-1,-1,-1,-1,2,2,2,22145,-1,0.0008735395,0.0010023512,0.99812406
23989,Th17 cells,20,22,120,130,"Ectopic expression of BATF with either JunB or c-Jun generates modest, but significant, increases in IL-9 production in Th17 cells, suggesting that the low expression of Jun family members is one factor limiting the ability of BATF to induce IL-9 in Th17 cells.",31451674_7,-1,-1,-1,-1,2,2,2,23989,-1,0.0007527409,0.00074894016,0.9984983
1951,Treg,26,27,169,173,"Based on the presence of five STAT5B consensus sequences in the Foxp3 promotor, we hypothesized a critical linkage between IL-2 signaling/STAT5B and Foxp3 expression in Treg.",17130555_4,-1,-1,-1,-1,2,2,2,1951,-1,0.00058708584,0.00080171967,0.9986111
18244,T cells,10,12,62,69,"Therefore, during Mtb infection, IL-27R acts intrinsically on T cells to limit protection and reduce fitness, whereas the IL-27R-deficient environment alters the phenotype and location of T cells.",26282876_6,-1,-1,-1,1,2,2,2,18244,-1,0.00057882775,0.00085503154,0.9985661
17970,T cells,32,34,223,230,"We observed that Mycobacterium indicus pranii treated infected C57BL/6 mice showed a strong host-protective Th1 immune response along with a marked decrease in immunosuppressive cytokines, TGF-β, and IL-10-secreting CD4(+) T cells.",26156009_2,-1,-1,-1,1,2,2,2,17970,-1,0.0005791687,0.0008333506,0.9985875
14217,Th1,11,12,78,81,The present study investigates the effect of umbelliprenin on predominance of Th1 and Th2 responses in Lewis lung cancer (LLC) mouse model.,24325354_1,-1,-1,-1,-1,2,2,2,14217,-1,0.0009880853,0.0013579547,0.997654
9389,T cells,40,42,236,243,"When purified CD4+ T cells derived from VMC mice were cultured in vitro with rIL-23, the frequency of Th17 cells was dramatically increased, accompanied by significantly enhanced production of IL-17 in the supernatants of cultured CD4+ T cells.",21672246_10,-1,-1,-1,1,2,2,2,9389,-1,0.0005782795,0.0008830138,0.99853873
12324,T-cells,29,30,170,177,"Initial cellular events, including ROS production and [Ca(2+)](i), were elevated in response to P. gingivalis, but AP-1 and NF-κB activity dropped below basal levels and T-cells were unable to sustain stable IL-2 accumulation.",22984628_4,-1,-1,-1,1,2,2,2,12324,-1,0.0028376088,0.004264977,0.9928974
23937,T cells,7,9,45,52,Hepatic infiltration of neutrophils and CD4+ T cells was markedly (p < 0.001) reduced by RA.,31419710_7,-1,-1,-1,1,2,2,2,23937,-1,0.0005801346,0.00080444844,0.9986154
6295,T cells,7,9,28,35,"Herein, we report that CD8+ T cells (OT-I T cells) stimulated with antigen for a longer duration show enhanced sensitization to IL-12 as a result of Erk1/2-dependent, increased Ets-1 phosphorylation and subsequent increases in IL-12Rbeta2 expression.",19843578_1,-1,-1,-1,1,2,2,2,6295,-1,0.0005765856,0.0008369214,0.9985864
9505,regulatory T-cell,33,35,188,205,"These results indicate that the Th2 arm of the immune system is under tighter control by regulatory T cells than the Th1 arm, suggesting that Th2-driven diseases may be more responsive to regulatory T-cell manipulation.",21715314_7,-1,-1,-1,-1,2,2,2,9505,-1,0.0009111803,0.0014612026,0.99762756
25033,Treg,14,15,114,118,Tolerogenic vaccination and Treg-based immunotherapy are two therapeutic modalities meant to restore dominance of Treg networks to reverse chronic inflammatory disease.,32712270_6,-1,-1,-1,-1,2,2,2,25033,-1,0.0005894159,0.00082197995,0.9985886
12213,Th17 cell,20,22,143,152,"Importantly, in vivo administration of γ-PGA attenuated the symptoms of experimental autoimmune encephalomyelitis and at the same time reduced Th17 cell infiltrates in the central nervous system.",22943202_5,-1,-1,-1,-1,2,2,2,12213,-1,0.00070784544,0.000765727,0.99852633
7487,Th17 cells,14,16,60,70,"In EAE, it appears that IFNγ and IL-17, produced by Th1 and Th17 cells respectively, are not the critical factor that determines T cell encephalitogenicity.",20600875_2,-1,-1,-1,-1,2,2,2,7487,-1,0.0006361931,0.00088004384,0.9984837
7805,Treg cells,31,33,171,181,"Although the suppressive effect of Treg cells on T cells is well documented, less is known about the types of innate immune cells influenced by Treg cells and whether the Treg cells suppress acute innate immune responses in vivo.",20722759_3,-1,-1,-1,-1,2,2,2,7805,-1,0.0006042202,0.000786595,0.9986091
14412,Treg,19,20,72,76,"OBJECTIVES: T helper 17 (Th17), T cytotoxic 17 (Tc17) and regulatory T (Treg) cells are important factors in the pathogenesis of inflammatory and autoimmune diseases.",24388919_0,-1,-1,-1,-1,2,2,2,14412,-1,0.00061462977,0.0008593703,0.99852604
6597,Treg,5,6,23,27,RESULTS: A decrease in Treg and increase in Th17 cells was observed in the peripheral blood of IBD patients.,19936899_5,-1,-1,-1,-1,2,2,2,6597,-1,0.0005965077,0.0008054866,0.99859804
7998,Th2,24,25,148,151,"Intriguingly, IL-4 production by converted nTreg cells is required for Th2 differentiation of coexisting naive CD4 T cells in vivo, suggesting that Th2 conversion of nTreg cells might be critical for directing Th2 immune responses.",20944002_5,-1,-1,-1,-1,2,2,2,7998,-1,0.001714153,0.0018841521,0.9964018
6831,regulatory T cells,29,32,216,234,"Notably, the requirement for the immunosuppressive cytokine TGF-beta along with the pro-inflammatory cytokine IL-6 for T(H)17 differentiation supports the intimate relationship between the T(H)17 subset and FOXP3(+) regulatory T cells.",20054607_2,-1,-1,-1,-1,2,2,2,6831,-1,0.00057063566,0.0008504092,0.9985789
19240,T cells,8,10,32,39,"RESULTS: Numbers of FoxP3+ CD4+ T cells were highest in the atrophic form of the disease, yet low in the ulcerative form.",27084447_4,-1,-1,-1,1,2,2,2,19240,-1,0.00058266445,0.0008250848,0.9985922
10878,T lymphocytes,0,2,0,13,"T lymphocytes bearing the αβ T cell receptor (TCR) but lacking CD4, CD8, and markers of natural killer (NK) cell differentiation are known as 'double-negative' (DN) T cells and have been described in both humans and rodent models.",22294241_0,-1,-1,-1,-1,2,2,2,10878,-1,0.0006568374,0.00093519286,0.998408
23300,Th1,9,10,61,64,"Interestingly, induction of colitis was largely regulated by Th1, rather than Th2 responses, whereas allergic airway inflammation was primarily mediated by Th2 responses.",30949176_4,-1,-1,-1,-1,2,2,2,23300,-1,0.0025225545,0.0024483784,0.99502915
22917,Treg cell,26,28,162,171,"Collectively, our results identify a novel role for ICOS costimulation in imprinting the functional stability of Foxp3 that is required for the retention of full Treg cell function in the periphery.",30642977_6,-1,-1,-1,-1,2,2,2,22917,-1,0.000617855,0.000810974,0.99857116
24408,Th1,40,41,205,208,"When co-cultured with BPA-treated moDCs, cytokines (IFN-γ, IL4, IL17, IL10) and transcription factors (T-bet, Gata3, RoR-γt, Foxp3) of CD4+ T cells showed imbalance of Th1/Th2/Th17/Treg polarization, with Th1 and Th17 dominating.",31876196_11,-1,-1,-1,-1,2,2,2,24408,-1,0.00466256,0.003688888,0.99164855
20462,effector T cells,5,8,18,34,"In addition, CD4+ effector T cells and regulatory T cells were cultured under normoxic and hypoxic conditions and examined regarding their phenotype and function.",28278498_4,-1,-1,-1,-1,2,2,2,20462,-1,0.0006525222,0.0008608588,0.99848664
20933,Treg cells,4,6,16,26,"Moreover, CCR6+ Treg cells isolated from tumor-infiltrating lymphocytes or draining lymph nodes maintained similar phenotypic and suppressive characteristics ex vivo as did their counterparts isolated from peripheral blood.",28600287_7,-1,-1,-1,-1,2,2,2,20933,-1,0.0005946979,0.0007455129,0.99865985
5684,Treg cells,30,32,167,177,"In a model of allergic lung inflammation there are increased percentages of Treg cells in the lungs of Stat4(-/-) mice, compared with wild-type mice, and increases in Treg cells correlate with decreased allergic inflammation.",19604309_4,-1,-1,-1,-1,2,2,2,5684,-1,0.00059540564,0.0007712735,0.9986333
7851,Treg,9,10,43,47,"Therefore, OX40 is a key factor in shaping Treg sensitivity to IL-2 and promoting their proliferation and survival, toward accurate immune regulation.",20806292_5,-1,-1,-1,-1,2,2,2,7851,-1,0.00059478864,0.0007931203,0.99861217
25398,Treg cell,14,16,92,101,"CONCLUSIONS: Our findings indicate that CYLD controls type 2 immune responses by regulating Treg cell conversion into TH2 cell-like effector cells, which potentiates parasite resistance.",33309741_12,-1,-1,-1,-1,2,2,2,25398,-1,0.0006443638,0.00085369917,0.998502
4902,T cells,10,12,62,69,Induction of Forkhead-box p3 (Foxp3) expression in developing T cells upon peptide-MHC encountering has been proposed to define a lineage of committed Treg cells.,19291701_0,-1,-1,-1,1,2,2,2,4902,-1,0.0005692313,0.0008486393,0.9985821
18100,T cells,24,26,115,122,"Increased levels of STAT1, STAT3 and STAT4 proteins and T-bet, ROR γt, IFN-γ and IL-17A mRNA were observed in CD4+ T cells from GBS patients.",26225474_5,-1,-1,-1,1,2,2,2,18100,-1,0.0005762907,0.00083785254,0.99858594
18728,Th2,4,5,16,19,"Besides the Th1×Th2 paradigm, Treg and Th17 cytokines may play a role in the response to American tegumentary leishmaniasis.",26572279_0,-1,-1,-1,-1,2,2,2,18728,-1,0.00940196,0.012814083,0.977784
14776,Th1,12,13,69,72,Blockade of the Th2 cytokine IL-4 resulted in a moderate increase in Th1 but had no effect on worm burden.,24532574_7,-1,-1,-1,-1,2,2,2,14776,-1,0.0018440543,0.0029195407,0.99523646
19048,T-cells,23,24,143,150,"We found that in adults thymectomized early in infancy the naïve-Treg pool is remarkably well preserved, in contrast to conventional naïve CD4 T-cells.",26910841_2,-1,-1,-1,1,2,2,2,19048,-1,0.0021563338,0.0032479793,0.9945957
18939,T cells,38,40,212,219,"Our observations manifested an association between different Treg cell markers and disease progression as absolute numbers of CD4+CD25+ (r = 0.55), CD4+CD25hi (r = 0.61) as well as percentages of CD4+CD25+FoxP3+ T cells (r = 0.68) all correlated with parasite load.",26829554_5,-1,-1,-1,1,2,2,2,18939,-1,0.0006065696,0.0008329157,0.9985605
5749,regulatory T cells,19,22,114,132,BACKGROUND: Suppression of allergen-stimulated peripheral blood CD4(+) CD25(-) effector T cells by CD4(+) CD25(+) regulatory T cells obtained from subjects with allergic rhinoconjunctivitis is reduced during the pollen season when compared with out of season.,19622090_0,-1,-1,-1,-1,2,2,2,5749,-1,0.000573871,0.0008064087,0.9986197
