,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,olabel,orig_index,label,prob_0,prob_1,prob_2
12968,trafficking,69,70,398,409,"Possible mechanisms included: (i) decreases in immunosuppressive cells such as myeloid-derived suppressor cells (MDSC), T-regulatory cells (T-regs), and B-cells, (ii) stimulation of memory cells by intratumoral antigen release leading to efficient cross-priming, (iii) alteration of the tumor microenvironment with production of ""danger signals"" and immunostimulatory cytokines, and (iv) augmented trafficking of T-cells into the tumors.",20683443_5,-1,1,-1,1,12968,-1,9.68925e-06,0.9999801,1.025065e-05
24376,time,5,6,20,24,"Here, for the first time, we developed a novel combination adjuvant alum-polysaccharide-HH2 (APH) with potent immunomodulating activities, consisting of alum, polysaccharide of Escherichia coli and the synthetic cationic innate defense regulator peptide HH2.METHODS: The adjuvant effects of APH were examined using NY-ESO-1 protein-based vaccines in prophylactic and therapeutic models.",25070035_2,-1,1,-1,1,24376,-1,4.706423e-06,0.9999896,5.635328e-06
10092,the,16,17,113,116,"To address these twin-tier deficiencies, we developed a translational model of melanoma immunotherapy focused on the exploitation of high-avidity CD4+ T cells that become generated in germline antigen-deficient mice.",19561540_2,-1,1,-1,1,10092,-1,4.320973e-06,0.99999225,3.4132947e-06
9689,therapeutic,24,25,172,183,"Costimulatory molecules play critical roles in modulating innate, adaptive, and regulatory immunity and have potential to serve as effective immunomodulatory components of therapeutic vaccines.",19435920_2,-1,1,-1,1,9689,-1,6.2666777e-06,0.99998903,4.744469e-06
17499,relied,2,3,14,20,"These effects relied on the increased propensity of tumor-associated cells (mostly fibroblasts and infiltrating inflammatory cells) to hyperactivate NF-κB and produce T(eff)-attracting chemokines in response to treatment, resulting in an enhanced ability of the treated tumors to attract T(eff) cells and reduced ability to attract T(reg) cells.",22593190_8,-1,1,-1,1,17499,-1,7.1843288e-06,0.999987,5.766486e-06
6542,Treg,22,23,121,125,ICOShigh Treg up-regulated Treg markers (p<or=0.0016) and mediated stronger suppression (p<or=0.001) relative to ICOSlow Treg.,18292519_7,-1,1,-1,1,6542,-1,5.6859817e-06,0.9999869,7.3716787e-06
28502,the,15,16,115,118,These results suggested that FoxO1 played an important role in regulating asbestos-induced apoptosis and confirmed the presence of multiple pathways regulating resistance to asbestos in MT-2Rst cells.,27042963_7,-1,1,-1,1,28502,-1,3.782327e-06,0.9999926,3.575265e-06
40256,thymic,22,23,160,166,"Intrathymic differentiation of T-cell precursors in IL-10-/- mice and in vitro fetal thymic organ cultures revealed that IL-10 promotes the interaction between thymic stromal cells and Notch1low DN2-T cells, thus facilitating these DN2-T cells to differentiate toward CD45+CD11c+MHC-II+ thymic DCs as a consequence of activating the Ikaros/IRF8 signaling axis.",32582141_5,-1,1,-1,1,40256,-1,1.2165533e-05,0.9999821,5.6852764e-06
17620,regulation,6,7,37,47,The mechanisms for the induction and regulation of immunosuppression in humans are ill defined.,22678911_1,-1,1,-1,1,17620,-1,8.066085e-06,0.9999838,8.098999e-06
26519,transient,14,15,105,114,Quantitative analysis of Treg kinetics in IL-12-treated tumors and tumor-draining lymph nodes revealed a transient loss followed by a rapid 4-fold expansion of tumor Treg between days 3 and 10.,26085681_2,-1,1,-1,1,26519,-1,6.723225e-06,0.9999877,5.4963507e-06
15055,The,0,1,0,3,"The proportion of CD4(+)CD25(+) regulatory T cells, Foxp3 gene expression, levels of tumor growth factor-β (TGF-β) and immunoreactive fibronectin-γ (IFN-γ) in the periphery blood of 30 NSCLC patients and 30 healthy volunteers were compared.",21611754_1,-1,1,-1,1,15055,-1,3.6258386e-06,0.99999225,4.1403364e-06
40652,treating,8,9,52,60,An impressive clinical success has been observed in treating a variety of cancers using immunotherapy with programmed cell death-1 (PD-1) checkpoint blockade.,32964498_0,-1,1,-1,1,40652,-1,4.9713253e-06,0.99998987,5.119066e-06
3715,treating,38,39,239,247,"We also asked the role of interleukin (IL)-4 receptor alpha (IL-4Ralpha)-signal transducer and activator of transcription 6 (STAT6) signaling, including IL-13, and transforming growth factor beta (TGF-beta) by using gene-disrupted mice or treating mice with cytokine antagonists.",16585215_4,-1,1,-1,1,3715,-1,5.613109e-06,0.99998915,5.283145e-06
26864,Stat3,11,12,88,93,This enhanced type-1 interferon response could be suppressed by reintroducing wild-type Stat3 (but not a transactivation-deficient mutant Stat3(Y705F)) into the tumor cells.,26208907_6,-1,1,-1,1,26864,-1,6.325797e-06,0.9999869,6.767975e-06
41583,TNBC,20,21,142,146,"Because metabolic alterations affect immune homeostasis and prior studies show caloric restriction (CR) combined with RT improves preclinical TNBC outcomes, we hypothesized that CR augments RT, in part, by altering intratumoral immunity.",33647370_2,-1,1,-1,1,41583,-1,1.6061142e-05,0.99995947,2.4494684e-05
10627,the,5,6,37,40,Forced production of mp28 suppressed the allogeneic cytotoxic T-lymphocyte induction and subsequently retarded the graft rejection.,19740343_8,-1,1,-1,1,10627,-1,6.376213e-06,0.99998975,3.8355133e-06
35767,that,6,7,31,35,"In this study, we demonstrated that breast cancer cells (BCCs) also expressed and secreted IL-35 and higher level of IL-35 in BCCs was closely associated with poor prognosis of patients and was an independent unfavorable prognostic factor for breast cancer.",30321288_3,-1,1,-1,1,35767,-1,3.992671e-06,0.99999154,4.4223802e-06
2193,the,25,26,129,132,"Compared with melanoma patients, healthy donors had higher basal levels of P-STAT1 (specific fluorescence [Fsp]; i.e., Fsp(PBS), the level of P-STAT1 in PBS-treated cells) in total PBMCs, natural killer (NK) cells, and T cells (mean Fsp(PBS) in total PBMCs: 5.5 in healthy donors versus 1.6 in patients, difference = 3.9, 95% confidence interval [CI] = 1.4 to 6.5, P =.004; mean Fsp(PBS) in NK cells: 4.6 in healthy donors versus 0.9 in patients, difference = 3.7, 95% CI = 1.7 to 5.7, P =.001; mean Fsp(PBS) in T cells: 6.8 in healthy donors versus 0.9 in patients, difference = 5.9, 95% CI = 2.5 to 9.3, P =.002).",15339971_7,-1,1,-1,1,2193,-1,3.984283e-06,0.99999034,5.6385247e-06
6984,that,27,28,162,166,Statistics indicate that the risk to develop colorectal cancer is higher in patients affected by ulcerative colitis and to a lesser extent by Crohn's disease and that such a risk is directly proportional to the number of years of active disease.,18473765_1,-1,1,-1,1,6984,-1,5.174762e-06,0.99999,4.8829843e-06
19234,the,5,6,33,36,CONCLUSIONS: These findings show the presence of increased number of functionally suppressive CD8 Treg cells in MM patients.,23152910_12,-1,1,-1,1,19234,-1,4.2764605e-06,0.99999225,3.4928528e-06
27058,to,20,21,111,113,"Follicular helper CD4(+) T (TFH) cells play a fundamental role in humoral immunity deriving from their ability to provide help for germinal center (GC) formation, B cell differentiation into plasma cells and memory cells, and antibody production in secondary lymphoid tissues.",26300592_0,-1,1,-1,1,27058,-1,5.3691597e-06,0.9999894,5.185974e-06
31792,to,8,9,43,45,Dendritic cells (DCs) have great potential to sensitize CD4+ T and CD8+ T cells to precisely target and eradicate GBM.,28412740_3,-1,1,-1,1,31792,-1,3.4431746e-06,0.9999925,4.0594277e-06
28951,to,19,20,112,114,"In this work, we studied the antitumor activity of the IL-15 superagonist receptor-linker-IL-15 (RLI), designed to bypass the need of endogenous IL-15Rα.",27217584_3,-1,1,-1,1,28951,-1,5.591278e-06,0.9999908,3.6440747e-06
9106,the,18,19,119,122,"In addition to the direct targeting effects on HER2-positive cells, trastuzumab may have a therapeutic role modulating the activity of the cellular immune system in patients with breast cancer.",19277040_0,-1,1,-1,1,9106,-1,4.4863464e-06,0.99999166,3.8872254e-06
28460,tumor,8,9,63,68,"Consequently, combined BV6 and radiation completely suppressed tumor growth in vivo.",27014915_8,-1,1,-1,1,28460,-1,4.9147716e-06,0.9999908,4.257333e-06
1520,they,33,34,195,199,"Since Stat6-deficient or ""knockout"" mice lack the signal transducer and activator of transcription-6 protein and are unable to transmit signals initiated by the type 2 cytokines, IL-4 and IL-13, they have been studied to confirm the T(h)1 vs T(h)2 paradigm.",14593499_1,-1,1,-1,1,1520,-1,6.581009e-06,0.9999882,5.224135e-06
36645,tumor,29,30,178,183,"Our previous study has demonstrated that CD4+ T cells in prostate tumor microenvironment contribute to PCa progression; meanwhile, we found increased CD4+ T-cell infiltration in tumor area after Doc treatment; however, their effects on PCa chemosensitivity remain unclear.",31018021_2,-1,1,-1,1,36645,-1,4.217043e-06,0.9999913,4.5261086e-06
36612,that,12,13,57,61,"Using a mouse model of GIST and human specimens, we show that intratumoral murine CD103+CD11b- dendritic cells (DCs) and human CD141+ DCs are associated with CD8+ T cell infiltration and differentiation.",31000683_1,-1,1,-1,1,36612,-1,3.8580106e-06,0.99999225,3.850013e-06
5157,the,24,25,152,155,"Normal B cell-associated LMP1 (B-LMP1) upregulates B cell APC function through activation of the necrosis factor (NF)-kappaB subunit, RelB. We examined the ability of B-LMP1 and a nasopharyngeal carcinoma-associated LMP1 (NPC-LMP1) to modulate B cell APC function and T-cell responses.",17372611_1,-1,1,-1,1,5157,-1,3.857099e-06,0.9999924,3.7502766e-06
4099,Tregs,23,24,149,154,"These results suggest that Tregs play a major role in preventing an effective endogenous immune response against breast cancer and that depletion of Tregs, without any additional immunotherapy, may mediate a significant antitumor response.",16785502_9,-1,1,-1,1,4099,-1,5.857397e-06,0.99998903,5.07751e-06
37886,TH,8,9,59,61,"APPROACH AND RESULTS: Adoptive transfer of HDAC6-deficient TH 17 cells impedes HCC growth, dependent on elevated IL-17A, by enhancing the production of antitumor cytokine and cluster of differentiation 8-positive (CD8+) T cell-mediated antitumor responses.",31539182_2,-1,1,-1,1,37886,-1,9.856324e-06,0.99996173,2.8460798e-05
37129,that,4,5,37,41,"Gene expression profiling determined that Gzmb expression is down-regulated in tumor-infiltrating CTLs of IFNAR1-KO mice as compared to WT mice, and in antigen-specific IFNAR1-KO CTLs as compared to WT CTLs in vivo.",31228946_10,-1,1,-1,1,37129,-1,3.9921097e-06,0.99999213,3.876887e-06
17611,that,2,3,12,16,"We conclude that Mam-A cDNA vaccination is associated with specific expansion and activation of CD4+ICOS(hi) T cells, with a concomitant decrease in Treg frequency.",22678162_9,-1,1,-1,1,17611,-1,4.21387e-06,0.9999919,3.8869002e-06
39485,tumor,4,5,16,21,"Within the TME, tumor associated macrophages (TAMs) mediate angiogenesis, metastasis, and immunosuppression, which inhibits infiltration of tumor-specific cytotoxic CD8+ T cells.",32300202_1,-1,1,-1,1,39485,-1,4.369701e-06,0.99999094,4.7292992e-06
948,to,8,9,55,57,"In conclusion, constitutively activated Stat3 is found to mediate a spontaneous IL-5 production and regulate IL-13 production in CTCL cell lines, pointing toward a new role of Stat3 in malignant transformation.",11807001_8,-1,1,-1,1,948,-1,3.9468373e-06,0.9999919,4.1078833e-06
34696,the,6,7,31,34,"In this study, we investigated the influence of the TKI pazopanib on dendritic cell (DC) performance and immune priming.",29700053_3,-1,1,-1,1,34696,-1,4.063602e-06,0.99999213,3.7479942e-06
16390,cellular,7,8,47,55,"However, remarkably little is understood about cellular and molecular changes induced by these adjuvants in the vaccine microenvironment.",22130163_2,-1,-1,2,2,16390,-1,3.4626948e-05,6.9048665e-06,0.9999585
27943,cells,24,25,89,94,The effect of expanded CD4 (+) CD25 (+) Tregs on survival of freshly isolated lymphoma B cells maintained in culture with soluble multimeric CD40L and IL-4 was variable across lymphoma entities.,26758248_2,-1,-1,2,2,27943,-1,2.0143601e-05,8.3145e-06,0.9999715
19034,cell,27,28,165,169,"Overall, these findings imply that Er-1 coupling to IL-2R and ERK immuno-enhances T-cell activity, and that this effect likely translates to an inhibition of glioma cell growth.",23103669_5,-1,-1,2,2,19034,-1,1.1666416e-05,6.6500115e-06,0.99998164
15100,cells,36,37,205,210,"Ectopic expression of HPV16E6 in HeLa cells, which are infected with HPV18, suppressed MHC I expression, and that knockdown by antisense or siRNA of the HPV16E6 strongly enhanced MHC I expression in Caski cells, which are infected with HPV18, but not HPV16.",21621523_2,-1,-1,2,2,15100,-1,1.2111442e-05,9.213494e-06,0.99997866
34731,T-cell subset,9,11,46,59,"However, this early-induced CD8+ CD25+ CD127- T-cell subset is certainly distinct from the IFNγ+ CD8+ T-effector cells.",29768737_3,-1,-1,2,2,34731,-1,1.1517341e-05,7.897647e-06,0.99998057
35171,T cells,10,12,81,88,This molecular circuit underlies the co-expression of co-inhibitory receptors in T cells and identifies regulators of T cell function with the potential to control autoimmunity and tumour immunity.,29899446_6,-1,-1,2,2,35171,-1,8.749733e-06,5.752055e-06,0.9999856
13215,T cells,2,4,17,24,caAkt expressing T cells (caAkt-T-cells) were also relatively resistant to suppression by and conversion into regulatory T cells (Tregs).,20842106_4,-1,-1,2,2,13215,-1,8.108712e-06,5.4983357e-06,0.9999864
43588,cell,11,12,56,60,Activation is delayed a further 1-2 hr when mononuclear cell cultures are stimulated by an antigen which requires processing.,8605941_3,-1,-1,2,2,43588,-1,1.7342309e-05,6.6936345e-06,0.99997604
10902,T lymphocyte,33,35,161,173,"In order to build a therapeutic anti-HPV-16 vaccine, E6/2 (14-34) and E6/4 (45-68) fragments thus appear to be good candidates to increase HPV-specific effector T lymphocyte responses and clear classic VIN (BP) disease lesions.",19843089_5,-1,-1,2,2,10902,-1,1.2298622e-05,7.4239856e-06,0.99998033
33107,cells,4,5,18,23,"Although TIM-1+ B cells are enriched for IL-10, TIM-4+ B cells are enriched for IFN-γ.",28848066_4,-1,-1,2,2,33107,-1,1.6751052e-05,1.1872998e-05,0.9999713
18477,cell,14,15,89,93,"Here we identify an alternative, Batf3-independent pathway in mice for CD8α(+) dendritic cell development operating during infection with intracellular pathogens and mediated by the cytokines interleukin (IL)-12 and interferon-γ.",22992524_1,-1,-1,2,2,18477,-1,1.6921322e-05,7.4289937e-06,0.9999757
27281,T cells,12,14,81,88,"Altogether, this defines NR2F6 as an intracellular immune checkpoint in effector T cells, governing the amplitude of anti-cancer immunity.",26387951_6,-1,-1,2,2,27281,-1,9.179303e-06,7.9922465e-06,0.99998283
24492,cells,12,13,74,79,We found that apoptosis occurred in T cells after cocultured with IDO+2LL cells and the proportion of CD4+CD25+ cells and FoxP3+ cells increased while CD8+ cells decreased.,25138378_8,-1,-1,2,2,24492,-1,1.1401735e-05,8.331026e-06,0.9999802
11974,T lymphocytes,5,7,34,47,The enhanced cytotoxic effects of T lymphocytes might partly depend on EXO/IL-12 reversing the suppressed expression of p-Stat5 by Jak2/Stat5 pathway.,20372811_7,-1,-1,2,2,11974,-1,1.5938269e-05,7.2021057e-06,0.9999769
35235,cells,39,40,222,227,"CONCLUSIONS: In studies of mice and cell lines, we found that NFκB activity in PSCs promotes tumor growth by increasing expression of CXCL12, which prevents cytotoxic T cells from infiltrating the tumor and killing cancer cells.",29909021_15,-1,-1,2,2,35235,-1,1.1701692e-05,6.766738e-06,0.9999815
