,text,pmid,entities,start_chars,end_chars,label
7742,"The extent of nT(REG) cell reprogramming is modulated by the presence of effector T cell-mediated signals, and occurs independently of variation in IL-2 production in vivo.",22545118_5,IL-2,148,152,0
7743,The extent to which myelin-specific Th1 and Th17 cells contribute to the pathogenesis of experimental autoimmune encephalomyelitis (EAE) is controversial.,19546248_0,Th17 cells,44,54,2
7744,"The fact that many tumors are oncogene-addicted to c-MYC, renders c-MYC a powerful target for anti-tumor therapy.",24130880_1,"c-MYC,c-MYC","51,66","56,71","1,1"
7745,"The factors that contribute to the differentiation of this helper cell subset are incompletely understood, although several cytokines including IL-6, IL-21, and IL-12 can promote TFH cell formation.",24489092_1,"IL-12,TFH","161,179","166,182","0,2"
7746,The factors that regulate CD4+ T cell production of CXCL13 and IL-21 in these settings are also discussed.,30190721_6,"CD4+ T cell,CXCL13","26,52","37,58","2,0"
7747,The failure of colitis induction by Stat4/Stat6/T-bet triple-knockout cells is largely due to elevated Foxp3(+) regulatory T cell (Treg) development.,21525389_6,Treg,131,135,2
7748,"The failure of eosinophilia was not due to the defect of Th2 cytokine production in BALF of STAT6-/- mice transferred with Th2 cells, but because of the defect of STAT6-dependent eotaxin production.",15351784_2,"Th2,cytokine,Th2 cells,eotaxin","57,61,123,179","60,69,132,186","2,0,2,0"
7749,"The field has experienced several changes in the accepted paradigm of such suppressor/regulatory T cells, from initial indications that such cells were CD8(+), to the view that such cells did not exist, to the identification of the transcription factor Foxp3 as a key orchestrator of inhibitory function.",18817830_1,"CD8(+),transcription factor","152,232","158,252","2,1"
7750,The final immune effector was high level of inflammatory cytokines (IL-6) and low level of anti-inflammatory factors (IL-10) and this strengthened immune response to the Aspergillus infection.,28924369_10,IL-10,118,123,0
7751,The findings emphasize that it is crucial to examine not only numbers but also functional phenotype of FoxP3+ CD4+ T cells in human tissues.,27084447_9,CD4+ T cells,110,122,2
7752,The findings herein are novel and strongly suggest that RNA viruses such as EAV could exploit the CXCL16/CXCR6 axis in order to modulate local inflammatory and immune responses in the male reproductive tract by inducing a dysfunctional CD8+ T lymphocyte response and unique lymphocyte homing in the reproductive tract.,31356622_7,CD8+ T,236,242,2
7753,"The findings indicate that HR+ ETPs undergoing cytokine signaling display increased STAT1, but not STAT3, phosphorylation in addition to STAT6 activation.",30291166_2,"STAT3,STAT1,STAT6","99,84,137","104,89,142","1,1,1"
7754,The findings pinpoint Oct1 and OCA-B as central mediators of CD4(+) T cell memory.,26481684_10,Oct1,22,26,1
7755,"The first experiments examining the biology of the IL-21 pathway reveal that it is a cytokine with effects on natural killer (NK) cells, T cells, and B cells.",14610289_2,cytokine,85,93,0
7756,The first is the ability of IDO-expressing DCs to drive the differentiation of naive CD4(+) T cells toward a Foxp3+ (inducible Treg) phenotype.,21517755_4,Treg,127,131,2
7757,"The flavonoid astilbin is the major active component extracted from the rhizome of Smilax glabra, which has been widely used in China to treat inflammatory and autoimmune diseases, Psoriasis is a common chronic inflammatory disease in which T helper 17 (Th17) cells play an important role, provoking inflammation.",26784569_0,T helper 17,241,252,2
7758,The flow cytometry was performed to detect the proportion of CD4 + CXCR5+ Tfh cells on CD4 + T lymphocytes.,29490514_3,CD4 + T,87,94,2
7759,"The following immunologic parameters were assessed in the first trimester: NK cell 50:1 cytotoxicity, CD56(+)  16(+)  CD3(-) (NK), CD56(+)  CD3(+) (NKT), TNFα/IL-10, IFNγ/IL-10, CD4(+)  CD25(-) Foxp3(+) , total CD4(+)  Foxp3(+) (CD4(+ ) CD25(+)  Foxp3 plus CD25(- ) Foxp3(+) ), and CD4(+)  CD25(+)  Foxp3(+) levels.",21314851_3,"NK,NKT","126,148","128,151","1,2"
7760,The forced expression of Helios enhanced the expression of various Treg cell-related molecules and the suppressive function in murine induced Treg cells.,25733061_9,Treg cells,142,152,2
7761,The forkhead transcription factor Foxp3 is the only definitive marker of CD4(+)CD25(+) regulatory T cells (Tregs) and has been identified as a key regulator in the development and function of Tregs.,21547596_0,"forkhead transcription factor,regulatory T cells","4,87","33,105","1,2"
7762,The frequencies of CD8(+) T cells directed against IE-1 were similar to those directed against pp65 in donors tested with known pp65-derived peptides.,10482568_6,CD8(+) T cells,19,33,2
7763,"The frequencies of IL-10 and TGF-β producing CD4(+) CD25(-) Treg cells in all sites at PID 28 were significantly inversely correlated with the protection rate against VirHRV-caused diarrhoea (r = -1, P < 0.0001).",22716916_3,"TGF-β,IL-10,Treg cells","29,19,60","34,24,70","0,0,2"
7764,"The frequencies of Th1, Th1-like Th17 and Th22 cells along with the expression of T-box transcription factor (TBET) and runt-related transcription factor 1 (RUNX1) were significantly increased in patients with LRBA.",29806698_5,"RUNX1,Th1,Th17,runt-related transcription factor 1","157,19,33,120","162,22,37,155","1,2,2,1"
7765,"The frequencies of Th1, Th2, and Th17 cells were analyzed by flow cytometry.",22515488_5,"Th1,Th2,Th17 cells","19,24,33","22,27,43","2,2,2"
7766,The frequencies of Th2 and Th17 cells as well as the concentrations of Th2- and Th17-related cytokines were higher in plasma from asthma patients than those from healthy controls; similar results were observed in culture supernatants.,22515488_8,"Th2,Th17 cells,Th2-","19,27,71","22,37,75","2,2,2"
7767,The frequencies of Th2 cells among CD4(+) T cells in the lung were comparable between STAT3-sufficient and STAT3-deficient T cells.,25871878_4,"Th2 cells,CD4(+) T cells","19,35","28,49","2,2"
7768,The frequencies of splenic Th17 and Treg were determined by flow cytometry.,21544672_3,Treg,36,40,2
7769,The frequency of Blimp-1+ B10 cells was increased in LPS-treated mice and in isolated B10 cells that were stimulated with LPS.,31474988_7,Blimp-1+,17,25,1
7770,"The frequency of CD3+, CD4+ and CD4+CD25+FOXP3+ Treg was assessed by flow cytometry in 43 ALL patients versus 42 controls.",32480291_3,"Treg,CD4+","48,23","52,27","2,2"
7771,The frequency of CD4(+)CD25(+)FoxP3(+) Treg in pleural fluid inversely correlates with local MTB-specific immunity (p<0.002).,17234458_4,Treg,39,43,2
7772,The frequency of CD4(+)CD25(+)Foxp3(+) Treg cells was reduced.,20188260_6,Treg cells,39,49,2
7773,"The frequency of CD4+CD25+FoxP3+ Treg, TIGIT+ Treg, and T-bet+ Treg and the ratio of Treg to Th1 were significantly higher in remission patients compared with patients with active uveitic disease; and TIGIT+ Tregs were a significant predictor of clinical remission.",29774027_9,"Treg,Treg,Treg,Th1","85,63,46,93","89,67,50,96","2,2,2,2"
7774,The frequency of CD49d- Treg cells (by both CD4+CD25+CD49d- and CD4+CD25++CD49d- phenotypes) observed to be reduced in patients versus HCs.,34247018_6,Treg cells,24,34,2
7775,The frequency of FoxP3 expressing CD49d- Treg cells was determined by flow cytometry.,34247018_2,Treg cells,41,51,2
7776,The frequency of Foxp3(+)CD25(high) CD4(+)-T cells is augmented and correlated with the maintenance of a better cardiac function in IND.,22672991_2,CD4(+)-T cells,36,50,2
7777,The frequency of IL-5 and IL-10 producing cells was determined by ELISPOT and the expression of T cell activation markers and the CD25(+) regulatory T cell-associated transcription factor Foxp3 were examined.,19622090_4,"IL-5,IL-10","17,26","21,31","0,0"
7778,The frequency of TNF-α-producing cells in the CCR7-CD45RA-CD27 + CD28+ TEM subset was significantly increased in RA.,23747721_4,subset,75,81,2
7779,"The frequency of Th17 cells was lower in patients with enteropathy, while Th1-like Th17 cells were higher than in those without enteropathy.",29806698_9,"Th17 cells,Th17 cells","17,83","27,93","2,2"
7780,The frequency of Th17 cells was significantly diminished whereas that of Th1 cells was increased in all the lung-associated tissues.,25871878_7,"Th1 cells,Th17 cells","73,17","82,27","2,2"
7781,The frequency of Treg in PBMCs was found to be negatively correlated with Th1 and Th2 cytokines in polyps.,21375554_7,"Th2,Th1,Treg","82,74,17","85,77,21","2,2,2"
7782,"The frequency of circulating Tfh cell in PE women was significantly higher compared with the healthy pregnant woman (Tfh cells with CD4+ ICOS + , P = 0.0064 and Tfh cells with CD4 + CXCR5 + , P = 0.029).",30259994_9,"Tfh cells,Tfh cell,Tfh cells,CD4+","161,29,117,132","170,37,126,136","2,2,2,2"
7783,The function of BCL6 in Th9 cells is under the control of IL-2/JAK3/STAT5 signaling pathway.,24879792_4,BCL6,16,20,1
7784,The function of T(H) cell subsets was assessed by monitoring the response of primary bronchial epithelial cells in coculture experiments.,19178935_5,cell subsets,21,33,2
7785,"The function of mTECs is highly dependent on their characteristic features such as ectopic expression of peripheral tissue restricted antigens (TRAs) and their master regulator-autoimmune regulator (Aire), expression of various chemokines and cytokines.",23633070_2,chemokines,228,238,0
7786,The functional potential of Treg is routinely determined by assessing their ability to suppress T cell function in 3-5day proliferation assays.,21781972_3,Treg,28,32,2
7787,"The functional role of astrocytes as immune effector cells and how this may influence aspects of inflammation and immune reactivity within the brain follows, emphasizing the involvement of astrocytes in promoting Th2 responses.",11596126_3,Th2,213,216,2
7788,The functions of Ahr in T cells depend on the specific ligand bound to the receptor.,23580432_2,"Ahr,ligand","17,55","20,61","1,0"
7789,The gastric lamina propria of mice that have been experimentally infected with the pathobiont Helicobacter pylori hosts a dense network of myeloid cells that includes BATF3-dependent CD103+ dendritic cells (DCs).,31188899_0,myeloid cells,139,152,0
7790,"The gene expression of IL-1β, IL-6, IL-8, TNF-α, IFN-γ, IL-17, IL-10, TGF-β, and Foxp3 was significantly upregulated in polypoid lesions relative to control levels.",31518913_10,"TNF-α,IFN-γ,IL-17,IL-10,TGF-β,IL-8,IL-1β","42,49,56,63,70,36,23","47,54,61,68,75,40,28","0,0,0,0,0,0,0"
7791,"The gene expression of IL-5, IL-13, CCR3, MUC5AC, and COX-2 was attenuated in lung tissues.",33806085_5,"IL-5,IL-13","23,29","27,34","0,0"
7792,"The gene networks involved in development of these two subpopulations including expression of their archetypal genes wc1-3 (WC1.1+) and wc1-4 (WC1.2+) were unknown but we report that SOX-13, a γδ T cell fate-determining transcription factor, has differential occupancy on these WC1 gene loci and suggest a model for development of these subpopulations.",34959072_8,"SOX-13,γδ T cell","183,193","189,202","1,2"
7793,The generation of high-affinity antibodies and the development of B cell memory are dependent on the help provided by CD4 T cells.,23923047_0,CD4 T cells,118,129,2
7794,The generation of regulatory T (Treg) cells is driven by Foxp3 and is responsible for dampening inflammation and reducing autoimmunity.,25669152_0,regulatory T,18,30,2
7795,"The genetic basis for the majority of conditions with elevated IgE has now been established and includes mutations in STAT3, DOCK8, TYK2, and most recently PGM3 molecules.",25970001_3,STAT3,118,123,1
7796,The gp130 mutation resulted in enhanced production of IL-7.,16717113_3,IL-7,54,58,0
7797,The grafted BM-MSCs significantly stimulated systemic and local interleukin-10 (IL-10)-secreting T cell and regulatory T cell (Treg) functions.,23777268_4,"interleukin-10,regulatory T cell","64,108","78,125","0,2"
7798,"The growing appreciation of CD4+FoxP3+ regulatory T cells (Tregs), which comprise approximately 10% of peripheral CD4 cells, as pivotal regulators of immune responses has provided a new framework to define the cellular and molecular basis underlying the contrasting action of TNF.",20173391_2,"CD4 cells,regulatory T cells","114,39","123,57","2,2"
7799,"The growth-inhibiting effects of rIL-16 might be Fas/FasL independent, but, associated with the activation of PKC, up-regulated expression of c-Myc and Bid, and the participation of the ERK signal pathway in Jurkat cells.",12528894_9,"c-Myc,Jurkat cells","142,208","147,220","1,2"
7800,"The gut CD4(+) T cells, particularly the T helper type 17 (Th17) subset, are not completely restored in most HIV-1-infected individuals despite combined antiretroviral therapy, when initiated at the chronic phase of infection.",26883727_0,Th17,59,63,2
7801,"The hallmarks of antigen-specific loss of tolerance are allergen-specific TH2 cells and IgE. However, difficulties in identifying the rare allergen-specific Treg cells have obscured the cellular basis of tolerance to aeroallergens, which is also a major obstacle for the rational design of novel and more efficient allergen-specific immunotherapies.",30527063_3,TH2 cells,74,83,2
