,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_tf_distsv,lf_t_lymphocyte_distsv,label,olabel
58495,T cells,7.0,9.0,54.0,61.0,"These antigen specific Treg suppress effector lineage T cells at much lower ratios than tTreg, and we call these Ts1 cells as they are activated by Th1 cytokines and express receptors for Th1 cytokines.",25882104_6,-1,-1,2,2,2
58498,Th1,27.0,28.0,148.0,151.0,"These antigen specific Treg suppress effector lineage T cells at much lower ratios than tTreg, and we call these Ts1 cells as they are activated by Th1 cytokines and express receptors for Th1 cytokines.",25882104_6,-1,-1,2,2,2
58500,Th1,33.0,34.0,188.0,191.0,"These antigen specific Treg suppress effector lineage T cells at much lower ratios than tTreg, and we call these Ts1 cells as they are activated by Th1 cytokines and express receptors for Th1 cytokines.",25882104_6,-1,-1,2,2,2
58508,Th1 cells,29.0,31.0,175.0,184.0,"Further activation of Ts1 cells with specific antigen and late Th1 cytokines such as IL-12 induces very potent Th1-like Treg, that express t-bet, the transcription factor for Th1 cells, as well as the Th1 cytokine IFN-γ.",25882104_7,-1,-1,2,2,2
58509,Th1,36.0,37.0,201.0,204.0,"Further activation of Ts1 cells with specific antigen and late Th1 cytokines such as IL-12 induces very potent Th1-like Treg, that express t-bet, the transcription factor for Th1 cells, as well as the Th1 cytokine IFN-γ.",25882104_7,-1,-1,2,2,2
58513,Treg,2.0,3.0,17.0,21.0,"Similar Th1-like Treg can be induced in IL-2 activated tTreg, by IFN-γ or IL-27.",25882104_8,-1,-1,2,2,2
58522,Treg,12.0,13.0,76.0,80.0,"tTreg activated by antigen in the presence of IL-4 induces antigen specific Treg that express the IL-5 receptor, and these Ts2 cells can be induced to Th2-like Treg by IL-5 and antigen.",25882104_9,-1,-1,2,2,2
58526,Treg,28.0,29.0,160.0,164.0,"tTreg activated by antigen in the presence of IL-4 induces antigen specific Treg that express the IL-5 receptor, and these Ts2 cells can be induced to Th2-like Treg by IL-5 and antigen.",25882104_9,-1,-1,2,2,2
58556,Th1 cells,14.0,16.0,85.0,94.0,We identified the Notch pathway as a mechanism how LSECs trigger IL-10 expression in Th1 cells.,25884798_6,-1,-1,2,2,2
58563,Th1 cells,25.0,27.0,152.0,161.0,LSECs expressed high levels of the Delta-like and Jagged family of Notch ligands and induced expression of the Notch target genes hes-1 and deltex-1 in Th1 cells.,25884798_7,-1,-1,2,2,2
58566,Th1 cells,9.0,11.0,69.0,78.0,Blockade of Notch signaling selectively inhibited IL-10 induction in Th1 cells by LSECs.,25884798_8,-1,-1,2,2,2
58570,Th1 cells,8.0,10.0,59.0,68.0,Our findings suggest that LSEC-induced IL-10 expression in Th1 cells via the Notch pathway may contribute to the control of hepatic inflammatory immune responses by induction of a self-regulatory mechanism in pro-inflammatory Th1 cells.,25884798_9,-1,-1,2,2,2
58590,T lymphocytes,5.0,7.0,35.0,48.0,We assessed the differentiation of T lymphocytes in the spleen and measured the concentration of cytokines in bronchoalveolar lavage fluid (BALF) and the expression level of relevant proteins in the JAK/STAT and TGF-ß/Smad signaling pathways in lung tissue.,25888222_4,-1,-1,2,2,2
58626,T cells,4.0,6.0,44.0,51.0,"OBJECTIVE: Interleukin-17 (IL-17)-producing T cells (Th17 cells) play critical roles in the pathogenesis of immune-related diseases, including systemic lupus erythematosus.",25891969_0,-1,-1,2,2,2
58627,Th17 cells,7.0,9.0,53.0,63.0,"OBJECTIVE: Interleukin-17 (IL-17)-producing T cells (Th17 cells) play critical roles in the pathogenesis of immune-related diseases, including systemic lupus erythematosus.",25891969_0,-1,-1,2,2,2
58631,Th17,6.0,7.0,46.0,50.0,"However, the fundamental mechanism regulating Th17 cell differentiation is not fully understood.",25891969_1,-1,-1,2,2,2
58653,Th17,4.0,5.0,24.0,28.0,"The increased number of Th17, but not Th1, Treg cells, was augmented in Bsg(-/-) mice.",25891969_7,-1,-1,2,2,2
58654,Th1,8.0,9.0,38.0,41.0,"The increased number of Th17, but not Th1, Treg cells, was augmented in Bsg(-/-) mice.",25891969_7,-1,-1,2,2,2
58655,Treg cells,10.0,12.0,43.0,53.0,"The increased number of Th17, but not Th1, Treg cells, was augmented in Bsg(-/-) mice.",25891969_7,-1,-1,2,2,2
58671,Th17 cells,14.0,16.0,87.0,97.0,Bsg deficiency selectively augmented in vitro differentiation of naive CD4+ T cells to Th17 cells and STAT-3 phosphorylation during this differentiation.,25891969_11,-1,-1,2,2,2
58683,Invariant natural killer T cells,0.0,5.0,0.0,32.0,"Invariant natural killer T cells (iNKT cells) are innate-like T cells that rapidly produce cytokines that impact antimicrobial immune responses, asthma, and autoimmunity.",25897173_0,-1,-1,2,2,2
58684,iNKT cells,6.0,8.0,34.0,44.0,"Invariant natural killer T cells (iNKT cells) are innate-like T cells that rapidly produce cytokines that impact antimicrobial immune responses, asthma, and autoimmunity.",25897173_0,-1,-1,2,2,2
58691,iNKT cells,5.0,7.0,32.0,42.0,"The number of Th2-type effector iNKT cells is variable in different strains of mice, and their number impacts CD8 T, dendritic, and B cell function.",25897173_2,-1,-1,2,2,2
58693,dendritic,22.0,23.0,117.0,126.0,"The number of Th2-type effector iNKT cells is variable in different strains of mice, and their number impacts CD8 T, dendritic, and B cell function.",25897173_2,-1,-1,2,2,2
58698,iNKT cells,22.0,24.0,135.0,145.0,Here we demonstrate a unique function for the transcription factor lymphoid enhancer factor 1 (LEF1) in the postselection expansion of iNKT cells through a direct induction of the CD127 component of the receptor for interleukin-7 (IL-7) and the transcription factor c-myc.,25897173_3,-1,-1,2,2,2
58707,iNKT cells,20.0,22.0,151.0,161.0,"LEF1 also directly augments expression of the effector fate-specifying transcription factor GATA3, thus promoting the development of Th2-like effector iNKT cells that produce IL-4, including those that also produce interferon-γ.",25897173_4,-1,-1,2,2,2
58711,iNKT,9.0,10.0,47.0,51.0,Our data reveal LEF1 as a central regulator of iNKT cell number and Th2-type effector differentiation.,25897173_5,-1,-1,2,2,2
58729,T cell,36.0,38.0,192.0,198.0,"The current review focuses on the interplay between three ligands: CXCL9, CXCL10 and CXCL11 binding the same receptor (CXCR3) on CD4+ T cells, yet direct different signaling cascades to shape T cell mediated immunity.",25907241_2,-1,-1,2,2,2
58763,T cells,29.0,31.0,180.0,187.0,"Co-culture of stress-treated DC with mononuclear cells activates IL-15 and IL-1β receptors on CD4(+) T cells, eliciting CD40L, proliferation, and up-regulation of CD45RO(+) memory T cells.",25907558_4,-1,-1,2,2,2
58771,Th17,20.0,21.0,128.0,132.0,"The transcription factors Tbet(high) and RORγt are up-regulated, whereas FoxP3 is down-regulated, resulting in enhanced Th1 and Th17 expression and the corresponding cytokines.",25907558_5,-1,-1,2,2,2
58781,T cell,24.0,26.0,154.0,160.0,"Importantly, inhibition studies with IL-15 antibodies and IL-1βR inhibitor suggest that both pathways may be required for optimum CD4(+) CD45RO(+) memory T cell expression.",25907558_7,-1,-1,2,2,2
58801,regulatory T,11.0,13.0,71.0,83.0,"OBJECTIVES: We analyzed the relationship between expressions of Foxp3+ regulatory T (Treg) cells and Th17 cells, and pneumococcal carriage in the adenoids of children who were either positive or negative for pneumococci.",25925832_1,-1,-1,2,2,2
58802,Th17 cells,18.0,20.0,101.0,111.0,"OBJECTIVES: We analyzed the relationship between expressions of Foxp3+ regulatory T (Treg) cells and Th17 cells, and pneumococcal carriage in the adenoids of children who were either positive or negative for pneumococci.",25925832_1,-1,-1,2,2,2
58810,Treg cells,4.0,6.0,16.0,26.0,RESULTS: Foxp3+ Treg cells were upregulated and Th17 cells were downregulated in populations of adenoidal mononuclear cells obtained from the pneumococcus-positive group.,25925832_4,-1,-1,2,2,2
58812,Th17 cells,9.0,11.0,48.0,58.0,RESULTS: Foxp3+ Treg cells were upregulated and Th17 cells were downregulated in populations of adenoidal mononuclear cells obtained from the pneumococcus-positive group.,25925832_4,-1,-1,2,2,2
58820,Th17 cells,29.0,31.0,192.0,202.0,"Following CCS stimulation, the increment in Foxp3+ Treg cells in the pneumococcus-positive group was significantly greater than that in the pneumococcus-negative group, while the increment in Th17 cells was less as compared to that in the pneumococcus-negative group.",25925832_5,-1,-1,2,2,2
58837,Treg,13.0,14.0,88.0,92.0,Pneumococcal carriage in children was closely associated with the expressions of Foxp3+ Treg and Th17 cells in the adenoid.,25925832_8,-1,-1,2,2,2
58838,Th17 cells,15.0,17.0,97.0,107.0,Pneumococcal carriage in children was closely associated with the expressions of Foxp3+ Treg and Th17 cells in the adenoid.,25925832_8,-1,-1,2,2,2
58841,Treg cells,6.0,8.0,35.0,45.0,"CONCLUSION: Upregulation of Foxp3+ Treg cells might downregulate the production of Th17 cells in the adenoid, resulting in decreased scavenging of Streptococcus pneumoniae and chronic pneumococcal carriage.",25925832_9,-1,-1,2,2,2
58843,Th17 cells,13.0,15.0,83.0,93.0,"CONCLUSION: Upregulation of Foxp3+ Treg cells might downregulate the production of Th17 cells in the adenoid, resulting in decreased scavenging of Streptococcus pneumoniae and chronic pneumococcal carriage.",25925832_9,-1,-1,2,2,2
58884,T-cells,32.0,33.0,183.0,190.0,"Among various immune cells in colon, dendritic cells (DCs) are unique not only in their accessibility to luminal contents but also in their ability to induce tolerogenic phenotype in T-cells.",25984582_3,-1,-1,2,2,2
58894,regulatory T-cells,42.0,44.0,251.0,269.0,"We found that DCs exposed to butyrate express the immunosuppressive enzymes indoleamine 2,3-dioxygenase 1 (IDO1) and aldehyde dehydrogenase 1A2 (Aldh1A2), promote conversion of naive T-cells into immunosuppressive forkhead box P3(+) (FoxP3(+)) Tregs (regulatory T-cells) and suppress conversion of naive T-cells into pro-inflammatory interferon (IFN)-γ-producing cells.",25984582_4,-1,-1,2,2,2
58919,Regulatory T cells,0.0,3.0,0.0,18.0,Regulatory T cells (Tregs) play a central role in counteracting inflammation and autoimmunity.,25994968_0,-1,-1,2,2,2
58955,Treg,10.0,11.0,72.0,76.0,"Conversely, the CD226(+)TIGIT(-) population was associated with reduced Treg purity and suppressive capacity after expansion, along with a marked increase in IL-10 and effector cytokine production.",25994968_7,-1,-1,2,2,2
59024,regulatory T cells,1.0,4.0,17.0,35.0,Foxp3-expressing regulatory T cells (Tregs) are central regulators of immune homeostasis and tolerance.,26013006_0,-1,-1,2,2,2
59035,T cells,19.0,21.0,116.0,123.0,"We report that interleukin (IL)-27, an IL-12 family cytokine known to have both pro- and anti-inflammatory roles in T cells, plays a pivotal role in enhancing Treg function to control T cell-induced colitis, a model for inflammatory bowel disease (IBD) in humans.",26013006_2,-1,-1,2,2,2
59107,Th2,8.0,9.0,43.0,46.0,"Recently, IFN-α/β was shown to block human Th2 development by suppressing the transcription factor GATA3.",26026068_1,-1,-1,2,2,2
59144,T helper,25.0,27.0,179.0,187.0,"Following their activation in response to inflammatory signals, innate immune cells secrete T-cell-polarizing cytokines that promote the differentiation of naive CD4 T cells into T helper (Th) cell subsets.",26031354_0,-1,-1,2,2,2
59146,Th17 cells,3.0,5.0,13.0,23.0,"Among these, Th17 cells play a prominent role in the development of a number of autoimmune diseases.",26031354_1,-1,-1,2,2,2
59153,Th17,6.0,7.0,32.0,36.0,Here we show that PGE2 enhances Th17 cell differentiation via the activation of the CREB co-activator CRTC2.,26031354_3,-1,-1,2,2,2
59163,Th17,4.0,5.0,33.0,37.0,"CRTC2-mutant mice have decreased Th17 cell numbers, and they are protected from experimental autoimmune encephalitis, a model for multiple sclerosis.",26031354_5,-1,-1,2,2,2
59171,T cells,4.0,6.0,25.0,32.0,Linker for activation of T cells (LAT) is a transmembrane adaptor protein that is highly tyrosine phosphorylated upon engagement of the TCR.,26034173_0,-1,-1,2,2,2
59179,T cell,13.0,15.0,76.0,82.0,"Phosphorylated LAT binds Grb2, Gads, and phospholipase C (PLC)γ1 to mediate T cell activation, proliferation, and cytokine production.",26034173_1,-1,-1,2,2,2
59182,T cells,0.0,2.0,0.0,7.0,T cells from mice harboring a mutation at the PLCγ1 binding site of LAT (Y136F) have impaired calcium flux and Erk activation.,26034173_2,-1,-1,2,2,2
59187,T cells,3.0,5.0,21.0,28.0,"Interestingly, these T cells are highly activated, resulting in the development of a lymphoproliferative syndrome in these mice.",26034173_3,-1,-1,2,2,2
59191,Th2,8.0,9.0,36.0,39.0,"CD4(+) T cells in LATY136F mice are Th2 skewed, producing large amounts of IL-4.",26034173_4,-1,-1,2,2,2
59203,T cell,16.0,18.0,107.0,113.0,"By crossing LATY136F mice with IL-6-deficient mice, we demonstrated that IL-6 is required for uncontrolled T cell expansion during the early stage of disease development.",26034173_6,-1,-1,2,2,2
59207,thymocyte,14.0,15.0,66.0,75.0,"Reduced CD4(+) T cell expansion was not due to a further block in thymocyte development or an increase in the number of regulatory T cells, but was caused by reduction in cell survival.",26034173_7,-1,-1,2,2,2
59208,regulatory T cells,23.0,26.0,120.0,138.0,"Reduced CD4(+) T cell expansion was not due to a further block in thymocyte development or an increase in the number of regulatory T cells, but was caused by reduction in cell survival.",26034173_7,-1,-1,2,2,2
59219,T cells,14.0,16.0,98.0,105.0,Our data indicated that the LAT-PLCγ1 interaction is important for controlling IL-6 production by T cells and demonstrated a critical role of IL-6 in the development of this lymphoproliferative syndrome.,26034173_9,-1,-1,2,2,2
59223,regulatory T,6.0,8.0,31.0,43.0,"Bone marrow is a reservoir for regulatory T (T(reg)) cells, but how T(reg) cells are regulated in that environment remains poorly understood.",26038125_0,-1,-1,2,2,2
59269,Tr1 cells,7.0,9.0,34.0,43.0,"The ability of Foxp3(+) Tregs and Tr1 cells to suppress adaptive immune responses is well known, but how these cells regulate innate immunity is less defined.",26056255_1,-1,-1,2,2,2
59274,Tr1,13.0,14.0,84.0,87.0,"We discovered that CD44(hi)Foxp3(-) T cells from unmanipulated mice are enriched in Tr1 cell precursors, enabling differentiation of cells that express IL-10, as well as Tr1-associated cell surface markers, CD49b and LAG-3, and transcription factors, cMaf, Blimp-1, and AhR. We compared the ability of Tr1 cells versus Foxp3(+) Tregs to suppress IL-1β production from macrophages following LPS and ATP stimulation.",26056255_2,-1,-1,2,2,2
59275,cell precursors,14.0,16.0,88.0,103.0,"We discovered that CD44(hi)Foxp3(-) T cells from unmanipulated mice are enriched in Tr1 cell precursors, enabling differentiation of cells that express IL-10, as well as Tr1-associated cell surface markers, CD49b and LAG-3, and transcription factors, cMaf, Blimp-1, and AhR. We compared the ability of Tr1 cells versus Foxp3(+) Tregs to suppress IL-1β production from macrophages following LPS and ATP stimulation.",26056255_2,-1,-1,2,2,2
