,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label
21828,rheumatic heart disease,32,35,164,187,The patients of the study and control group (without digoxin) were of similar cardiac functional capacity and age (25-40 years) and were randomly selected from the rheumatic heart disease patients.,7416947_3,-1,1,1
21847,Gentamicin sulfate,0,2,0,18,Gentamicin sulfate and tobramycin sulfate continue to demonstrate ototoxicity and nephrotoxicity in both animal and clinical studies.,7420681_3,0,-1,0
21848,tobramycin sulfate,3,5,23,41,Gentamicin sulfate and tobramycin sulfate continue to demonstrate ototoxicity and nephrotoxicity in both animal and clinical studies.,7420681_3,0,-1,0
21849,ototoxicity,8,9,66,77,Gentamicin sulfate and tobramycin sulfate continue to demonstrate ototoxicity and nephrotoxicity in both animal and clinical studies.,7420681_3,-1,1,1
21854,gentamicin sulfate,20,22,109,127,"In this study, 62 patients with confirmed initial normal renal function and treated with 2 to 5 mg/kg/day of gentamicin sulfate or tobramycin sulfate for a minimum of seven days were followed up prospectively for the development of aminoglycoside-related renal failure, defined as at least a one-third reduction in renal function.",7420681_4,0,-1,0
21855,tobramycin sulfate,23,25,131,149,"In this study, 62 patients with confirmed initial normal renal function and treated with 2 to 5 mg/kg/day of gentamicin sulfate or tobramycin sulfate for a minimum of seven days were followed up prospectively for the development of aminoglycoside-related renal failure, defined as at least a one-third reduction in renal function.",7420681_4,0,-1,0
21856,renal failure,40,42,255,268,"In this study, 62 patients with confirmed initial normal renal function and treated with 2 to 5 mg/kg/day of gentamicin sulfate or tobramycin sulfate for a minimum of seven days were followed up prospectively for the development of aminoglycoside-related renal failure, defined as at least a one-third reduction in renal function.",7420681_4,-1,1,1
21858,renal failure,9,11,42,55,"In these 62 patients, no other causes for renal failure could be identified.",7420681_5,-1,1,1
21861,renal failure,24,26,112,125,Five of 33 (15%) of the tobramycin-treated patients and 16 of 29 (55.2%) of the gentamicin-treated patients had renal failure.,7420681_6,-1,1,1
21863,Endometrial carcinoma,0,2,0,21,Endometrial carcinoma after Hodgkin disease in childhood.,7421734_0,-1,1,1
21864,Hodgkin disease,3,5,28,43,Endometrial carcinoma after Hodgkin disease in childhood.,7421734_0,-1,1,1
21865,endometrial carcinoma,5,7,41,62,A 34-year-old patient developed metastic endometrial carcinoma after Hodgkin disease in childhood.,7421734_1,-1,1,1
21866,Hodgkin disease,8,10,69,84,A 34-year-old patient developed metastic endometrial carcinoma after Hodgkin disease in childhood.,7421734_1,-1,1,1
21867,ovarian failure,2,4,8,23,"She had ovarian failure after abdominal irradiation and chemotherapy for Hodgkin disease, and received exogenous estrogens, a treatment implicated in the development of endometrial cancer in menopausal women.",7421734_2,-1,1,1
21869,Hodgkin disease,10,12,73,88,"She had ovarian failure after abdominal irradiation and chemotherapy for Hodgkin disease, and received exogenous estrogens, a treatment implicated in the development of endometrial cancer in menopausal women.",7421734_2,-1,1,1
21870,endometrial cancer,25,27,169,187,"She had ovarian failure after abdominal irradiation and chemotherapy for Hodgkin disease, and received exogenous estrogens, a treatment implicated in the development of endometrial cancer in menopausal women.",7421734_2,-1,1,1
21872,ovarian failure,6,8,41,56,Young women on replacement estrogens for ovarian failure after cancer therapy may also have increased risk of endometrial carcinoma and should be examined periodically.,7421734_3,-1,1,1
21874,endometrial carcinoma,17,19,110,131,Young women on replacement estrogens for ovarian failure after cancer therapy may also have increased risk of endometrial carcinoma and should be examined periodically.,7421734_3,-1,1,1
21876,cardiotoxic,1,2,4,15,The cardiotoxic effects of adriamycin were studied in mammalian myocardial cells in culture as a model system.,7423039_1,0,-1,0
21881,cell growth,2,4,21,32,Adriamycin inhibited cell growth and the rhythmic contractions characteristic of myocardial cells in culture.,7423039_2,0,-1,0
21885,adenylate,15,16,92,101,"A possible involvement of energy metabolism was suggested previously, and in this study the adenylate energy charge and phosphorylcreatine mole fraction were determined in the adriamycin-treated cells.",7423039_3,0,-1,0
21886,phosphorylcreatine,19,20,120,138,"A possible involvement of energy metabolism was suggested previously, and in this study the adenylate energy charge and phosphorylcreatine mole fraction were determined in the adriamycin-treated cells.",7423039_3,0,-1,0
21889,adenylate,1,2,4,13,"The adenylate energy charge was found to be significantly decreased, while the phophorylcreatine mole fraction was unchanged.",7423039_4,0,-1,0
21892,creatine phosphokinase,6,8,41,63,Such disparity suggests an inhibition of creatine phosphokinase.,7423039_5,0,-1,0
21895,adenylate,11,12,73,82,"In the adriamycin-treated cells, the addition of adenosine increased the adenylate charge and, concomitant with this inrcease, the cells' functional integrity, in terms of percentage of beating cells and rate of contractions, was maintained.",7423039_7,0,-1,0
21900,Creatinine,0,1,0,10,"Creatinine clearance, maximum urinary osmolality and 24 hour urine volume have been tested in 50 affectively ill patients who have been on long-term lithium for more than one year.",7437994_3,0,-1,0
21910,Streptomycin sulfate,0,2,0,20,Streptomycin sulfate (300 mg/kg s.c.) was injected for various periods into preweanling rats and for 3 weeks into weanling rats.,7444978_1,0,-1,0
21916,cardiotoxicity,4,5,23,37,"Late, late doxorubicin cardiotoxicity.",7449470_0,-1,1,1
21917,Cardiac toxicity,0,2,0,16,Cardiac toxicity is a major complication which limits the use of adriamycin as a chemotherapeutic agent.,7449470_1,-1,1,1
21923,cardiotoxicity,22,23,151,165,"A patient is reported who developed progressive cardiomyopathy two and one-half years after receiving 580 mg/m2 which apparently represents late, late cardiotoxicity.",7449470_3,-1,1,1
21925,amiloride,7,8,71,80,Attenuation of the lithium-induced diabetes-insipidus-like syndrome by amiloride in rats.,7453952_0,0,-1,0
21926,amiloride,3,4,14,23,"The effect of amiloride on lithium-induced polydipsia and polyuria and on the lithium concentration in the plasma, brain, kidney, thyroid and red blood cells was investigated in rats, chronically treated with LiCl.",7453952_1,0,-1,0
21931,Amiloride,0,1,0,9,Amiloride reduced the drinking and urine volume of rats in an acute (6 or 12 h) and a subacute (3 days) experiment.,7453952_2,0,-1,0
21933,(3,21,23,95,97,Amiloride reduced the drinking and urine volume of rats in an acute (6 or 12 h) and a subacute (3 days) experiment.,7453952_2,0,-1,0
21934,amiloride,6,7,32,41,"6 h after the administration of amiloride, a reduction was observed in the lithium content of the renal medulla but not in the other organs studied.",7453952_3,0,-1,0
21941,amiloride,13,14,99,108,"In all the experiments, the attenuation of the lithium-induced diabetes-insipidus-like syndrome by amiloride was accompanied by a reduction of the ratio between the lithium concentration in the renal medulla and its levels in the blood and an elevation in the plasma potassium level.",7453952_6,0,-1,0
21944,amiloride,5,6,27,36,It is concluded that acute amiloride administration to lithium-treated patients suffering from polydipsia and polyuria might relieve these patients but prolonged amiloride supplementation would result in elevated lithium levels and might be hazardous.,7453952_7,0,-1,0
21946,amiloride,21,22,162,171,It is concluded that acute amiloride administration to lithium-treated patients suffering from polydipsia and polyuria might relieve these patients but prolonged amiloride supplementation would result in elevated lithium levels and might be hazardous.,7453952_7,0,-1,0
21948,preterm labor,7,9,71,84,Cardiovascular complications associated with terbutaline treatment for preterm labor.,7468724_0,-1,1,1
21949,cardiovascular complications,1,3,7,35,Severe cardiovascular complications occurred in eight of 160 patients treated with terbutaline for preterm labor.,7468724_1,-1,1,1
21952,preterm labor,13,15,99,112,Severe cardiovascular complications occurred in eight of 160 patients treated with terbutaline for preterm labor.,7468724_1,-1,1,1
21956,pathophysiology,4,5,28,43,Potential mechanisms of the pathophysiology are briefly discussed.,7468724_3,-1,1,1
21957,Toxic hepatitis,0,2,0,15,Toxic hepatitis induced by antithyroid drugs: four cases including one with cross-reactivity between carbimazole and benzylthiouracil.,7504976_0,-1,1,1
21958,antithyroid drugs,4,6,27,44,Toxic hepatitis induced by antithyroid drugs: four cases including one with cross-reactivity between carbimazole and benzylthiouracil.,7504976_0,0,-1,0
21962,adverse effects,12,14,72,87,OBJECTIVE: This study was conducted to assess the occurrence of hepatic adverse effects encountered with antithyroid drugs.,7504976_1,-1,1,1
21963,antithyroid drugs,16,18,105,122,OBJECTIVE: This study was conducted to assess the occurrence of hepatic adverse effects encountered with antithyroid drugs.,7504976_1,0,-1,0
21967,toxic hepatitis,11,13,51,66,RESULTS: Four patients (1.7%) were identified with toxic hepatitis which could reasonably be attributed to the use of antithyroid agent.,7504976_3,-1,1,1
21968,antithyroid agent,22,24,118,135,RESULTS: Four patients (1.7%) were identified with toxic hepatitis which could reasonably be attributed to the use of antithyroid agent.,7504976_3,0,-1,0
21971,cholestatic,6,7,24,35,Two others had a mixed (cholestatic and cytolytic) hepatitis following carbimazole.,7504976_5,-1,1,1
21977,Toxic hepatitis,2,4,12,27,"CONCLUSION: Toxic hepatitis is a potential adverse effect of antithyroid drugs which warrants, as for haematological disturbances, a pre-therapeutic determination and a careful follow-up of relevant biological markers.",7504976_9,-1,1,1
21979,antithyroid drugs,10,12,61,78,"CONCLUSION: Toxic hepatitis is a potential adverse effect of antithyroid drugs which warrants, as for haematological disturbances, a pre-therapeutic determination and a careful follow-up of relevant biological markers.",7504976_9,0,-1,0
21981,biological markers,29,31,199,217,"CONCLUSION: Toxic hepatitis is a potential adverse effect of antithyroid drugs which warrants, as for haematological disturbances, a pre-therapeutic determination and a careful follow-up of relevant biological markers.",7504976_9,0,-1,0
21983,antithyroid agents,11,13,63,81,"Moreover, hepatotoxicity may not be restricted to one class of antithyroid agents.",7504976_10,0,-1,0
22002,/- 2,20,22,64,68,"It decreased by 16 +/- 3% by lowering [Na]o to 78 mM (LNa), 23 +/- 2% by lowering simultaneously [Na]o to 78 mM and [Ca]o to 0.675 mM (LNa+LCa) and 31 +/- 5% by lowering [Na]o to 78 mM plus increasing [Ca]o to 3.6 mM (LNa+HCa).",7516729_4,0,-1,0
22020,LCa,10,11,72,75,"Dose-dependent bradycardia induced by verapamil was potentiated by LNa, LCa, and HCa.",7516729_7,0,-1,0
22027,LCa,38,39,191,194,"Independent but not additive effects of Na and Ca are shown by decreases in the values of [verapamil]o needed to reduce BF by 30% (IC30) with the following order of inhibitory potency: LNa > LCa > HCa > N, resulting LNa+HCa similar to LNa.",7516729_8,0,-1,0
22035,LCa,21,22,113,116,The [verapamil]o that arrested atrial beating (AC) was also potentiated with the order LNa = LNa+LCa = LNa+HCa = LCa > HCa = N. The results indicate that rat atrial spontaneous beating is more dependent on [Na]o than on [Ca]o in a range of +/- 50% of their normal concentration.,7516729_9,0,-1,0
22046,cyclosporin A,2,4,18,31,Nephrotoxicity of cyclosporin A and FK506: inhibition of calcineurin phosphatase.,7542793_0,0,-1,0
22047,FK506,5,6,36,41,Nephrotoxicity of cyclosporin A and FK506: inhibition of calcineurin phosphatase.,7542793_0,0,-1,0
22049,Cyclosporin A,0,2,0,13,"Cyclosporin A (CsA; 50 mg/kg) and Fujimycine (FK506; 5 mg/kg), but not the related macrolide immunosuppressant rapamycin (5 mg/kg), caused a reduction of glomerular filtration rate, degenerative changes of proximal tubular epithelium, and hypertrophy of the juxtaglomerular apparatus in male Wistar rats when given for 10 days.",7542793_1,0,-1,0
