,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label
16291,paclitaxel,44,45,251,261,"In a phase I study to determine the maximum tolerated dose of paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) given as a 3-hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer, paclitaxel doses were escalated as follows: level 1, 135 mg/m2; level 2, 160 mg/m2; level 3, 185 mg/m2; and level 4,210 mg/m2.",8643973_1,0,-1,0
16292,carboplatin,4,5,18,29,The fixed dose of carboplatin at levels 1 through 4 was given to achieve an area under the concentration-time curve (AUC) of 5 using the Calvert formula.,8643973_2,0,-1,0
16293,carboplatin,6,7,22,33,"In levels 5 and 6 the carboplatin dose was targeted at AUCs of 6 and 7.5, respectively, combined with a fixed paclitaxel dose of 185 mg/m2.",8643973_3,0,-1,0
16294,paclitaxel,23,24,110,120,"In levels 5 and 6 the carboplatin dose was targeted at AUCs of 6 and 7.5, respectively, combined with a fixed paclitaxel dose of 185 mg/m2.",8643973_3,0,-1,0
16295,toxicity,2,3,18,26,"The dose-limiting toxicity of the combination was myelosuppression (leukopenia, granulocytopenia, and thrombocytopenia).",8643973_5,-1,1,1
16296,myelosuppression,7,8,50,66,"The dose-limiting toxicity of the combination was myelosuppression (leukopenia, granulocytopenia, and thrombocytopenia).",8643973_5,-1,1,1
16297,leukopenia,9,10,68,78,"The dose-limiting toxicity of the combination was myelosuppression (leukopenia, granulocytopenia, and thrombocytopenia).",8643973_5,-1,1,1
16298,granulocytopenia,11,12,80,96,"The dose-limiting toxicity of the combination was myelosuppression (leukopenia, granulocytopenia, and thrombocytopenia).",8643973_5,-1,-1,-1
16299,thrombocytopenia,14,15,102,118,"The dose-limiting toxicity of the combination was myelosuppression (leukopenia, granulocytopenia, and thrombocytopenia).",8643973_5,-1,1,1
16300,Neurotoxicity,0,1,0,13,Neurotoxicity was largely moderate.,8643973_6,-1,1,1
16301,disease progression,3,5,15,34,No patient had disease progression.,8643973_8,-1,-1,-1
16302,paclitaxel,6,7,36,46,We conclude that the combination of paclitaxel 185 mg/m2 administered as a 3-hour infusion followed immediately by a 1-hour infusion of carboplatin at an AUC of 6 can be administered safely in a 21-day schedule in the outpatient setting.,8643973_9,0,-1,0
16303,carboplatin,21,22,136,147,We conclude that the combination of paclitaxel 185 mg/m2 administered as a 3-hour infusion followed immediately by a 1-hour infusion of carboplatin at an AUC of 6 can be administered safely in a 21-day schedule in the outpatient setting.,8643973_9,0,-1,0
16304,paclitaxel,8,9,46,56,The recommended dose for phase III studies is paclitaxel 185 mg/m2 and carboplatin AUC 6.,8643973_10,0,-1,0
16305,carboplatin,12,13,71,82,The recommended dose for phase III studies is paclitaxel 185 mg/m2 and carboplatin AUC 6.,8643973_10,0,-1,0
16306,dyskinesia,3,4,32,42,Improvement of levodopa-induced dyskinesia by propranolol in Parkinson's disease.,8649546_0,-1,1,1
16307,propranolol,5,6,46,57,Improvement of levodopa-induced dyskinesia by propranolol in Parkinson's disease.,8649546_0,0,-1,0
16308,Parkinson's disease,7,10,61,80,Improvement of levodopa-induced dyskinesia by propranolol in Parkinson's disease.,8649546_0,-1,-1,-1
16309,Parkinson's disease,4,7,30,49,Seven patients suffering from Parkinson's disease (PD) with severely disabling dyskinesia received low-dose propranolol as an adjunct to the currently used medical treatment.,8649546_1,-1,-1,-1
16310,PD,8,9,51,53,Seven patients suffering from Parkinson's disease (PD) with severely disabling dyskinesia received low-dose propranolol as an adjunct to the currently used medical treatment.,8649546_1,-1,-1,-1
16311,dyskinesia,13,14,79,89,Seven patients suffering from Parkinson's disease (PD) with severely disabling dyskinesia received low-dose propranolol as an adjunct to the currently used medical treatment.,8649546_1,-1,1,1
16312,propranolol,16,17,108,119,Seven patients suffering from Parkinson's disease (PD) with severely disabling dyskinesia received low-dose propranolol as an adjunct to the currently used medical treatment.,8649546_1,0,-1,0
16313,dyskinesia,9,10,47,57,There was a significant 40% improvement in the dyskinesia score without increase of parkinsonian motor disability.,8649546_2,-1,1,1
16314,parkinsonian motor disability,14,17,84,113,There was a significant 40% improvement in the dyskinesia score without increase of parkinsonian motor disability.,8649546_2,-1,-1,-1
16315,dyskinesia,3,4,22,32,"Ballistic and choreic dyskinesia were markedly ameliorated, whereas dystonia was not.",8649546_3,-1,1,1
16316,dystonia,9,10,68,76,"Ballistic and choreic dyskinesia were markedly ameliorated, whereas dystonia was not.",8649546_3,-1,1,1
16317,dyskinesia,16,17,121,131,This study suggests that administration of low doses of beta-blockers may improve levodopa-induced ballistic and choreic dyskinesia in PD.,8649546_4,-1,1,1
16318,PD,18,19,135,137,This study suggests that administration of low doses of beta-blockers may improve levodopa-induced ballistic and choreic dyskinesia in PD.,8649546_4,-1,-1,-1
16319,steroid,3,4,17,24,Effects of acute steroid administration on ventilatory and peripheral muscles in rats.,8665051_0,0,-1,0
16320,myopathy,7,8,46,54,Occasional case reports have shown that acute myopathy may occur in patients treated with massive doses of corticosteroids.,8665051_1,-1,1,1
16321,corticosteroids,17,18,107,122,Occasional case reports have shown that acute myopathy may occur in patients treated with massive doses of corticosteroids.,8665051_1,0,-1,0
16322,myopathy,4,5,22,30,The mechanism of this myopathy is poorly understood.,8665051_2,-1,1,1
16323,methylprednisolone,18,19,89,107,"Therefore, 60 male rats were randomly assigned to receive daily injection of saline (C), methylprednisolone (M), or triamcinolone (T) 80 mg/kg/d for 5 d. Nutritional intake, measured daily in 15 animals, showed a significant reduction of food intake in the steroid-treated groups (-50 and -79% in M and T, respectively).",8665051_3,0,-1,0
16324,triamcinolone,24,25,116,129,"Therefore, 60 male rats were randomly assigned to receive daily injection of saline (C), methylprednisolone (M), or triamcinolone (T) 80 mg/kg/d for 5 d. Nutritional intake, measured daily in 15 animals, showed a significant reduction of food intake in the steroid-treated groups (-50 and -79% in M and T, respectively).",8665051_3,-1,-1,-1
16325,reduction of food,45,48,225,242,"Therefore, 60 male rats were randomly assigned to receive daily injection of saline (C), methylprednisolone (M), or triamcinolone (T) 80 mg/kg/d for 5 d. Nutritional intake, measured daily in 15 animals, showed a significant reduction of food intake in the steroid-treated groups (-50 and -79% in M and T, respectively).",8665051_3,-1,-1,-1
16326,loss in body weight,6,10,35,54,This was associated with a similar loss in body weight.,8665051_4,-1,-1,-1
16327,steroid,10,11,77,84,Weights of respiratory and peripheral muscles were similarly decreased after steroid treatment.,8665051_6,0,-1,0
16328,twitches,1,2,8,16,"Maximal twitches of the diaphragm were lower in the C group (653 +/- 174 g/cm(2)) than in the M group (837 +/- 171 g/cm(2); p < 0.05) and the T group (765 +/- 145 g/cm(2), NS).",8665051_7,-1,-1,-1
16329,C,9,10,52,53,"Maximal twitches of the diaphragm were lower in the C group (653 +/- 174 g/cm(2)) than in the M group (837 +/- 171 g/cm(2); p < 0.05) and the T group (765 +/- 145 g/cm(2), NS).",8665051_7,-1,-1,-1
16330,p,32,33,124,125,"Maximal twitches of the diaphragm were lower in the C group (653 +/- 174 g/cm(2)) than in the M group (837 +/- 171 g/cm(2); p < 0.05) and the T group (765 +/- 145 g/cm(2), NS).",8665051_7,-1,-1,-1
16331,NS,48,49,172,174,"Maximal twitches of the diaphragm were lower in the C group (653 +/- 174 g/cm(2)) than in the M group (837 +/- 171 g/cm(2); p < 0.05) and the T group (765 +/- 145 g/cm(2), NS).",8665051_7,-1,-1,-1
16332,steroid,6,7,43,50,"Half-relaxation time was prolonged in both steroid groups, and time to peak tension was longer with M, whereas tetanic tensions were similar.",8665051_8,0,-1,0
16333,tetanic,20,21,111,118,"Half-relaxation time was prolonged in both steroid groups, and time to peak tension was longer with M, whereas tetanic tensions were similar.",8665051_8,-1,-1,-1
16334,Steroid,0,1,0,7,Steroid treatment also induced a leftward shift of the force-frequency curve at 25 and 50 Hz when compared with saline treatment (p < 0.05).,8665051_9,0,-1,0
16335,p,22,23,130,131,Steroid treatment also induced a leftward shift of the force-frequency curve at 25 and 50 Hz when compared with saline treatment (p < 0.05).,8665051_9,-1,-1,-1
16336,atrophy,15,16,91,98,"ATPase staining of the diaphragm, scalenus medius, and gastrocnemius showed type IIb fiber atrophy in the steroid groups and also diaphragmatic type IIa atrophy with T, whereas histologic examinations revealed a normal muscular pattern with absence of necrosis.",8665051_10,-1,1,1
16337,steroid,18,19,106,113,"ATPase staining of the diaphragm, scalenus medius, and gastrocnemius showed type IIb fiber atrophy in the steroid groups and also diaphragmatic type IIa atrophy with T, whereas histologic examinations revealed a normal muscular pattern with absence of necrosis.",8665051_10,0,-1,0
16338,atrophy,25,26,153,160,"ATPase staining of the diaphragm, scalenus medius, and gastrocnemius showed type IIb fiber atrophy in the steroid groups and also diaphragmatic type IIa atrophy with T, whereas histologic examinations revealed a normal muscular pattern with absence of necrosis.",8665051_10,-1,1,1
16339,necrosis,40,41,252,260,"ATPase staining of the diaphragm, scalenus medius, and gastrocnemius showed type IIb fiber atrophy in the steroid groups and also diaphragmatic type IIa atrophy with T, whereas histologic examinations revealed a normal muscular pattern with absence of necrosis.",8665051_10,-1,1,1
16340,muscle atrophy,24,26,81,95,"Finally, a pair-fed (PF) study, performed in 18 rats (C, T, and PF), showed that muscle atrophy was considerably less pronounced in PF animals than in T-treated animals.",8665051_11,-1,-1,-1
16341,steroids,12,13,64,72,"We conclude that (1) short-term treatment with massive doses of steroids induced severe respiratory and limb muscle wasting; (2) both types of steroids induced predominantly type IIb atrophy, resulting in the expected alterations in diaphragm contractile properties; (3) neither steroid caused muscle necrosis; (4) type IIb atrophy was not caused by acute nutritional deprivation alone.",8665051_12,0,-1,0
16342,steroids,27,28,143,151,"We conclude that (1) short-term treatment with massive doses of steroids induced severe respiratory and limb muscle wasting; (2) both types of steroids induced predominantly type IIb atrophy, resulting in the expected alterations in diaphragm contractile properties; (3) neither steroid caused muscle necrosis; (4) type IIb atrophy was not caused by acute nutritional deprivation alone.",8665051_12,0,-1,0
16343,atrophy,32,33,183,190,"We conclude that (1) short-term treatment with massive doses of steroids induced severe respiratory and limb muscle wasting; (2) both types of steroids induced predominantly type IIb atrophy, resulting in the expected alterations in diaphragm contractile properties; (3) neither steroid caused muscle necrosis; (4) type IIb atrophy was not caused by acute nutritional deprivation alone.",8665051_12,-1,1,1
16344,steroid,48,49,279,286,"We conclude that (1) short-term treatment with massive doses of steroids induced severe respiratory and limb muscle wasting; (2) both types of steroids induced predominantly type IIb atrophy, resulting in the expected alterations in diaphragm contractile properties; (3) neither steroid caused muscle necrosis; (4) type IIb atrophy was not caused by acute nutritional deprivation alone.",8665051_12,0,-1,0
16345,muscle necrosis,50,52,294,309,"We conclude that (1) short-term treatment with massive doses of steroids induced severe respiratory and limb muscle wasting; (2) both types of steroids induced predominantly type IIb atrophy, resulting in the expected alterations in diaphragm contractile properties; (3) neither steroid caused muscle necrosis; (4) type IIb atrophy was not caused by acute nutritional deprivation alone.",8665051_12,-1,-1,-1
16346,atrophy,58,59,324,331,"We conclude that (1) short-term treatment with massive doses of steroids induced severe respiratory and limb muscle wasting; (2) both types of steroids induced predominantly type IIb atrophy, resulting in the expected alterations in diaphragm contractile properties; (3) neither steroid caused muscle necrosis; (4) type IIb atrophy was not caused by acute nutritional deprivation alone.",8665051_12,-1,1,1
16347,nutritional deprivation,64,66,356,379,"We conclude that (1) short-term treatment with massive doses of steroids induced severe respiratory and limb muscle wasting; (2) both types of steroids induced predominantly type IIb atrophy, resulting in the expected alterations in diaphragm contractile properties; (3) neither steroid caused muscle necrosis; (4) type IIb atrophy was not caused by acute nutritional deprivation alone.",8665051_12,-1,-1,-1
16348,acetaminophen,3,4,16,29,Habitual use of acetaminophen as a risk factor for chronic renal failure: a comparison with phenacetin.,8669433_0,0,-1,0
