,entities,start_chars,end_chars,text,pmid,label
2804,octreotide,173,183,"Because knowledge of stone composition is essential for studies of their pathogenesis, treatment, and prevention, this was investigated by direct and indirect methods in 14 octreotide treated acromegalic patients with gall stones.",7890216_2,0
5446,gall stones,218,229,"Because knowledge of stone composition is essential for studies of their pathogenesis, treatment, and prevention, this was investigated by direct and indirect methods in 14 octreotide treated acromegalic patients with gall stones.",7890216_2,1
5447,gall stones,21,32,"Chemical analysis of gall stones retrieved at cholecystectomy from two patients, showed that they contained 71% and 87% cholesterol by weight.",7890216_3,1
5448,gall bladder,67,79,"In the remaining 12 patients, localised computed tomography of the gall bladder showed that eight had stones with maximum attenuation scores of < 100 Hounsfield units (values of < 100 HU predict cholesterol rich, dissolvable stones).",7890216_4,1
5449,microcrystal,157,169,"All six patients had supersaturated bile (mean (SEM) cholesterol saturation index of 1.19 (0.08) (range 1.01-1.53)) and all had abnormally rapid cholesterol microcrystal nucleation times (< 4 days (range 1-4)), whilst in four, the bile contained cholesterol microcrystals immediately after sampling.",7890216_6,1
2805,ursodeoxycholic acid,39,59,"Of the 12 patients considered for oral ursodeoxycholic acid (UDCA) treatment, two had a blocked cystic duct and were not started on UDCA while one was lost to follow up.",7890216_7,0
5450,gall stone,115,125,"After one year of treatment, five of the remaining nine patients showed either partial (n = 3) or complete (n = 2) gall stone dissolution, suggesting that their stones were cholesterol rich.",7890216_8,1
5451,gall stone,68,78,"This corresponds, by actuarial (life table) analysis, to a combined gall stone dissolution rate of 58.3 (15.9%).",7890216_9,1
5454,abdominal pain,22,36,"Diarrhea, flatulence, abdominal pain, and weight loss were common for combination recipients.(ABSTRACT TRUNCATED AT 250 WORDS)",7905523_8,1
2807,blocking agents,57,72,Prolonged paralysis due to nondepolarizing neuromuscular blocking agents and corticosteroids.,7910951_0,0
2808,blocking agents,51,66,"The long-term use of nondepolarizing neuromuscular blocking agents (ND-NMBA) has recently been implicated as a cause of prolonged muscle weakness, although the site of the lesion and the predisposing factors have been unclear.",7910951_1,0
2809,vecuronium,10,20,"The serum vecuronium level measured in 1 patient 14 days after the drug had been discontinued was 172 ng/mL. A muscle biopsy in this patient showed loss of thick, myosin filaments.",7910951_7,0
5455,neuromuscular junction,63,85,The weakness in these patients is due to pathology at both the neuromuscular junction (most likely due to ND-NMBA) and muscle (most likely due to corticosteroids).,7910951_8,1
5456,congestive heart failure,59,83,Medications were discontinued when erythema multiforme and congestive heart failure caused by myocarditis occurred.,7919560_3,1
2810,methylprednisolone,29,47,The patient was treated with methylprednisolone and gradually improved.,7919560_4,0
2811,at 10,40,45,Plasma PRL concentrations were analysed at 10 min intervals and underlying secretory rates calculated by a deconvolution procedure.,7930386_4,0
5457,REM sleep,102,111,During the night clomipramine ingestion altered the complete sleep architecture in that it suppressed REM sleep and the sleep cycles and induced increased wakefulness.,7930386_6,1
5458,REM sleep,16,25,"The presence of REM sleep was shown not to be a determining factor either for secretory pulse amplitude and frequency, as, for both, mean nocturnal values were similar with and without prior clomipramine ingestion.",7930386_8,1
2812,indocyanine green,27,44,Survey of complications of indocyanine green angiography in Japan.,7977601_0,0
2813,indocyanine green,36,53,PURPOSE: We evaluated the safety of indocyanine green for use in fundus angiography.,7977601_1,0
5460,adverse reactions,42,59,CONCLUSIONS: A comparison of frequency of adverse reactions to indocyanine green with the previously reported frequency of such reactions to fluorescein sodium indicated that indocyanine green is a safe as fluorescein for use in angiography.,7977601_10,1
2819,indocyanine green,63,80,CONCLUSIONS: A comparison of frequency of adverse reactions to indocyanine green with the previously reported frequency of such reactions to fluorescein sodium indicated that indocyanine green is a safe as fluorescein for use in angiography.,7977601_10,0
2820,fluorescein sodium,141,159,CONCLUSIONS: A comparison of frequency of adverse reactions to indocyanine green with the previously reported frequency of such reactions to fluorescein sodium indicated that indocyanine green is a safe as fluorescein for use in angiography.,7977601_10,0
2821,indocyanine green,175,192,CONCLUSIONS: A comparison of frequency of adverse reactions to indocyanine green with the previously reported frequency of such reactions to fluorescein sodium indicated that indocyanine green is a safe as fluorescein for use in angiography.,7977601_10,0
2815,indocyanine green,208,225,"METHODS: We sent a questionnaire concerning complications of indocyanine green to 32 institutions in Japan, which were selected on the basis of the client list from the Topcon Company, which manufactures the indocyanine green fundus camera.",7977601_2,0
2814,indocyanine green,61,78,"METHODS: We sent a questionnaire concerning complications of indocyanine green to 32 institutions in Japan, which were selected on the basis of the client list from the Topcon Company, which manufactures the indocyanine green fundus camera.",7977601_2,0
2816,indocyanine green,83,100,"RESULTS: Ophthalmologists at 15 institutions responded, reporting a total of 3,774 indocyanine green angiograms performed on 2,820 patients between June 1984 and September 1992.",7977601_3,0
2817,indocyanine green,47,64,"Before angiography, intradermal or intravenous indocyanine green testing, or both was performed at 13 of 15 institutions.",7977601_4,0
2818,indocyanine green,14,31,"The dosage of indocyanine green used for angiography varied from 25 to 75 mg, depending upon the institution.",7977601_6,0
5459,adverse reactions,23,40,"There were 13 cases of adverse reactions (0.34%), ten of which were mild reactions such as nausea, exanthema, urtication, itchiness, and urgency to defecate, and did not require treatment.",7977601_7,1
5461,chest pain,91,101,"A 72-year-old woman was admitted to the hospital with ""flash"" pulmonary edema, preceded by chest pain, requiring intubation.",7988234_1,1
5462,coronary artery disease,29,52,"Her medical history included coronary artery disease with previous myocardial infarctions, hypertension, and diabetes mellitus.",7988234_2,1
5463,myocardial infarctions,67,89,"Her medical history included coronary artery disease with previous myocardial infarctions, hypertension, and diabetes mellitus.",7988234_2,1
5464,diabetes mellitus,109,126,"Her medical history included coronary artery disease with previous myocardial infarctions, hypertension, and diabetes mellitus.",7988234_2,1
2822,Her,0,3,"Her medical history included coronary artery disease with previous myocardial infarctions, hypertension, and diabetes mellitus.",7988234_2,0
2823,enzyme inhibitors,59,76,Current medications did not include angiotensin-converting enzyme inhibitors or beta-blockers.,7988234_4,0
2824,diphenhydramine hydrochloride,68,97,The angioedema resolved after therapy with intravenous steroids and diphenhydramine hydrochloride.,7988234_7,0
2825,ancrod,11,17,Failure of ancrod in the treatment of heparin-induced arterial thrombosis.,8012887_0,0
2826,Ancrod,0,6,"Ancrod has been used successfully for prophylaxis against development of thrombosis in patients with heparin induced platelet aggregation who require brief reexposure to heparin, but its success in patients who have developed the thrombosis syndrome is not well defined.",8012887_2,0
2827,platelet aggregation,117,137,"Ancrod has been used successfully for prophylaxis against development of thrombosis in patients with heparin induced platelet aggregation who require brief reexposure to heparin, but its success in patients who have developed the thrombosis syndrome is not well defined.",8012887_2,0
2828,ancrod,41,47,The authors present a case of failure of ancrod treatment in a patient with heparin-induced thrombosis.,8012887_3,0
2829,Light chain,0,11,Light chain proteinuria and cellular mediated immunity in rifampin treated patients with tuberculosis.,804391_0,0
2830,Light chain,0,11,Light chain proteinuria was found in 9 of 17 tuberculosis patients treated with rifampin.,804391_1,0
2831,phytomitogen,184,196,"Response to Varidase skin test antigen was negative for all eight tuberculosis patients tested, but there occurred a hyper-responsiveness of the lymphocytes of these eight patients to phytomitogen (PHA-P).",804391_3,0
2832,receptor antagonist,41,60,KF17837: a novel selective adenosine A2A receptor antagonist with anticataleptic activity.,8045270_0,0
2833,receptor antagonist,43,62,KF17837 is a novel selective adenosine A2A receptor antagonist.,8045270_1,0
2834,receptor agonist,179,195,"Oral administration of KF17837 (2.5, 10.0 and 30.0 mg/kg) significantly ameliorated the cataleptic responses induced by intracerebroventricular administration of an adenosine A2A receptor agonist, CGS 21680 (10 micrograms), in a dose-dependent manner.",8045270_2,0
2835,(1,58,60,KF17837 also reduced the catalepsy induced by haloperidol (1 mg/kg i.p.) and by reserpine (5 mg/kg i.p.).,8045270_3,0
2836,"L-3,4-dihydroxyphenylalanine",102,130,"Moreover, KF17837 (0.625 mg/kg p.o.) potentiated the anticataleptic effects of a subthreshold dose of L-3,4-dihydroxyphenylalanine (L-DOPA; 25 mg/kg i.p.) plus benserazide (6.25 mg/kg i.p.).",8045270_5,0
2837,benserazide,160,171,"Moreover, KF17837 (0.625 mg/kg p.o.) potentiated the anticataleptic effects of a subthreshold dose of L-3,4-dihydroxyphenylalanine (L-DOPA; 25 mg/kg i.p.) plus benserazide (6.25 mg/kg i.p.).",8045270_5,0
2840,receptor antagonists,189,209,These results suggested that KF17837 is a centrally active adenosine A2A receptor antagonist and that the dopaminergic function of the nigrostriatal pathway is potentiated by adenosine A2A receptor antagonists.,8045270_6,0
2839,dopaminergic,106,118,These results suggested that KF17837 is a centrally active adenosine A2A receptor antagonist and that the dopaminergic function of the nigrostriatal pathway is potentiated by adenosine A2A receptor antagonists.,8045270_6,0
2838,receptor antagonist,73,92,These results suggested that KF17837 is a centrally active adenosine A2A receptor antagonist and that the dopaminergic function of the nigrostriatal pathway is potentiated by adenosine A2A receptor antagonists.,8045270_6,0
