,text,pmid,entities,start_chars,end_chars,label
7508,"The prevailing paradigm of T lymphocyte control of viral replication is that the protective capacity of virus-specific CD8(+) T cells is directly proportional to the number of functions they can perform, with IL-2 production capacity considered critical.",20221423_0,IL-2,209,213,0
7509,"The pro-inflammatory cytokine IFN-γ induces the conversion of the essential amino acid tryptophan into kynurenine via the enzyme indoleamine-2,3-dioxygenase (IDO-1).",26475400_3,IFN-γ,30,35,0
7510,"The pro-inflammatory response was also fueled by IFN-γ and TNF-α, probably due to the active disease.",26572279_3,"IFN-γ,TNF-α","49,59","54,64","0,0"
7511,"The pro-tumor efficacy of Th17 response included promotion of neutrophilia and induction of angiogenic (e.g. VEGF, MMP2 and MMP9) and anti-apoptotic factors (e.g. Bcl-XL), as well as expansion and activation of myeloid-derived suppressor cells, which facilitate generation of tumor-specific regulatory T cells.",23159638_2,Th17,26,30,2
7512,"The process of peripheral Treg cell differentiation shares some features with thymic Treg cell development, but there are notable differences.",22118406_5,"Treg cell,thymic,Treg cell","26,78,85","35,84,94","2,0,2"
7513,"The process of postpartum mammary gland involution, whereby the lactating gland remodels to its prepregnant state, promotes breast cancer progression in xenograft models.",25187059_1,breast cancer,124,137,1
7514,"The production of IL-10 in these cells requires IL-27 and TGF-beta and was regulated by several signal pathways including Notch, STAT, and NF-kappaB. The crosstalk among these pathways is critical for the generation and function of these cells.",19741156_3,"IL-10,IL-27,TGF-beta,STAT","18,48,58,129","23,53,66,133","0,0,0,1"
7515,The production of IL-17 is particularly enhanced in the absence STAT-1 expression but did not reduce mortality.,25545325_6,IL-17,18,23,0
7516,The profile of serum antibody subclasses together with the secreted cytokines by Tat-stimulated splenocyte cultures indicated that both dsRNA motifs favored the induction of a balanced Th1 and Th2 immune response.,15789358_5,"Th1,Th2","185,193","188,196","2,2"
7517,"The profound negative effect of IAP antagonists on T-cell immunity was partially linked to tumor necrosis factor-mediated cell death of activated T cells and required inhibition of X-linked inhibitor of apoptosis, as well as cellular IAP-1.",24335231_6,activated T cells,136,153,1
7518,"The progenitors of these nTregs were selectively found within CD4(+)CD8(+) thymocytes that had accomplished positive selection, as judged by their CD69(hi)TCR(hi) phenotype.",20357241_5,thymocytes,75,85,2
7519,The proinflammatory cytokine IL-6 has been shown to promote the differentiation of activated CD4(+) T cells into T follicular helper cells (T(FH) cells) during an immune response.,23045607_1,T follicular helper cells,113,138,2
7520,"The proinflammatory cytokine interleukin-17A (IL-17A) is known to mediate antimicrobial activity, but its role during rhinovirus (RV) infections and in asthma needs further investigation.",26732679_0,IL-17A,46,52,0
7521,The proinflammatory cytokines IL-17A and IL-17F are primarily produced by Th17 lymphocytes.,22184122_0,"IL-17A,IL-17F,Th17","30,41,74","36,47,78","0,0,2"
7522,The prolactin-inducible protein (PIP) is considered a valuable biomarker that is associated with both benign and malignant pathological conditions of the mammary gland.,29536339_0,mammary gland,154,167,1
7523,"The proliferation, apoptosis, cytokines, and activities of AKT, NFκB, and caspases 3, 8, and 9 of T cells were determined.",23146919_5,T cells,98,105,2
7524,The prolyl-tRNA synthetase inhibitor halofuginone blocks IL-23-induced Stat3 phosphorylation and IL-23-dependent proinflammatory cytokine expression in endogenous CCR6(+) Th17 cells via activation of the amino acid starvation response (AAR) pathway.,24489094_3,"Th17 cells,Stat3","171,71","181,76","2,1"
7525,The promise of inducing immunological tolerance through regulatory T cell (Treg) control of effector T cell function is crucial for developing future therapeutic strategies to treat allograft rejection as well as inflammatory autoimmune diseases.,29686677_0,"regulatory T cell,Treg","56,75","73,79","2,2"
7526,"The proportion of Foxp3(+) Treg cells was increased in the spleens of mice treated with retinal, whereas the proportion of Th17 cells was reduced.",22841964_6,"Th17 cells,Treg cells","123,27","133,37","2,2"
7527,The proportion of Foxp3(+) Treg in the draining LN of control mice did not correlate with the control of inflammation and was reduced in comparison to T-cell-specific IL-4Rα-deficient mice.,20821727_3,"Treg,T-cell-specific","27,151","31,166","2,1"
7528,The proportion of Th17 and Treg cells was identified 24 hours after treatment with ethanol and LPS by multiparameter flow cytometry.,21143255_3,"Th17,Treg cells","18,27","22,37","2,2"
7529,"The protective effects of the transferred iTreg cells required both interleukin (IL)-10 and TGFβ, but the tolerogenic effects of the iTreg on DCs, and the immunosuppressive effects of these DCs were exclusively TGFβ-dependent.",22773728_2,TGFβ,92,96,0
7530,"The protective role of Foxp3 in crescentic GN was associated with a markedly suppressed expression of proinflammatory interleukin-1 beta (IL-1β), tumour necrosis factor-alpha (TNF-α) and monocyte chemoattractant protein 1 (MCP-1), and diminished infiltration of the kidneys by CD3+ T cells and F4/80+ macrophages.",28469165_4,"TNF-α,monocyte chemoattractant protein 1","176,187","181,221","0,0"
7531,"The protein and mRNA expression of Foxp3, IL-10, and TGF-β were determined by Western blot, immunofluorescence, and real-time PCR analysis, respectively.",28894978_10,"IL-10,TGF-β","42,53","47,58","0,0"
7532,"The protein encoded by the autoimmune-associated protein tyrosine phosphatase nonreceptor type 22 gene, PTPN22, has wide-ranging effects in immune cells including suppression of T-cell receptor signaling and promoting efficient production of type I interferons (IFN-I) by myeloid cells.",27799548_0,type I interferons,242,260,0
7533,The protein expression of NF-kappaB was analyzed by Western blot.,19500694_3,NF-kappaB,26,35,1
7534,"The protein level of RANKL was examined by flow cytometry, immunofluorescence microscopy and Western blot analyses.",19500694_4,RANKL,21,26,0
7535,"The protein levels of GATA-binding protein 3 (GATA3), T-bet, p-JAK3, JAK3, phosphorylated signal transducer and activator of transcription 3 (p-STAT3), STAT3, p-NF-κBp65, NF-κBp65, p-IκBα, IκBα in spleen were detected by Western blot analysis.",28274306_5,"GATA3,signal transducer,STAT3","46,90,152","51,107,157","1,1,1"
7536,"The protooncogene BCL-6 is also involved in TH2 differentiation, as BCL-6 -/- mice develop an inflammation of the heart and lungs associated with an overproduction of TH2 cells.",9811885_1,"TH2 cells,BCL-6,TH2","167,68,44","176,73,47","2,1,2"
7537,"The provision of a source of IFN-γ reverses this, coincident with subsequent granuloma formation and substantially extends survival when compared with mice deficient in all sources of IFN-γ.",32591391_4,"IFN-γ,IFN-γ","29,184","34,189","0,0"
7538,"The proximal IL-4 promoter is only moderately augmented by GATA-3, but certain genomic regions significantly enhanced GATA-3 promoter transactivation.",9780146_4,"proximal,IL-4,GATA-3,GATA-3","4,13,59,118","12,17,65,124","1,0,1,1"
7539,The purpose of this study is to evaluate the role of IL-4 and IL-10 in prolonged allograft survival induced by T-cell depletion plus DSG.,18819259_1,"IL-4,IL-10","53,62","57,67","0,0"
7540,"The purpose of this study was to assess the expression pattern of two lineage-specifying transcription factors GATA-3 and T-bet, which are important in T helper type 1 (Th1) and Th2 cell development, respectively.",27917625_2,"GATA-3,Th1,Th2","111,169,178","117,172,181","1,2,2"
7541,The purpose of this study was to define the role of IL-10 signaling in T cells in the pathogenesis of collagen-induced arthritis.,22192790_2,"IL-10,T cells","52,71","57,78","0,2"
7542,"The purpose of this study was to detect the level of NF-kappa B dependent cytokines, TNF-alpha, IL-1-alpha, IL-6, and IL-8 in tissue transudates directly from lesions of OLP, and explore the feasibility of the data for clinical application.",17497029_4,"NF-kappa B,TNF-alpha,IL-8","53,85,118","63,94,122","1,0,0"
7543,The purpose of this study was to determine the effect of omeprazole on the regulatory T cell (Treg) and T helper 17 (Th17)-mediated response in patients with duodenal ulcers (DUs).,28735449_0,"Treg,regulatory T cell,T helper 17","94,75,104","98,92,115","2,2,2"
7544,The purpose of this study was to investigate whether the immunomodulatory and anti-inflammatory effects of EGCG by regulating the regulatory T cell (Treg)/Th 17 cells balance in this model.,31030098_1,regulatory T cell,130,147,2
7545,"The qRT-PCR and western blot assay results revealed that the expression of endogenous c-Rel was significantly reduced, while the ELISA results indicated that the level of IL-2 released was also significantly decreased.",27898347_8,"c-Rel,IL-2","86,171","91,175","1,0"
7546,The question whether organ-resident DC like LC can evoke Th17 immune response is still open.,19350551_2,Th17,57,61,2
7547,"The rapid high-level IL-4 production arose from a small subpopulation of cells, did not require cell cycle entry, and was unaffected by pharmacologic DNA demethylation.",17312108_4,IL-4,21,25,0
7548,"The ratio of Th17 to Treg cells in skin tissue lesions was inversely correlated with PASI scores, while it was positively correlated with PASI scores in the circulation.",20006553_3,"Treg cells,Th17","21,13","31,17","2,2"
7549,The ratios of Th17 and Treg in peripheral blood mononuclear cells (PBMCs) were measured.,28735449_2,"Treg,Th17","23,14","27,18","2,2"
7550,The recent finding that IL-7 and IL-7Rα+ T cells were both found to be increased in exocrine glands of pSS patients indicates that IL-7 could contribute to glandular inflammation by activation of IL-7Rα+ responder T cells despite the increased numbers of Tregs.,22302060_9,"IL-7,IL-7,T cells","24,131,214","28,135,221","0,0,2"
7551,The receptor activator of NF-kappaB ligand (RANKL) and its signal downstream nuclear factor-kappaB (NF-kappaB) are critical regulators for immune responses as well as bone remodeling.,19500694_0,RANKL,44,49,0
7552,The receptor for TSLP contains a TSLP-specific receptor chain (TSLPR) and the IL-7R alpha-chain.,19017958_1,TSLP,17,21,0
7553,The recognition of polarized T cell subsets defined by cytokine production was followed by a search to define the factors controlling this phenomenon.,10837066_0,"T cell,cytokine","29,55","35,63","2,0"
7554,The recombinant human C-C motif chemokine ligand 5 (CCL5) was added to PCa cells for further confirming its effects and anti-CCL5 antibody was used for neutralization.,31018021_8,"recombinant,CCL5","4,52","15,56","0,0"
7555,"The recombination signal binding protein J (RBP-J-/- ) BA were co-cultured with T cells, and the supernatant and the T-cell subtypes were examined.",28493549_6,"T-cell,T cells","117,80","123,87","2,2"
7556,The reduced expression of MLL in memory Th2 cells resulted in decreased GATA3 expression accompanied with impaired GATA3 locus histone modifications.,16713978_4,"GATA3,MLL,GATA3","115,26,72","120,29,77","1,1,1"
7557,The reduced suppressive effect of Treg cells in AttHRV-vaccinated pigs would unleash effector/memory T-cell activation upon challenge.,22716916_7,"suppressive,Treg cells","12,34","23,44","0,2"
7558,"The reduction in iTreg leads to induction of IL-1β, IL-6 and IL-17 but not IFN-γ mRNA levels.",27512981_12,"IL-17,IFN-γ","61,75","66,80","0,0"
7559,"The regulation of p19 gene expression has been less studied than that of p40 subunit expression, which in macrophages is well known to be dependent on NF-kappaB. To clarify the role of NF-kappaB in expression of the p19 gene, we analyzed mRNA levels in NF-kappaB-deficient macrophages.",17982049_2,"p19,p40 subunit,NF-kappaB","18,73,185","21,84,194","0,0,1"
