,entities,text,pmid,label
45394,NFAT5,"Altogether, detailed analysis of the effect of NFAT5 in pro- and anti-inflammatory macrophages uncovered its ability to regulate distinct genes under both polarization modes and revealed its predominant role in promoting proinflammatory macrophage functions.",29150563_6,1
45397,genes,"Altogether, detailed analysis of the effect of NFAT5 in pro- and anti-inflammatory macrophages uncovered its ability to regulate distinct genes under both polarization modes and revealed its predominant role in promoting proinflammatory macrophage functions.",29150563_6,1
45404,host,"Macrophages, dendritic cells and other innate immune cells are involved in inflammation and host defense against infection.",29180626_0,1
45406,mitochondrial,Metabolic shifts in mitochondrial dynamics may be involved in Toll-like receptor agonist-mediated inflammatory responses and immune cell polarization.,29180626_1,1
45415,mitochondrial,"Here we show that FAM73b, a mitochondrial outer membrane protein, has a pivotal function in Toll-like receptor-regulated mitochondrial morphology switching from fusion to fission.",29180626_3,1
45421,mitochondrial,Switching to mitochondrial fission via ablation of Fam73b (also known as Miga2) promotes IL-12 production.,29180626_4,1
45427,T-cell activation,"In tumor-associated macrophages, this switch results in T-cell activation and enhances anti-tumor immunity.",29180626_5,2
45430,expression,We also show that the mitochondrial morphology affects Parkin expression and its recruitment to mitochondria.,29180626_6,1
45435,mitochondrial,Our findings identify mechanisms associated with mitochondrial dynamics that control anti-tumor immune responses and that are potential targets for cancer immunotherapy.,29180626_8,1
45438,immunotherapy,Our findings identify mechanisms associated with mitochondrial dynamics that control anti-tumor immune responses and that are potential targets for cancer immunotherapy.,29180626_8,0
45440,immune responses,"CD8+ T lymphocytes mediate potent immune responses against tumor, but the role of human CD4+ T cell subsets in cancer immunotherapy remains ill-defined.",29213079_0,0
45444,immunotherapy,"CD8+ T lymphocytes mediate potent immune responses against tumor, but the role of human CD4+ T cell subsets in cancer immunotherapy remains ill-defined.",29213079_0,0
45451,cells,"Although CD26neg T cells possess a regulatory phenotype, CD26int T cells are mainly naive and CD26high T cells appear terminally differentiated and exhausted.",29213079_2,2
45459,cells,"Paradoxically, CD26high T cells persist in and regress multiple solid tumors following adoptive cell transfer.",29213079_3,2
45467,CCR5,"Further analysis revealed that CD26high cells have a rich chemokine receptor profile (including CCR2 and CCR5), profound cytotoxicity (Granzyme B and CD107A), resistance to apoptosis (c-KIT and Bcl2), and enhanced stemness (β-catenin and Lef1).",29213079_4,2
45469,apoptosis,"Further analysis revealed that CD26high cells have a rich chemokine receptor profile (including CCR2 and CCR5), profound cytotoxicity (Granzyme B and CD107A), resistance to apoptosis (c-KIT and Bcl2), and enhanced stemness (β-catenin and Lef1).",29213079_4,1
45472,Lef1,"Further analysis revealed that CD26high cells have a rich chemokine receptor profile (including CCR2 and CCR5), profound cytotoxicity (Granzyme B and CD107A), resistance to apoptosis (c-KIT and Bcl2), and enhanced stemness (β-catenin and Lef1).",29213079_4,1
45475,cells,"These properties license CD26high T cells with a natural capacity to traffic to, regress and survive in solid tumors.",29213079_5,2
45483,immunotherapy,"Collectively, these findings identify CD4+ T cell subsets with properties critical for improving cancer immunotherapy.",29213079_6,0
45484,Interferon regulatory factors,Interferon regulatory factors (IRF) have critical functions in lymphoid development and in immune response regulation.,29233972_0,1
45485,IRF,Interferon regulatory factors (IRF) have critical functions in lymphoid development and in immune response regulation.,29233972_0,1
45486,functions,Interferon regulatory factors (IRF) have critical functions in lymphoid development and in immune response regulation.,29233972_0,0
45490,IRF4,"Although many studies have described the function of IRF4 in CD4+ T cells, few have focused on the IRF4 homologue, IRF8.",29233972_1,1
45491,CD4+,"Although many studies have described the function of IRF4 in CD4+ T cells, few have focused on the IRF4 homologue, IRF8.",29233972_1,2
45492,cells,"Although many studies have described the function of IRF4 in CD4+ T cells, few have focused on the IRF4 homologue, IRF8.",29233972_1,2
45494,IRF8,"Although many studies have described the function of IRF4 in CD4+ T cells, few have focused on the IRF4 homologue, IRF8.",29233972_1,1
45499,IRF8,"IRF8 functions through a transcription factor complex consisting of IRF8, IRF4, PU.1 and BATF, which binds to DNA and boosts Il9 transcription.",29233972_3,1
45500,IRF4,"IRF8 functions through a transcription factor complex consisting of IRF8, IRF4, PU.1 and BATF, which binds to DNA and boosts Il9 transcription.",29233972_3,1
45501,PU.1,"IRF8 functions through a transcription factor complex consisting of IRF8, IRF4, PU.1 and BATF, which binds to DNA and boosts Il9 transcription.",29233972_3,1
45502,DNA,"IRF8 functions through a transcription factor complex consisting of IRF8, IRF4, PU.1 and BATF, which binds to DNA and boosts Il9 transcription.",29233972_3,1
45505,genes,"By contrast, IRF8 deficiency promotes the expression of other genes such as Il4, as IRF8 dimerises with the transcriptional repressor ETV6 and inhibits Il4 expression.",29233972_4,1
45510,IRF8,"In vivo, IRF8 is essential for the anti-tumour effects of Th9 cells in mouse melanoma models.",29233972_5,1
45511,essential,"In vivo, IRF8 is essential for the anti-tumour effects of Th9 cells in mouse melanoma models.",29233972_5,1
45520,IRF8,"Our results show that IRF8 complexes boost the Th9 program and repress Il4 expression to modulate Th9 cell differentiation, thereby implicating IRF8 as a potential therapeutic target to affect Th9 responses in cancer therapy.",29233972_6,1
45523,therapy,"Our results show that IRF8 complexes boost the Th9 program and repress Il4 expression to modulate Th9 cell differentiation, thereby implicating IRF8 as a potential therapeutic target to affect Th9 responses in cancer therapy.",29233972_6,0
45525,member,"BACKGROUND: Interleukin (IL)-25 is a member of the IL-17 family, which can promote and augment T-helper (Th) type 2 responses.",29238954_0,1
45528,Th,"BACKGROUND: Interleukin (IL)-25 is a member of the IL-17 family, which can promote and augment T-helper (Th) type 2 responses.",29238954_0,2
45529,type,"BACKGROUND: Interleukin (IL)-25 is a member of the IL-17 family, which can promote and augment T-helper (Th) type 2 responses.",29238954_0,2
45542,Expression,OBJECTIVES: To examine the expression and function of IL-25 in cutaneous T-cell lymphoma (CTCL).METHODS: Expression and location of IL-25 in lesional skin was investigated with immunohistochemistry.,29238954_2,1
45547,cytokines,The effect of various cytokines on IL-25 production from normal human epidermal keratinocytes was assessed by quantitative reverse-transcription real-time polymerase chain reaction.,29238954_3,0
45550,polymerase,The effect of various cytokines on IL-25 production from normal human epidermal keratinocytes was assessed by quantitative reverse-transcription real-time polymerase chain reaction.,29238954_3,1
45559,cells,The direct effect of IL-25 on tumour cells was also examined using CTCL cell lines and peripheral blood mononuclear cells in patients with Sézary syndrome.,29238954_5,2
45561,increased,RESULTS: IL-25 expression was increased in epidermal keratinocytes in lesional skin of CTCL.,29238954_6,0
45566,IL-4,"Th2 cytokines, IL-4 and IL-13, and periostin induced IL-25 expression by normal human epidermal keratinocytes.",29238954_7,1
45567,IL-13,"Th2 cytokines, IL-4 and IL-13, and periostin induced IL-25 expression by normal human epidermal keratinocytes.",29238954_7,0
45571,increased,Serum IL-25 levels were increased in patients with advanced CTCL and correlated with serum lactate dehydrogenase levels.,29238954_8,0
45574,cells,MyLa cells expressed IL-25R and its expression was augmented by stimulation with IL-25.,29238954_9,2
45576,expression,MyLa cells expressed IL-25R and its expression was augmented by stimulation with IL-25.,29238954_9,1
45579,cells,IL-25 enhanced IL-13 production from MyLa cells via phosphorylation of signal transducer and activator of transcription 6.,29238954_10,2
45580,signal transducer and activator of transcription 6,IL-25 enhanced IL-13 production from MyLa cells via phosphorylation of signal transducer and activator of transcription 6.,29238954_10,1
45582,cells,"Peripheral blood mononuclear cells from one patient with Sézary syndrome expressed IL-25R and showed increase of IL-13 production by IL-25.CONCLUSIONS: Th2 cytokines highly expressed in CTCL lesional skin induce IL-25 production by epidermal keratinocytes, which may, in turn, lead to formation of a Th2-dominant microenvironment through the direct induction of IL-13 by tumour cells.",29238954_11,2
45583,one,"Peripheral blood mononuclear cells from one patient with Sézary syndrome expressed IL-25R and showed increase of IL-13 production by IL-25.CONCLUSIONS: Th2 cytokines highly expressed in CTCL lesional skin induce IL-25 production by epidermal keratinocytes, which may, in turn, lead to formation of a Th2-dominant microenvironment through the direct induction of IL-13 by tumour cells.",29238954_11,1
45593,IL-13,"Peripheral blood mononuclear cells from one patient with Sézary syndrome expressed IL-25R and showed increase of IL-13 production by IL-25.CONCLUSIONS: Th2 cytokines highly expressed in CTCL lesional skin induce IL-25 production by epidermal keratinocytes, which may, in turn, lead to formation of a Th2-dominant microenvironment through the direct induction of IL-13 by tumour cells.",29238954_11,0
45596,antigen receptor,Adoptive therapy with chimeric antigen receptor (CAR)-redirected T cells has achieved remarkable efficacy in the treatment of hematopoietic malignancies.,29241547_0,2
45597,cells,Adoptive therapy with chimeric antigen receptor (CAR)-redirected T cells has achieved remarkable efficacy in the treatment of hematopoietic malignancies.,29241547_0,2
45609,cells,Systematic screening indicates that IL-18 polarizes CAR T cells toward T-bethigh FoxO1low effectors with an acute inflammatory response.,29241547_3,2
45618,IL-18,IL-18 CAR T cell treatment was accompanied by an overall change in the immune cell landscape associated with the tumor.,29241547_5,0
45631,class,"We found a HLA class II histocompatibility antigen gene, DQ alpha 1 chain (HLA-DQA1), that was expressed more than 9-fold higher in high-load hepatitis C virus (HCV) livers than low-load HCV livers using transcriptomics of chronic HCV-infected livers.",29248968_0,1
45633,alpha,"We found a HLA class II histocompatibility antigen gene, DQ alpha 1 chain (HLA-DQA1), that was expressed more than 9-fold higher in high-load hepatitis C virus (HCV) livers than low-load HCV livers using transcriptomics of chronic HCV-infected livers.",29248968_0,0
45636,virus,"We found a HLA class II histocompatibility antigen gene, DQ alpha 1 chain (HLA-DQA1), that was expressed more than 9-fold higher in high-load hepatitis C virus (HCV) livers than low-load HCV livers using transcriptomics of chronic HCV-infected livers.",29248968_0,1
45640,chronic,"We found a HLA class II histocompatibility antigen gene, DQ alpha 1 chain (HLA-DQA1), that was expressed more than 9-fold higher in high-load hepatitis C virus (HCV) livers than low-load HCV livers using transcriptomics of chronic HCV-infected livers.",29248968_0,1
45643,cells,"To further investigate this finding, we examined which cells were positive for HLA-DQA1 and what liver immune responses were different between HCV-high and -low livers.",29248968_1,2
