,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,label
58686,autoimmune,22,23,123,133,The loss of TFEB in Treg cells leads to reduced Treg accumulation and impaired Treg function in mouse models of cancer and autoimmune disease.,35895684_3,-1,1,-1,1
58687,TFEB,0,1,0,4,TFEB intrinsically regulates genes involved in Treg cell differentiation and mitochondria function while it suppresses expression of proinflammatory cytokines independently of its established roles in autophagy.,35895684_4,-1,1,-1,1
58697,Treg cells,13,15,99,109,This coordinated action is required for mitochondria integrity and appropriate lipid metabolism in Treg cells.,35895684_5,-1,-1,2,2
58699,TFEB,3,4,24,28,"These findings identify TFEB as a critical regulator for orchestrating Treg generation and function, which may contribute to the adaptive responses of T cells to local environmental cues.",35895684_6,-1,1,-1,1
58700,regulator,7,8,43,52,"These findings identify TFEB as a critical regulator for orchestrating Treg generation and function, which may contribute to the adaptive responses of T cells to local environmental cues.",35895684_6,-1,1,-1,1
58704,cells,24,25,153,158,"These findings identify TFEB as a critical regulator for orchestrating Treg generation and function, which may contribute to the adaptive responses of T cells to local environmental cues.",35895684_6,-1,-1,2,2
58711,cells,7,8,70,75,"We investigated regulatory and pro-inflammatory cytokine-expressing B cells in patients with melanoma by flow cytometric intracellular cytokine, CyTOF, transcriptomic, immunofluorescence, single-cell RNA-seq, and B:T cell co-culture analyses.",35909944_1,-1,-1,2,2
58724,cells,2,3,19,24,"TGF-β-expressing B cells in the melanoma tumor microenvironment assembled in clusters and interacted with T cells via lymphoid recruitment (SELL, CXCL13, CCL4, CD74) signals and with Tregs via CD47:SIRP-γ, and FOXP3-promoting Galectin-9:CD44.",35909944_3,-1,-1,2,2
58726,cells,15,16,108,113,"TGF-β-expressing B cells in the melanoma tumor microenvironment assembled in clusters and interacted with T cells via lymphoid recruitment (SELL, CXCL13, CCL4, CD74) signals and with Tregs via CD47:SIRP-γ, and FOXP3-promoting Galectin-9:CD44.",35909944_3,-1,-1,2,2
58729,CCL4,24,25,154,158,"TGF-β-expressing B cells in the melanoma tumor microenvironment assembled in clusters and interacted with T cells via lymphoid recruitment (SELL, CXCL13, CCL4, CD74) signals and with Tregs via CD47:SIRP-γ, and FOXP3-promoting Galectin-9:CD44.",35909944_3,0,-1,-1,0
58734,reduced,1,2,6,13,"While reduced in tumors compared to blood, TNF-α-expressing B cells engaged in crosstalk with Tregs via TNF-α signaling and the ICOS/ICOSL axis.",35909944_4,-1,1,-1,1
58745,expression,15,16,107,117,"Patient-derived B cells promoted FOXP3+ Treg differentiation in a TGF-β-dependent manner, while sustaining expression of IFN-γ and TNF-α by autologous T-helper cells and promoting T-helper cell proliferation ex vivo, an effect further enhanced with anti-PD-1 checkpoint blockade.",35909944_5,-1,1,-1,1
58748,T-helper cells,22,24,151,165,"Patient-derived B cells promoted FOXP3+ Treg differentiation in a TGF-β-dependent manner, while sustaining expression of IFN-γ and TNF-α by autologous T-helper cells and promoting T-helper cell proliferation ex vivo, an effect further enhanced with anti-PD-1 checkpoint blockade.",35909944_5,-1,-1,2,2
58751,enhanced,35,36,235,243,"Patient-derived B cells promoted FOXP3+ Treg differentiation in a TGF-β-dependent manner, while sustaining expression of IFN-γ and TNF-α by autologous T-helper cells and promoting T-helper cell proliferation ex vivo, an effect further enhanced with anti-PD-1 checkpoint blockade.",35909944_5,-1,1,-1,1
58759,bidirectional,23,24,178,191,"Our findings reveal cytokine-expressing B cell compartments skewed toward regulatory phenotypes in patient circulation and melanoma lesions, intratumor spatial localization, and bidirectional crosstalk between B and T cell subsets with immunosuppressive attributes.",35909944_6,-1,1,-1,1
58761,vascular,1,2,11,19,"Overcoming vascular immunosuppression: lack of endothelial cell (EC) responsiveness to inflammatory stimuli in the proangiogenic environment of tumors, is essential for successful cancer immunotherapy.",36403190_0,-1,1,-1,1
58769,essential,23,24,155,164,"Overcoming vascular immunosuppression: lack of endothelial cell (EC) responsiveness to inflammatory stimuli in the proangiogenic environment of tumors, is essential for successful cancer immunotherapy.",36403190_0,-1,1,-1,1
58770,immunotherapy,27,28,187,200,"Overcoming vascular immunosuppression: lack of endothelial cell (EC) responsiveness to inflammatory stimuli in the proangiogenic environment of tumors, is essential for successful cancer immunotherapy.",36403190_0,0,-1,-1,0
58783,increased,15,16,107,116,"EC-specific Rap1B deletion inhibits angiogenesis, but also leads to an altered tumor microenvironment with increased recruitment of leukocytes and increased activity of tumor CD8+ T-cells.",36403190_3,0,-1,-1,0
58794,increased,19,20,130,139,"Mechanistically, global transcriptome and functional analyses indicated upregulation of signaling by a tumor cytokine, TNF-α, and increased NF-κB transcription in Rap1B-deficient ECs.",36403190_5,0,-1,-1,0
58800,expression,13,14,94,104,Rap1B-deficiency led to elevated proinflammatory chemokine and Cell Adhesion Molecules (CAMs) expression in TNF-α stimulated ECs.,36403190_6,-1,1,-1,1
58803,expression,3,4,17,27,"Importantly, CAM expression was elevated in tumor ECs from Rap1BiΔEC mice.",36403190_7,-1,1,-1,1
58806,expression,10,11,95,105,"Significantly, Rap1B deletion prevented VEGF-A-induced immunosuppressive downregulation of CAM expression, demonstrating that Rap1B is essential for VEGF-A-suppressive signaling.",36403190_8,-1,1,-1,1
58808,essential,16,17,135,144,"Significantly, Rap1B deletion prevented VEGF-A-induced immunosuppressive downregulation of CAM expression, demonstrating that Rap1B is essential for VEGF-A-suppressive signaling.",36403190_8,-1,1,-1,1
58817,immunotherapy,14,15,85,98,"Significantly, they identify EC Rap1B as a potential novel vascular target in cancer immunotherapy.",36403190_10,0,-1,-1,0
58822,interleukin 1,18,20,110,123,"We have examined the regulation of the AP-1 DNA transcription complex during T cell activation in response to interleukin 1 (IL-1) and phorbol ester (TPA) treatment of the IL-1 responsive murine thymoma T cell line, EL4 6.1 C 10.",7675040_0,0,-1,-1,0
58823,IL-1,21,22,125,129,"We have examined the regulation of the AP-1 DNA transcription complex during T cell activation in response to interleukin 1 (IL-1) and phorbol ester (TPA) treatment of the IL-1 responsive murine thymoma T cell line, EL4 6.1 C 10.",7675040_0,0,-1,-1,0
58827,IL-1,0,1,0,4,IL-1 synergistically enhances the stimulatory effect of TPA on AP-1-mediated gene expression in this cell line.,7675040_1,0,-1,-1,0
58834,IL-1,18,19,110,114,"To elucidate the mechanism(s) by which IL-1 enhances AP-1-mediated gene expression, we examined the effect of IL-1 on the synthesis and turnover of Jun B, the member of the jun gene family that is present in AP-1 complexes in EL4 cells.",7675040_2,0,-1,-1,0
58836,Jun,25,26,148,151,"To elucidate the mechanism(s) by which IL-1 enhances AP-1-mediated gene expression, we examined the effect of IL-1 on the synthesis and turnover of Jun B, the member of the jun gene family that is present in AP-1 complexes in EL4 cells.",7675040_2,-1,1,-1,1
58841,cells,43,44,230,235,"To elucidate the mechanism(s) by which IL-1 enhances AP-1-mediated gene expression, we examined the effect of IL-1 on the synthesis and turnover of Jun B, the member of the jun gene family that is present in AP-1 complexes in EL4 cells.",7675040_2,-1,-1,2,2
58843,cells,6,7,33,38,We found that IL-1 + TPA-treated cells contain significantly higher Jun B protein levels than cells treated with TPA alone.,7675040_3,-1,-1,2,2
58844,Jun,10,11,68,71,We found that IL-1 + TPA-treated cells contain significantly higher Jun B protein levels than cells treated with TPA alone.,7675040_3,-1,1,-1,1
58848,Jun,6,7,44,47,"IL-1 promotes the prolonged accumulation of Jun B, whereas the cellular content of Jun B decreases dramatically after 6 hr in cells treated with only TPA.",7675040_4,-1,1,-1,1
58850,Jun,14,15,83,86,"IL-1 promotes the prolonged accumulation of Jun B, whereas the cellular content of Jun B decreases dramatically after 6 hr in cells treated with only TPA.",7675040_4,-1,1,-1,1
58853,hr,20,21,120,122,"IL-1 promotes the prolonged accumulation of Jun B, whereas the cellular content of Jun B decreases dramatically after 6 hr in cells treated with only TPA.",7675040_4,-1,1,-1,1
58854,cells,22,23,126,131,"IL-1 promotes the prolonged accumulation of Jun B, whereas the cellular content of Jun B decreases dramatically after 6 hr in cells treated with only TPA.",7675040_4,-1,-1,2,2
58856,Jun,3,4,20,23,"IL-1 enhancement of Jun B protein levels is not the result of a change in the turnover rate of the Jun B protein, but rather results from the maintenance of sufficient jun B mRNA to support continued accumulation of newly synthesized protein.",7675040_5,-1,1,-1,1
58863,jun,32,33,168,171,"IL-1 enhancement of Jun B protein levels is not the result of a change in the turnover rate of the Jun B protein, but rather results from the maintenance of sufficient jun B mRNA to support continued accumulation of newly synthesized protein.",7675040_5,-1,1,-1,1
58867,Jun,3,4,15,18,"In addition to Jun B, we found that the T cell AP-1 complex contains the Fra-1 protein, a member of the fos gene family.",7675040_6,-1,1,-1,1
58871,member,20,21,90,96,"In addition to Jun B, we found that the T cell AP-1 complex contains the Fra-1 protein, a member of the fos gene family.",7675040_6,-1,1,-1,1
58873,IL-1,1,2,9,13,"Although IL-1 dramatically increases Jun B accumulation, it does not enhance TPA-induced Fra-1 protein levels in EL4 cells.",7675040_7,0,-1,-1,0
58874,Jun,4,5,37,40,"Although IL-1 dramatically increases Jun B accumulation, it does not enhance TPA-induced Fra-1 protein levels in EL4 cells.",7675040_7,-1,1,-1,1
58876,Fra-1 protein,13,15,89,102,"Although IL-1 dramatically increases Jun B accumulation, it does not enhance TPA-induced Fra-1 protein levels in EL4 cells.",7675040_7,-1,1,-1,1
58877,cells,18,19,117,122,"Although IL-1 dramatically increases Jun B accumulation, it does not enhance TPA-induced Fra-1 protein levels in EL4 cells.",7675040_7,-1,-1,2,2
58881,IL-1,9,10,58,62,"Thus, the stimulation of AP-1-mediated gene expression by IL-1 in EL4 cells is due to the promotion of Jun B protein accumulation that, in turn, facilitates Jun B heterodimerization with TPA-induced Fra-1 protein, thereby forming an active AP-1 complex.",7675040_8,0,-1,-1,0
58882,cells,12,13,70,75,"Thus, the stimulation of AP-1-mediated gene expression by IL-1 in EL4 cells is due to the promotion of Jun B protein accumulation that, in turn, facilitates Jun B heterodimerization with TPA-induced Fra-1 protein, thereby forming an active AP-1 complex.",7675040_8,-1,-1,2,2
58884,Jun,19,20,103,106,"Thus, the stimulation of AP-1-mediated gene expression by IL-1 in EL4 cells is due to the promotion of Jun B protein accumulation that, in turn, facilitates Jun B heterodimerization with TPA-induced Fra-1 protein, thereby forming an active AP-1 complex.",7675040_8,-1,1,-1,1
58888,Fra-1 protein,34,36,199,212,"Thus, the stimulation of AP-1-mediated gene expression by IL-1 in EL4 cells is due to the promotion of Jun B protein accumulation that, in turn, facilitates Jun B heterodimerization with TPA-induced Fra-1 protein, thereby forming an active AP-1 complex.",7675040_8,-1,1,-1,1
58891,Interleukin 10,0,2,0,14,Interleukin 10 (IL-10) is produced by TH2 lymphocytes and regulates both lymphoid and myeloid cells.,8037735_0,0,-1,-1,0
58892,IL-10,3,4,16,21,Interleukin 10 (IL-10) is produced by TH2 lymphocytes and regulates both lymphoid and myeloid cells.,8037735_0,0,-1,-1,0
58901,cells,18,19,123,128,"In the present study we demonstrate that IL-10 is expressed and produced spontaneously in the peripheral blood mononuclear cells (PBMCs) of all HIV-1 infected individuals tested, 3 of 19 cases of HIV-negative lymphoma and none of five healthy controls.",8037735_1,-1,-1,2,2
58908,IL-10,0,1,0,5,IL-10 mRNA was detectable in both monocytes/macrophages and T lymphocytes isolated from PBMCs of HIV infected patients.,8037735_2,0,-1,-1,0
58909,lymphocytes,9,10,62,73,IL-10 mRNA was detectable in both monocytes/macrophages and T lymphocytes isolated from PBMCs of HIV infected patients.,8037735_2,-1,-1,2,2
58911,HIV,14,15,97,100,IL-10 mRNA was detectable in both monocytes/macrophages and T lymphocytes isolated from PBMCs of HIV infected patients.,8037735_2,-1,1,-1,1
58915,HIV,19,20,84,87,We have also shown that infection of promonocytic (U937) and T (H9) cell lines with HIV stimulates IL-10 secretion.,8037735_3,-1,1,-1,1
58916,IL-10,21,22,99,104,We have also shown that infection of promonocytic (U937) and T (H9) cell lines with HIV stimulates IL-10 secretion.,8037735_3,0,-1,-1,0
58920,IL-10,20,21,110,115,"Furthermore, a T cell line (H9) stably transfected with a HIV tat expression-vector secreted higher levels of IL-10.",8037735_4,0,-1,-1,0
58925,IL-10,0,1,0,5,IL-10 may thus participate in long latency between HIV-1 infection and development of AIDS.,8037735_6,0,-1,-1,0
58929,development,11,12,71,82,IL-10 may thus participate in long latency between HIV-1 infection and development of AIDS.,8037735_6,-1,1,-1,1
58933,thymocytes,12,13,106,116,Receptor-dependent tumor necrosis factor (TNF)-mediated activities against mouse thymoma cells and normal thymocytes syngeneic for C57 mice were examined to determine the specific involvement of TNF receptors R1 and R2.,8258153_0,-1,-1,2,2
