Mature Lymphocyte	UMLS:C1513026
Cells.myeloperoxidase	UMLS:C1440393
KITE-363	UMLS:C5557384
testicular interstitial cell	UMLS:C0023602
LeY-targeted autologous CAR-T cells	UMLS:C4329333
MDA-MB-134 Breast Cancer Cells	UMLS:C5690732
Cells, Cultured Tumor	UMLS:C0041362
Autologous Tumor Antigen Associated Cytotoxic T-Lymphocytes	UMLS:C5206702
Lymphocytes, T8	UMLS:C0242629
anti-CD30-CAR/CD28z retroviral vector-transduced autologous T cells	UMLS:C4733635
Autologous Anti-BCMA-CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ T-lymphocytes	UMLS:C4724877
HLA-DP0401/0402-Restricted MAGE-A3-Reactive T Cell Receptor-transduced Autologous T Cells	UMLS:C3898995
Common Thymocyte	UMLS:C1516727
MB102	UMLS:C5575170
Connective and Soft Tissue Cell	UMLS:C0009781
CD19-CAR-specific/truncated EGFR lentiviral vector-transduced T cells	UMLS:C4524369
Hu3F8Bi-armed ATC	UMLS:C3896657
Immunological Memory Cell	UMLS:C5544464
Autologous PD-1 Antibody expressing Mesothelin Specific CAR-T Cells	UMLS:C4724836
T-cell Receptor-engineered T-lymphocytes	UMLS:C4527420
NIB-103	UMLS:C5667009
MDA MB 231 Cells	UMLS:C5690732
KTE-C19	UMLS:C4722589
Thymic Recent Emigrant	UMLS:C3828361
Mucosal-Associated Invariant T-Cell	UMLS:C3891065
T-Lymphoid Precursor Cell	UMLS:C1955941
Stellate Cell, Pancreatic	UMLS:C2936598
u937 cell	UMLS:C0600531
Autologous TCR-engineered T-cells IMA201	UMLS:C4687450
Neutrophil leucocyte	UMLS:C0027950
Autologous Lymphocytes	UMLS:C1711172
EBV-Specific Cytotoxic T-Lymphocytes	UMLS:C1328049
Cells, LAK	UMLS:C0022687
Autologous HIV-specific CD4 T Cells AGT103-T	UMLS:C5666887
2G-1 TCR Retroviral Vector-Transduced Lymphocytes	UMLS:C2826155
fusiform cell	UMLS:C0333721
Cell, Acinous	UMLS:C0596030
CD8+HLA-DR+ T lymphocyte	UMLS:C4322673
T1E28z CAR-expressing Autologous CD4-positive T Lymphocytes	UMLS:C3827871
Breyanzi	UMLS:C5440683
Cytotoxic T cell	UMLS:C0039195
Immature plasma cell	UMLS:C1268011
JCARH125	UMLS:C5700405
autologous anti-MG7-CAR T-lymphocytes	UMLS:C4329367
T Cell, Cytotoxic	UMLS:C0039195
autologous mesothelin-specific CAR-T cells expressing anti-PD-1/CTLA-4 antibodies	UMLS:C4724730
Structure of sertoli cell	UMLS:C0036770
Clones	UMLS:C0009013
Cells, Clone	UMLS:C0009013
FT-819	UMLS:C5447470
ET190L1-ARTEMIS (TM)	UMLS:C4688337
Haploid nucleated cell	UMLS:C0017471
Cells, Chromaffin	UMLS:C0376604
CD19-Targeted EGFRt/19-28z/4-1BBL "Armored" CAR Modified T Cells	UMLS:C4524459
Autologous CD5-specific CAR-28 zeta CAR T-cells	UMLS:C4725073
Autologous Anti-CD30 CAR T Cells HSP-CAR30	UMLS:C5555574
Killer Cells, Lymphokine-Activated	UMLS:C0022687
Cells, Lymphocyte-Activated Killer	UMLS:C2350468
histiocytes	UMLS:C0019612
RTE	UMLS:C3828361
Cloning	UMLS:C0009013
cells	UMLS:C0007634
autologous CD19t T-antigen presenting cells	UMLS:C4684462
Sertoli Cells	UMLS:C0036770
anti-CD22 CAR-T cells 4SCAR22	UMLS:C4725100
Autologous GC012F CAR-T Cells	UMLS:C5446552
TIL 1383I TCR transduced autologous T cells	UMLS:C3640216
CD8 Cell	UMLS:C0242629
MCARH-109	UMLS:C5447112
FT819	UMLS:C5447470
TACI cells	UMLS:C4740205
Anti-MUC1 Autologous CAR T Cells	UMLS:C4085976
Central Memory T-Cell	UMLS:C4289823
Neuroglial cells set	UMLS:C0027836
Autologous IL-7-expanded HER2-specific CD4+ T-lymphocytes	UMLS:C5707292
LCAR-B38M-transduced CAR-T cells JNJ-68284528	UMLS:C5575123
Cell, T	UMLS:C0039194
Sertoli cell	UMLS:C0036770
CD4+ Memory T-Lymphocyte	UMLS:C3273371
Killer T-Cell, Natural	UMLS:C2350466
BB305 Transduced SCD CD34+ HSCs bb1111	UMLS:C5447474
CRISPR-Cas9-mediated Anti-mesothelin CAR T-cells	UMLS:C4764291
Lymphoplasmacytoid Cell	UMLS:C0333825
Immunologic Accessory Cell	UMLS:C0003315
k cells	UMLS:C0022686
autologous 4S-FRa-CAR-T cells	UMLS:C4725932
Rovaleucel	UMLS:C5421015
Antigen presenting cells	UMLS:C0003315
CD11+CD20+ Lymphocyte	UMLS:C1267865
Lymphocytes Plasmacytoid	UMLS:C0333825
ATLCAR.CD30-CD28zeta Cells	UMLS:C4733635
Spheroplasts	UMLS:C0037890
Leydig Cell	UMLS:C0023602
Cells, LLC-PK1	UMLS:C0242598
TCR-Less Trac-1XX CAR-T Cells FT819	UMLS:C5447470
Heart cell	UMLS:C0920751
B-Lymphocyte, Memory	UMLS:C0682638
Lymphocyte	UMLS:C0024264
CCT30138 CAR T Cells	UMLS:C4727549
Supporting Cell, Labyrinth	UMLS:C0022891
cells k	UMLS:C0022686
Tumor-Infiltrating T Helper 17 Cell	UMLS:C5448071
Mouse T-Lymphocyte	UMLS:C1522131
cells stems	UMLS:C0038250
DNR-expressing Nasopharyngeal Carcinoma-specific Cytotoxic T-Lymphocytes	UMLS:C3830410
sezary cell	UMLS:C0333851
Autologous Anti-nectin-4/FAP CAR-T Cells	UMLS:C5421268
Autologous NKG2D CAR T Cells KD-025	UMLS:C5552872
Granulosa Cell	UMLS:C0018207
Cytoplasmic CD3 blasts	UMLS:C3176807
CD3-CD19+ Lymphocyte	UMLS:C1267840
Lymphocyte, Cytotoxic T	UMLS:C0039195
Clone Cell	UMLS:C0009013
Anti-CD123 CAR-T Cells 4SCAR123	UMLS:C4725102
PC-3	UMLS:C3890720
Autologous CAR-20/19-T Cells	UMLS:C4684970
CD3+IL2R1+ lymphocyte	UMLS:C1267836
ht29 cells	UMLS:C0282639
mesothelin-specific CAR-T cells	UMLS:C4733678
Descartes 11	UMLS:C5417981
Cell, HCT 116	UMLS:C1258005
Variant lymphocytes &#x7C; Pleural fluid &#x7C; Hematology and Cell counts	UMLS:C5184823
anti-NY-ESO-1 TCR LV-transduced autologous T cells TAEST16001	UMLS:C4687729
Anti-mesothelin CAR Vector-transduced T-lymphocytes	UMLS:C5707052
Reticuloendothelial System, Leukocytes	UMLS:C0023516
Autologous Anti-EGFR CAR-transduced CXCR 5-modified T-cells	UMLS:C5420484
bispecific anti-CD19/CD22CAR-HER2t-EGFRt-expressing autologous T cells	UMLS:C4733647
Mononuclear Leukocytes	UMLS:C0023517
CD107A+ lymphocyte	UMLS:C1267993
CD123-specific 4th generation chimeric antigen receptor-modified T cells	UMLS:C4725102
myocardial cell	UMLS:C0225828
killer t cells	UMLS:C0039195
autologous MG7-CART	UMLS:C4329367
L-Cell, Cell Line	UMLS:C0022827
Autologous Anti-CD19 CAR-T Cells GC019F	UMLS:C5555146
GCC19 CART	UMLS:C5706397
Circulating Tumor Cell	UMLS:C0027625
Prolymphocyte (cell)	UMLS:C0229614
Leukocyte - Lymphocyte - Immature B-Lymphocyte (MMHCC)	UMLS:C1517816
Autologous PD-1-knockout Tumor-infiltrating Lymphocytes IOV-4001	UMLS:C5706421
CD11A+ lymphocyte	UMLS:C1267866
erythroblasts	UMLS:C0014762
Cells, Lymphokine-Activated Killer	UMLS:C0022687
APUD cell group	UMLS:C0003649
Hepatic parenchymal cell	UMLS:C0227525
Anti-p53 TCR Retroviral Vector-Transduced PBL	UMLS:C5552636
autologous CD19-specific CAR-T cells IM19	UMLS:C4733644
Autologous Tumor-infiltrating Lymphocytes-Central Memory T-cells	UMLS:C5708224
autologous bi-epitope BCMA-targeted CAR T cells JNJ-68284528	UMLS:C5575123
Hepatocytus	UMLS:C0227525
Polymorphonuclear leukocyte	UMLS:C0027950
ATLCAR.CD30.CCR4 cells	UMLS:C4733634
LCAR-B38M-transduced Car-T Cells JNJ-68284528	UMLS:C5575123
UFKURE19	UMLS:C5706469
Autologous HIV Gag-specific CD4+ T-cells AGT103-T	UMLS:C5666887
MB-CART19.1	UMLS:C5417890
Equecabtagene Autoleucel	UMLS:C5706862
Neoplasm Circulating Cell	UMLS:C0027625
KB Cells	UMLS:C0022539
glypican 3-specific chimeric antigen receptor expressed in autologous T cells	UMLS:C4329326
CD19R(EQ)28zeta/EGFRt+ naive and memory T cells	UMLS:C4522300
Cell, KB	UMLS:C0022539
Fiber, Skeletal Muscle	UMLS:C1704336
Cells, NK	UMLS:C0022688
Mast cell	UMLS:C0024880
Cells	UMLS:C0007634
Allogeneic EBV-specific Cytotoxic T-lymphocytes	UMLS:C4684961
CD11C+ lymphocyte	UMLS:C1267868
T Helper 2 Cells	UMLS:C0242633
Autologous Anti-gp 100:154-162 TCR TILs	UMLS:C5556435
T8 Cells	UMLS:C0242629
Autologous PBTL CD19CAR-28 zeta	UMLS:C2981181
Warthin-Finkeldey Polykaryocyte	UMLS:C1520127
Autologous HBV Antigen-specific TCR-redirected T-Cells	UMLS:C4289951
Autologous Anti-Claudin18.2 CAR-T Cells	UMLS:C4727694
Chinese Hamster Ovary Cell	UMLS:C0085080
cell culturing	UMLS:C0007635
Type 1 Treg	UMLS:C4284002
Lymphokine Activated Killer Cells	UMLS:C0022687
T-Cells, Natural Killer	UMLS:C2350466
T-Prolymphocyte	UMLS:C1515141
CD128+ lymphocyte	UMLS:C1268002
M87o-transduced CD34+ peripheral blood stem cells	UMLS:C2826113
GINAKIT Cells	UMLS:C4724838
MC-19PD1 CAR-T Cells	UMLS:C5419628
autologous NYCE T cells	UMLS:C4727561
neuron	UMLS:C0027882
Alpha Beta T Lymphocyte	UMLS:C4744787
apud cell	UMLS:C0003649
Anti-MUC1 CAR-transduced Autologous T Cells	UMLS:C4085976
JNJ-68284528	UMLS:C5575125
Autologous Cytotoxic T-lymphocytes Exposed to Dendritic Cells loaded with 6B11 Anti-idiotype Minibody	UMLS:C4764287
Anti-CD276 Autologous CAR T Cells	UMLS:C5555777
Tissue Resident Memory T Cells	UMLS:C5545271
B-cell precursors	UMLS:C0312738
Cell, Plant	UMLS:C3178867
ECT204 Artemis (R) T Cells	UMLS:C5556547
Personalized Neoantigen-specific T-lymphocytes NEO-PTC-01	UMLS:C5555592
Memory B Lymphocytes	UMLS:C0682638
Transitional B-Lymphocyte	UMLS:C1512631
L-Cells, Cell Line	UMLS:C0022827
Suppressor T-Cell, Naturally-Occurring	UMLS:C1959571
Kolliker Reticulum	UMLS:C0027836
Anti-CEA-CAR Autologous T Lymphocytes	UMLS:C4055460
CD79B+ B lymphocyte	UMLS:C4322817
ADP-A2M4CD8	UMLS:C5206827
autologous NKG2D CAR-CD3zeta-DAP10-expressing T lymphocytes CYAD-01	UMLS:C4055424
Autologous CD22-4SCAR-expressing T-cells 4SCAR22	UMLS:C4725100
Autologous Peripheral Blood T-Lymphocytes CD19CAR-28 zeta	UMLS:C2981181
Human Cell Line	UMLS:C0682523
Anti-CS1 Hinge-optimized CAR-4-1BB-EGFRt-expressing Memory-enriched Autologous T-lymphocytes	UMLS:C5205487
Leukocyte, Polymorphonuclear	UMLS:C0027950
Polymorphonuclear Cell	UMLS:C0018183
syncytia	UMLS:C0017526
autologous CAR T product AUTO2	UMLS:C4725789
CAR.k.28 Cells	UMLS:C5446527
autologous MART-1 (26-35) peptide pulsed dendritic cell vaccine	UMLS:C4684836
MAGE-A1-specific T Cell Receptor-transduced Autologous CD8+ and CD4+ T-cells	UMLS:C5420606
CTC	UMLS:C0027625
EBV-specific CTL	UMLS:C0393073
autologous MUC16ecto-targeting EGFR-secreting T lymphocytes	UMLS:C4084782
Autologous Anti-CD19CAR-HER2t/CD22CAR-EGFRt-expressing T-cells	UMLS:C4733647
TC-510	UMLS:C5706514
LAK Cells	UMLS:C0022687
autologous specific HCC antigens CD8+ T cells	UMLS:C4725915
Mature Thymocyte	UMLS:C1513032
CFU-L	UMLS:C1955939
Germ Line Cells	UMLS:C0017471
Corpuscle, Red Blood	UMLS:C0014792
CAR.CD19-Redirected T cells	UMLS:C3640939
Autologous M-CENKs	UMLS:C5556651
Teratocarcinoma Stem Cells	UMLS:C0013485
Glial cell	UMLS:C0027836
Autologous Anti-PSMA CAR-T Cells P-PSMA-101	UMLS:C5448026
Therapeutic iNKTs	UMLS:C4723769
Autologous Anti-HER2 TAC T Cells TAC01-HER2	UMLS:C5554927
Cell, COS	UMLS:C0376702
CD133 Peptides-pulsed Autologous Dendritic Cell Vaccine	UMLS:C4086505
Autologous NKR 2 T-cells	UMLS:C4055424
Zevorcabtagene autoleucel	UMLS:C5237228
Autologous CD8+ T-cells Expressing Anti-BCMA CAR Descartes-11	UMLS:C5417981
t cell	UMLS:C0039194
LEU M3+ lymphocyte	UMLS:C1267806
Cytotoxic T-Lymphocyte	UMLS:C0039195
LentiGlobin BB305 Lentiviral Vector-transduced Autologous SCD CD34+ Hemaptopoietic Stem Cells bb1111	UMLS:C5447474
Photoreceptors, Retinal Cone	UMLS:C0206428
HBV Antigen Peptides/HepG2 Cell Protein Lysate-activated Dendritic Cells	UMLS:C4725078
PTC-01	UMLS:C5555592
Cell, TC2	UMLS:C0949432
Cells.cytoplasmic Ig	UMLS:C3176908
Cells, HCT 116	UMLS:C1258005
Effector Immune Cell	UMLS:C0312740
CD269-targeted CAR T Cells	UMLS:C5554950
Autologous mRNA CART-cMET	UMLS:C4724864
Ex Vivo-Expanded HER2-Specific T Cells	UMLS:C1708270
Anti-PSMA/CD70 Bispecific 4SCAR-expressing T-cells	UMLS:C5708042
Young Autologous TILs	UMLS:C4745321
MUC-1/WT1 Peptide-primed Autologous Dendritic Cells	UMLS:C5420827
Autologous Lymphoid Effector Cells Specific Against Tumor Cells	UMLS:C3827167
Connective Tissue Cell	UMLS:C0009781
CD95+ lymphocyte	UMLS:C1267982
Autologous Anti-PRAME-TCR-expressing T Cells MDG1011	UMLS:C4733675
Autologous Anti-CD30 CAR-T Cells HSP-CAR30	UMLS:C5555574
IL-15 Loaded Autologous T-lymphocytes TRQ15-01	UMLS:C4764041
Zoosperm	UMLS:C0037868
IL-12/Anti-NY-ESO-1 TCR-Expressing Autologous PBL	UMLS:C3827113
Mononuclear Blood Cell	UMLS:C2347293
cones retinal	UMLS:C0206428
CD62L+ lymphocyte	UMLS:C1267954
Cells &#x7C; Cervical mucus &#x7C; Fertility testing	UMLS:C5157921
LM 103	UMLS:C5706428
Autologous PDCD1-knockout Tumor-infiltrating Lymphocytes IOV-4001	UMLS:C5706421
Progenitor Cell, Hematopoietic	UMLS:C0018956
Muscle cells	UMLS:C0596981
Type 17 Helper T Cell	UMLS:C2936411
Immunologic Memory Cell	UMLS:C5544464
A549 Cell	UMLS:C4277577
CD17+ lymphocyte	UMLS:C1267883
Caco-2 Cell	UMLS:C0282560
Autologous Tumor Infiltrating Lymphocytes ITIL-168	UMLS:C5666883
MG7-targeted chimeric antigen receptor T cells	UMLS:C4329367
Cells.CD4	UMLS:C3251824
Suppressor T-Lymphocyte, Naturally-Occurring	UMLS:C1959571
ATL-001	UMLS:C5417845
white blood cell	UMLS:C0023516
HLA-B27 cells &#x7C; Blood &#x7C; Cell markers	UMLS:C5167747
Young Autologous TIL	UMLS:C4745321
Blasts.cytoplasmic CD3	UMLS:C3176807
ARI 0001	UMLS:C5555879
eye cone	UMLS:C0206428
acidophilic leukocyte	UMLS:C0014467
EGFRBi-Armed Autologous T Cells	UMLS:C2348359
Cell, Teratocarcinoma Stem	UMLS:C0013485
Intraepithelial Lymphocytes	UMLS:C1512944
Therapeutic Ex-vivo-treated Autologous Central Memory T Cells	UMLS:C4727553
Monocytes, Activated Killer	UMLS:C0079852
CD19R(EQ)28zeta/EGFRt+ TCM	UMLS:C4524369
TC110 T Cells	UMLS:C5417911
neoantigen-loaded autologous dendritic cells AV-GBM-1	UMLS:C4727558
Autologous iCASP9-CD19-expressing T-Lymphocytes	UMLS:C4553719
M87o-Transduced CD34+ Peripheral Blood Stem Cells	UMLS:C2826113
ovapuldencel-T	UMLS:C3828683
ET140202	UMLS:C5206468
LM103	UMLS:C5706428
CT053 CAR-BCMA T	UMLS:C5700419
CD5+CD20+ Lymphocyte	UMLS:C1267847
CD46+ lymphocyte	UMLS:C1267933
Histiocytic and Dendritic Cell	UMLS:C1708370
Cells, Erythroid	UMLS:C1257751
Mouse Killer Cell	UMLS:C1524008
cells nucleated	UMLS:C1180059
PDCD1 Gene Knockout Autologous T-cells	UMLS:C4288532
endocrine cell	UMLS:C0229525
Autologous c-Met/PD-L1-specific CAR T-lymphocytes	UMLS:C5206588
th1 cells	UMLS:C0242632
cell hepatic stellate	UMLS:C2340138
Peripheral blood cell	UMLS:C0005773
Autologous Anti-BCMA CAR T Cells CT103A	UMLS:C5666940
Amine Precursor Uptake and Decarboxylation Cells	UMLS:C0003649
AV-GBM-1	UMLS:C4727558
SC DARIC33	UMLS:C5666935
Outer Supporting Cell	UMLS:C0022891
Mouse Immature T-Lymphocyte	UMLS:C1517817
Autologous Anti-CD22 scFv CAR 4-1BB-TCRz-expressing T-lymphocytes CART22-65s	UMLS:C4744687
Autologous EGFRvIII-4SCAR-IgT	UMLS:C4725796
AUTO 3	UMLS:C5206698
CAR 19-28z T Cells	UMLS:C3831440
b-cells	UMLS:C0004561
Mouse T Cell	UMLS:C1522131
Anti-Mucin1 Autologous CAR T Cells	UMLS:C4085976
cell lymphoma	UMLS:C0883208
Cell Line	UMLS:C0007600
GINAKIT cells	UMLS:C4724838
Mesotheliocyte	UMLS:C0225335
Oxyphil Cell	UMLS:C0949666
Cells, Strain L	UMLS:C0022827
Autologous CLIC-1901 CAR-T Cells	UMLS:C4764289
Mast Cell	UMLS:C0024880
bone cell marrow	UMLS:C0005955
histiocyte	UMLS:C0019612
Autologous 4-1BB selected TILs	UMLS:C3900007
Anti-mesothelin iCasp9M28z CAR-transduced Autologous T Lymphocytes	UMLS:C4055455
cell germ	UMLS:C0017471
4SCAR123 T cells	UMLS:C4725102
Cytotoxic T Lymphocytes	UMLS:C0039195
Cells set	UMLS:C0007634
Plasma Cells	UMLS:C0032112
Pre-B Cells	UMLS:C0312738
MAGEA10c796 T	UMLS:C4287655
Autologous Peripheral Blood Lymphocytes Retrovirally-transduced with TCRs Targeting Neoantigens	UMLS:C4687585
Helper T-lymphocyte	UMLS:C0018894
autologous anti-BCMA-CAR CD4+/CD8+ cells	UMLS:C4684830
CD4-Positive T-Lymphocyte	UMLS:C0039215
polymorphonuclear cell	UMLS:C0027950
Cytotoxic T Cell	UMLS:C0039195
Autologus TILs DeTIL-0255	UMLS:C5666969
Anti-HLA-A2/NY-ESO-1 TCR-transduced Autologous T Lymphocytes	UMLS:C4055458
Granular leukocyte	UMLS:C0018183
Cell Line, PC3	UMLS:C3890720
Cytoplasmic CD79a cells	UMLS:C3176907
White Blood Corpuscles	UMLS:C0023516
reed-sternberg cells	UMLS:C0085133
Therapeutic iNKT Cells	UMLS:C4723770
Blasts.cytoplasmic CD34	UMLS:C1979650
Leukocytes &#x7C; Peritoneal fluid &#x7C; Hematology and Cell counts	UMLS:C5170934
Cells, Germ-Line	UMLS:C0017471
T-Cells, CD8-Positive Suppressor	UMLS:C1956157
CD7 blasts	UMLS:C1440149
goblet cells	UMLS:C0506994
Leukocyte - Lymphocyte - B-Lymphocyte - Plasma Cell (MMHCC)	UMLS:C1522117
Cell, L	UMLS:C0022827
Autologous CD19-targeted CAR T-cells CC-97540	UMLS:C5418107
T-cell	UMLS:C0039194
Cell, iNKT	UMLS:C2350467
Erythroblasts	UMLS:C0014762
stem cell	UMLS:C0038250
Cell, Labyrinth Supporting	UMLS:C0022891
Bone marrow stem cell	UMLS:C1511246
Gamma/Delta T-Cell	UMLS:C1515186
Myeloid Cells	UMLS:C0887899
lisocabtagene maraleucel	UMLS:C4086001
Testicular Interstitial Cell	UMLS:C0023602
Autologous AML-reactive Cultured CTL	UMLS:C3831438
Fusiform cell	UMLS:C0333721
CD69+ lymphocyte	UMLS:C1267964
gp100 Peptide-sensitized Autologous T-cells (CD4+ and CD8+)	UMLS:C1515636
iCasp9-deltaNGFR-CD19CAR-CD3zeta-4-1BB-expressing Autologous T-cells	UMLS:C4744852
Th0	UMLS:C3641721
Sézary Cell	UMLS:C0333851
Variant lymphocytes &#x7C; Blood &#x7C; Hematology and Cell counts	UMLS:C5184818
Meiotic cell	UMLS:C0017471
Autologous cMET Redirected CAR-T Cells	UMLS:C4724864
Cell Types	UMLS:C0007634
Neutrophilic Leukocyte	UMLS:C0027950
CD22+CD19+ B lymphocyte	UMLS:C4322827
Autologous Genetically-modified MAGE-A4 C1032 CD8alpha T Cells	UMLS:C5206827
Autologous CD34+ HSCs Transduced with LentiGlobin BB305	UMLS:C5700424
Autologous Anti-BCMA CAR T-cells PHE885	UMLS:C5418067
Autologous Desmoglein-3 CAAR-expressing T-cells DSG3-CAART	UMLS:C5667586
TRQ15-01	UMLS:C4764041
Cytoplasmic CD13 blasts	UMLS:C3176885
smudge cell	UMLS:C0333823
autologous PD-L1/CD80/CD86-targeted CAR-T cells	UMLS:C4724905
autologous HER2(EQ)BBζ/CD19t+ Tcm cells	UMLS:C4727554
Memory T-Cell	UMLS:C0682639
Regulatory T-Lymphocyte	UMLS:C0039198
Suppressor T-Lymphocytes, CD8-Positive	UMLS:C1956157
Helper Cells	UMLS:C0018894
cord blood-derived expanded allogeneic natural killer cells	UMLS:C4725769
Hybridomas	UMLS:C0020204
Anti-Her-2-CAR-Engineered Autologous Peripheral Blood Lymphocytes	UMLS:C2698146
Autologous pLTG1497-transduced CAR T-cells MB-CART2019.1	UMLS:C5557607
autologous activated cytotoxic T lymphocytes/natural killer cells	UMLS:C3827167
Exhausted T-Lymphocyte	UMLS:C3899239
CD16+ T lymphocyte	UMLS:C4322822
autologous anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ T lymphocytes	UMLS:C4524461
Allogeneic Cell	UMLS:C3485979
Suppressor-Inducer T-Cells	UMLS:C0162556
Glypican 3-specific Chimeric Antigen Receptor-expressing Autologous T Cells	UMLS:C4329326
Cell, TH-17	UMLS:C2936411
t cell subsets	UMLS:C0080202
Autologous CAR-T NKR-2	UMLS:C4055424
Autologous CAR-T NKG2D	UMLS:C4055424
T-Cell Subsets	UMLS:C0080202
Set of mastoid cells	UMLS:C0229423
Hemal stem cell	UMLS:C2336898
Autologous Anti-H3.3K27M TCR-expressing T-lymphocytes	UMLS:C5707658
APDC vaccine	UMLS:C4086004
Pancreatic Stellate Cell	UMLS:C2936598
L Cell	UMLS:C0022827
RPM CD19-mbIL15-CAR T Cells	UMLS:C5556546
MAGE-A3/A6 T-Cell Receptor Engineered T-Cells KITE-718	UMLS:C4525866
Immature B-Lymphocytes	UMLS:C1512631
Autologous CTLA-4 and PD-1 Antibodies Expressing EGFR-CAR-T Cells	UMLS:C4725929
Autologous Anti-HER2 T-cell Antigen Coupler-expressing T Cells TAC01-HER2	UMLS:C5554927
CD7+ lymphocyte	UMLS:C1267852
Autologous CD19-Targeted CAR T-cells 19(T2)28z1xx	UMLS:C5420310
Regulatory T Lymphocyte	UMLS:C0039198
Cells, A549	UMLS:C4277577
Autologous Anti-CD19 CAR-expressing T Lymphocytes	UMLS:C4086000
Cell, Antigen-Presenting	UMLS:C0003315
gp100-pulsed Peripheral Blood Lymphocyte	UMLS:C1515628
Autologous CD138-specific CAR T-cells	UMLS:C5206589
MBCART19.1	UMLS:C5417890
BPX603	UMLS:C5447541
acanthocytes	UMLS:C0000886
CD99+ T lymphocyte	UMLS:C4322818
IgG cells	UMLS:C1440391
Anti-FOLR1 CoStAR-expressing Autologous Tumor-infiltrating Lymphocytes ITIL-306	UMLS:C5706479
Cellular	UMLS:C0007634
Tfh Cell	UMLS:C5392114
antibody dependent killer cell	UMLS:C0596108
Autologous Anti-CD19 T-cell Receptor T cells ET190L1	UMLS:C4688337
CD86+ lymphocyte	UMLS:C1267976
Mucosal-Associated Invariant T Cell	UMLS:C3891065
Set of neural crest cells	UMLS:C0815004
Precursor B-Lymphocytes	UMLS:C0312738
Autologous PD-L1/CD80/CD86-targeted CAR-T Cells	UMLS:C4724905
NY-ESO-1-redirected autologous T cells with CRISPR-edited endogenous TCR and PD-1	UMLS:C4727561
RPTR-168	UMLS:C5555853
Memory Cell, Immunologic	UMLS:C5544464
CD8+CD11b+ T Lymphocyte	UMLS:C1267828
PRGN3005	UMLS:C4764271
TC1 Cells	UMLS:C0949431
Autologous EGFR806xCD19 Bispecific CAR T Cells	UMLS:C4761464
nucleated red blood cells	UMLS:C0014762
Cell Line, THP-1	UMLS:C4505192
Autologous Anti-CD19 CAR Vector-transduced T Cells pCAR-19B	UMLS:C5556648
Autologous MAGE-C2-specific HLA-A2-restricted TCR T-lymphocytes	UMLS:C5555575
Lymphocytes &#x7C; XXX &#x7C; Hematology and Cell counts	UMLS:C5171671
autologous EGFRvIII-4SCAR-IgT	UMLS:C4725796
autologous HBV/TCR-T cells	UMLS:C4289951
Thymus-Dependent Lymphocytes	UMLS:C0039194
polymorphonuclear cells	UMLS:C0027950
TCRzeta/4-1BB CART22 Cells	UMLS:C4085963
anti-CD22-CAR m971-BBz cells	UMLS:C3900029
Autologous CD19/CD20-targeting CAR T-cells EXP039	UMLS:C5555045
Autologous TNS9.3.55-transduced CD34-positive Cells	UMLS:C3899992
CD19/79b Bi-specific 4SCAR-T Cells	UMLS:C5708221
Cardiomyocyte	UMLS:C0225828
LN145-S1	UMLS:C5417988
Autologous MC2 TCR T Cells	UMLS:C5555575
Cone Photoreceptors	UMLS:C0206428
Autologous Anti-GPC3-CAR-IL-15-iC9-expressing T-lymphocytes	UMLS:C5575456
CD1A+ lymphocyte	UMLS:C1267811
Autologous CAR T-cells WZTL-002	UMLS:C5417828
Peripheral Epidermotropic T-Lymphocyte	UMLS:C1519000
CD4+/CD45RA+ T Cell	UMLS:C3273372
Cell, Mesophyll	UMLS:C2936408
Autologous EGFRt/19-28z/4-1BBL CAR T Cells	UMLS:C4524459
CD48+ lymphocyte	UMLS:C1267935
ATL001	UMLS:C5417845
Neuron, Neuroepithelial Cell, and Supporting Cell of the Nervous System	UMLS:C1518293
Activated Skin-Homing T-Lymphocyte	UMLS:C1519602
Autologous MAGE-A4 C1032 TCR-modified T Cells	UMLS:C4528709
neoplastic cell	UMLS:C0597032
sperms	UMLS:C0037868
jurkat cells	UMLS:C0376448
CLBR-001	UMLS:C5446633
Granulocyte	UMLS:C0018183
Anti-CD19/CD22 CAR Autologous T-lymphocytes AUTO3	UMLS:C5206698
Lymphocytes, Tumor Infiltrating	UMLS:C0079722
Lymphokine-Activated Natural Killer Cell	UMLS:C1518075
Blasts.cytoplasmic CD13	UMLS:C3176885
CAR 19-28z T cells	UMLS:C3831440
Mouse Immature B-Lymphocyte	UMLS:C1517816
Antigen-presenting cell	UMLS:C0003315
PC-3 Cell	UMLS:C3890720
Cell, HT-29	UMLS:C0282639
Leukocytes &#x7C; Urethra &#x7C; Hematology and Cell counts	UMLS:C5170942
autologous FRa-4SCAR-expressing T cells 4SCAR-FRa	UMLS:C4725932
KITE-439	UMLS:C5204822
B-Lymphocytes, Transitional	UMLS:C1512631
anti-CEA IgCD28TCR-transduced autologous T cells	UMLS:C2698130
CLIC 1901	UMLS:C4764289
therapeutic autologous dendritic cells	UMLS:C0879593
MG7-targeted Chimeric Antigen Receptor T Cells	UMLS:C4329367
Autologous MuSK-CD3z/4-1BB-expressing Chimeric Autoantibody Receptor T-cells MuSK-CAART	UMLS:C5706536
