,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemical_distsv,lf_disease_distsv,label,orig_index,olabel
10022,hepatic injury,9,11,54,68,"With widespread use of antimicrobial agents, however, hepatic injury occurs frequently, and among adverse drug reactions, idiosyncratic reactions are the most serious.",17919553_2,-1,1,1,10022,1
10094,Dilated cardiomyopathy,2,4,12,34,"BACKGROUND: Dilated cardiomyopathy (DCM) and myocarditis occur in many HIV-infected individuals, resulting in symptomatic heart failure in up to 5% of patients.",17943461_1,-1,1,1,10094,1
10131,rheumatoid arthritis,5,7,47,67,"Gastrointestinal tolerability of etoricoxib in rheumatoid arthritis patients: results of the etoricoxib vs diclofenac sodium gastrointestinal tolerability and effectiveness trial (EDGE-II).OBJECTIVE: A randomised, double-blind study to compare the gastrointestinal (GI) tolerability, safety and efficacy of etoricoxib and diclofenac in patients with rheumatoid arthritis (RA).",17965424_0,-1,1,1,10131,1
10140,rheumatoid arthritis,47,49,350,370,"Gastrointestinal tolerability of etoricoxib in rheumatoid arthritis patients: results of the etoricoxib vs diclofenac sodium gastrointestinal tolerability and effectiveness trial (EDGE-II).OBJECTIVE: A randomised, double-blind study to compare the gastrointestinal (GI) tolerability, safety and efficacy of etoricoxib and diclofenac in patients with rheumatoid arthritis (RA).",17965424_0,-1,1,1,10140,1
10191,Acute liver failure,0,3,0,19,Acute liver failure in two patients with regular alcohol consumption ingesting paracetamol at therapeutic dosage.,18004067_0,-1,1,1,10191,1
10203,hepatotoxicity,7,8,45,59,Possible risk factors for the development of hepatotoxicity in patients treated with therapeutic doses of paracetamol are discussed.,18004067_4,-1,1,1,10203,1
10304,peripheral neuropathy,1,3,6,27,Acute peripheral neuropathy caused by a disulfiram overdose is very rare and there is no report of it leading to vocal fold palsy.,18023325_1,-1,1,1,10304,1
10420,Hyperprolactinemia,0,1,0,18,Hyperprolactinemia can reduce fertility and libido.,18162529_1,-1,1,1,10420,1
10422,hyperprolactinemia,5,6,32,50,We first tested whether chronic hyperprolactinemia inhibited two neuroendocrine parameters necessary for female fertility: pulsatile LH secretion and the estrogen-induced LH surge.,18162529_3,-1,1,1,10422,1
10426,hyperprolactinemia,1,2,8,26,"Chronic hyperprolactinemia induced by the dopamine antagonist sulpiride caused a 40% reduction LH pulse frequency in ovariectomized rats, but only in the presence of chronic low levels of estradiol.",18162529_4,-1,1,1,10426,1
10457,hyperprolactinemia,11,12,66,84,These data show that GnRH pulse frequency is inhibited by chronic hyperprolactinemia in a steroid-dependent manner.,18162529_12,-1,1,1,10457,1
10498,metabolic acidosis,11,13,80,98,"Three yr after transplantation she developed renal Fanconi syndrome with severe metabolic acidosis, hypophosphatemia, glycosuria, and aminoaciduria.",18186898_5,-1,1,1,10498,1
10508,mitochondrial dysfunction,14,16,86,111,We suggest that our patient's tubular dysfunction and myopathy may have resulted from mitochondrial dysfunction which is triggered by tacrolimus and augmented by lamivudine.,18186898_9,-1,1,1,10508,1
10587,thrombotic,2,3,11,21,"Similarly, thrombotic risk increased with age and OD values.",18208574_10,-1,1,1,10587,1
10603,myelosuppression,7,8,35,51,"Grade 3-4 adverse effects included myelosuppression, fatigue, somnolence/depressed mood, neuropathy and dyspnea.",18217897_6,-1,1,1,10603,1
10622,hyperalgesia,5,6,24,36,"To this end, persistent hyperalgesia was induced by administration of capsaicin in the tail of gonadally intact F344 rats, following which the tail was immersed in a mildly noxious thermal stimulus, and tail-withdrawal latencies measured.",18221780_3,-1,1,1,10622,1
10687,renal dysfunction,5,7,42,59,Calcineurin-inhibitor therapy can lead to renal dysfunction in heart transplantation patients.,18261172_1,-1,1,1,10687,1
10711,renal dysfunction,14,16,94,111,Srl should be used with ACEi/ARB therapy and patients monitored for proteinuria and increased renal dysfunction.,18261172_11,-1,1,1,10711,1
10796,thromboembolic,7,8,34,48,"A search of the literature on the thromboembolic complications of CC does not include this severe ophthalmic complication, although mild visual disturbance after CC intake is not uncommon.",18343374_8,-1,1,1,10796,1
10831,nephrotoxicity,3,4,32,46,"To evaluate amikacin-associated nephrotoxicity in an adult hematology/oncology population, a prospective, randomized, open-label trial was conducted at a university-affiliated medical center.",18356633_3,-1,1,1,10831,1
10840,nephrotoxicity,3,4,18,32,The occurrence of nephrotoxicity by means of an increase in serum creatinine and evaluation of efficacy via amikacin serum concentrations with respective pathogens were assessed.,18356633_5,-1,1,1,10840,1
10848,nephrotoxicity,3,4,18,32,"The occurrence of nephrotoxicity was similar between the two dosing regimens, but the distribution of risk factors was variable between the two groups.",18356633_8,-1,1,1,10848,1
10902,hepatotoxicity,5,6,19,33,"Patients', who had hepatotoxicity on sulfasalazine and met a definition of a serious ADR, were identified.",18405372_4,-1,1,1,10902,1
10907,hepatotoxicity,4,5,24,38,The likely frequency of hepatotoxicity with sulfasalazine was estimated by making a series of conservative assumptions.,18405372_6,-1,1,1,10907,1
10911,interstitial nephritis,11,13,59,81,"Seven patients had a skin rash, three eosinophilia and one interstitial nephritis.",18405372_10,-1,1,1,10911,1
10917,hepatotoxicity,1,2,13,27,Drug-related hepatotoxicity was judged probable or highly probable in 8 patients.,18405372_13,-1,1,1,10917,1
10918,hepatotoxicity,5,6,32,46,The likely frequency of serious hepatotoxicity with sulfasalazine was estimated at 0.4% of treated patients.,18405372_14,-1,1,1,10918,1
10923,neurotoxicity,1,2,24,37,Methamphetamine-induced neurotoxicity and microglial activation are not mediated by fractalkine receptor signaling.,18410508_0,-1,1,1,10923,1
10935,neurotoxicity,21,22,113,126,"Because the CNS damage caused by METH and MPTP is highly selective for the DA neuronal system in mouse models of neurotoxicity, we hypothesized that the CX3CR1 plays a role in METH-induced neurotoxicity and microglial activation.",18410508_4,-1,1,1,10935,1
10938,neurotoxicity,33,34,189,202,"Because the CNS damage caused by METH and MPTP is highly selective for the DA neuronal system in mouse models of neurotoxicity, we hypothesized that the CX3CR1 plays a role in METH-induced neurotoxicity and microglial activation.",18410508_4,-1,1,1,10938,1
11256,renal dysfunction,2,4,34,51,Puromycin aminonucleoside-induced renal dysfunction and hyperlipidemia were also suppressed.,18541230_4,-1,1,1,11256,1
11258,renal damage,4,6,46,58,"Histopathological examination revealed severe renal damage such as proteinaceous casts in tubuli and tubular expansion in the kidney of control rats, while an improvement of the damage was seen in antithrombin-treated rats.",18541230_5,-1,1,1,11258,1
11298,Valvular heart disease,0,3,0,22,Valvular heart disease in patients with Parkinson's disease treated with pergolide.,18560792_0,-1,1,1,11298,1
11321,mitral regurgitation,22,24,83,103,"RESULTS: Compared to controls, aortic regurgitation (OR: 3.1; 95% IC: 1.1-8.8) and mitral regurgitation (OR: 10.7; 95% IC: 2.1-53) were more frequent in PD patients (tricuspid: NS).",18560792_9,-1,1,1,11321,1
11331,valvular heart disease,7,10,47,69,"Pergolide was discontinued in 10 patients with valvular heart disease, resulting in a lower regurgitation grade (p=0.01) at the second transthoracic echocardiography and the two patients with heart failure returned to nearly normal clinical examination.",18560792_13,-1,1,1,11331,1
11424,cardiotoxic,13,14,70,81,"Clinical use of the anthracycline doxorubicin (DOX) is limited by its cardiotoxic effects, which are attributed to the induction of apoptosis.",18627295_1,-1,1,1,11424,1
11444,cardiac dysfunction,6,8,22,41,"In DOX B1R(-/-) mice, cardiac dysfunction was improved compared to DOX control mice, which was associated with normalization of the bax/bcl-2 ratio and interleukin 6, as well as AKT activation state.",18627295_6,-1,1,1,11444,1
11470,glomerulosclerosis,5,6,36,54,"Podocyte injury and focal segmental glomerulosclerosis have been related to mToR inhibition in some patients, but the pathways underlying these lesions remain hypothetic.",18631865_4,-1,1,1,11470,1
11518,cardiotoxicity,10,11,73,87,High fat diet-fed obese rats are highly sensitive to doxorubicin-induced cardiotoxicity.,18674790_0,-1,1,1,11518,1
11521,cardiotoxicity,14,15,83,97,"Often, chemotherapy by doxorubicin (Adriamycin) is limited due to life threatening cardiotoxicity in patients during and posttherapy.",18674790_1,-1,1,1,11521,1
11524,cardiotoxicity,13,14,103,117,"Recently, we have shown that moderate diet restriction remarkably protects against doxorubicin-induced cardiotoxicity.",18674790_2,-1,1,1,11524,1
11534,cardiotoxicity,39,40,208,222,"In the current study, we investigated whether a physiological intervention by feeding 40% high fat diet (HFD), which induces obesity in male Sprague-Dawley rats (250-275 g), sensitizes to doxorubicin-induced cardiotoxicity.",18674790_4,-1,1,1,11534,1
11537,cardiotoxicity,23,24,104,118,"A LD(10) dose (8 mg doxorubicin/kg, ip) administered on day 43 of the HFD feeding regimen led to higher cardiotoxicity, cardiac dysfunction, lipid peroxidation, and 80% mortality in the obese (OB) rats in the absence of any significant renal or hepatic toxicity.",18674790_5,-1,1,1,11537,1
11538,cardiac dysfunction,25,27,120,139,"A LD(10) dose (8 mg doxorubicin/kg, ip) administered on day 43 of the HFD feeding regimen led to higher cardiotoxicity, cardiac dysfunction, lipid peroxidation, and 80% mortality in the obese (OB) rats in the absence of any significant renal or hepatic toxicity.",18674790_5,-1,1,1,11538,1
11563,cardiotoxicity,11,12,83,97,"In conclusion, HFD-induced obese rats are highly sensitized to doxorubicin-induced cardiotoxicity by substantially downregulating cardiac mitochondrial ATP generation, increasing oxidative stress and downregulating the JAK/STAT3 pathway.",18674790_9,-1,1,1,11563,1
11591,vasospasm,11,12,83,92,BACKGROUND: Papaverine hydrochloride is a direct-acting vasodilator used to manage vasospasm during various neurosurgical operations.,18726058_1,-1,1,1,11591,1
11598,vasospasm,22,23,165,174,METHODS: We conducted a retrospective review of 70 consecutive microvascular decompression operations and studied those patients who received topical papaverine for vasospasm.,18726058_4,-1,1,1,11598,1
11600,vasospasm,11,12,69,78,Topical papaverine was used as a direct therapeutic action to manage vasospasm in a total of 11 patients.,18726058_5,-1,1,1,11600,1
11614,vasospasm,8,9,53,62,CONCLUSIONS: Topical papaverine for the treatment of vasospasm was associated with the onset of a transient disturbance in neurophysiological function of the ascending auditory brainstem pathway.,18726058_14,-1,1,1,11614,1
11634,fulminant hepatic failure,8,11,55,80,We describe a 70-year-old Hispanic woman who developed fulminant hepatic failure necessitating liver transplantation 10 weeks after conversion from simvastatin 40 mg/day to simvastatin 10 mg-ezetimibe 40 mg/day.,18752389_3,-1,1,1,11634,1
11640,hepatotoxicity,19,20,119,133,The patient's lipid panel had been maintained with simvastatin for 18 months before the conversion without evidence of hepatotoxicity.,18752389_4,-1,1,1,11640,1
11644,hepatotoxicity,19,20,125,139,"Simvastatinezetimibe and escitalopram (which she was taking for depression) were discontinued, and other potential causes of hepatotoxicity were excluded.",18752389_6,-1,1,1,11644,1
11656,hepatotoxicity,34,35,258,272,"Ezetimibe undergoes extensive glucuronidation by uridine diphosphate glucoronosyltransferases (UGT) in the intestine and liver and may have inhibited the glucuronidation of simvastatin hydroxy acid, resulting in increased simvastatin exposure and subsequent hepatotoxicity.",18752389_10,-1,1,1,11656,1
11660,hepatotoxicity,8,9,68,82,We postulate that the mechanism of the simvastatinezetimibe-induced hepatotoxicity is the increased simvastatin exposure by ezetimibe inhibition of UGT enzymes.,18752389_12,-1,1,1,11660,1
11662,hepatotoxicity,6,7,40,54,Clinicians should be aware of potential hepatotoxicity with simvastatin-ezetimibe especially in elderly patients and should carefully monitor serum aminotransferase levels when starting therapy and titrating the dosage.,18752389_13,-1,1,1,11662,1
11704,nephrotic,5,6,39,48,Plasma aldosterone levels increased in nephrotic mice of both genotypes and was followed by increased SGK1 protein expression in sgk1(+/+) mice.,18768591_6,-1,1,1,11704,1
11750,myocardial damage,4,6,39,56,"The mechanism of isoproterenol-induced myocardial damage is unknown, but a mismatch of oxygen supply vs. demand following coronary hypotension and myocardial hyperactivity is the best explanation for the complex morphological alterations observed.",18808529_1,-1,1,1,11750,1
11790,neurotoxicity,6,7,52,65,Alpha-lipoic acid prevents mitochondrial damage and neurotoxicity in experimental chemotherapy neuropathy.,18809400_0,-1,1,1,11790,1
11793,neurotoxicity,11,12,92,105,"The study investigates if alpha-lipoic acid is neuroprotective against chemotherapy induced neurotoxicity, if mitochondrial damage plays a critical role in toxic neurodegenerative cascade, and if neuroprotective effects of alpha-lipoic acid depend on mitochondria protection.",18809400_1,-1,1,1,11793,1
11799,peripheral neuropathy,9,11,50,71,"We used an in vitro model of chemotherapy induced peripheral neuropathy that closely mimic the in vivo condition by exposing primary cultures of dorsal root ganglion (DRG) sensory neurons to paclitaxel and cisplatin, two widely used and highly effective chemotherapeutic drugs.",18809400_2,-1,1,1,11799,1
