,text,pmid,entities,start_chars,end_chars,label
12313,We used transgenic mice overexpressing GILZ in the T-cell lineage to investigate TCR-triggered functions of GILZ-overexpressing thymocytes.,16714216_1,"thymocytes,T-cell","128,51","138,57","2,2"
12314,We used transgenic mice to investigate the effect of IL-2 stimulation on T lymphocyte functions of GILZ-overexpressing splenic T cells.,18073156_0,"IL-2 stimulation,T cells","53,127","69,134","0,2"
12315,We verified the role of IL-27 using hematoxylin and eosin as well as Masson's staining methods and measuring the content of hydroxyproline as well as collagen I and III.,25888222_3,IL-27,24,29,0
12316,"We will consider the mounting evidence that Treg cells can function in non-suppressive capacities and review the impetus for this functional change, its relevance to developing immune and autoimmune responses and its significance to the development of Treg-based therapies.",26190495_4,Treg cells,44,54,2
12317,We will show in this study that in novel bacterial artificial chromosome transgenic mice that express EGFP under the control of entire Nfatc1 locus the Nfatc1/Egfp transgene is expressed as early as in double-negative thymocytes and in nonstimulated peripheral T and B cells.,23365084_2,"Nfatc1,thymocytes,Nfatc1/Egfp,EGFP","135,218,152,102","141,228,163,106","1,2,1,1"
12318,We will then describe the current knowledge about the implication of IL-12 in different murine disease models as well as in the corresponding human conditions and comment on possible consequences for future clinical applications.,26182974_8,IL-12,69,74,0
12319,"We will, herein, focus on the crucial role of TGF-beta signaling in Treg cell biology and summarize the current studies regarding TGF-beta in the generation and function of CD4+CD25+Treg cells both in vivo and in vitro.",16891215_4,"TGF-beta signaling,Treg cell,TGF-beta","46,68,130","64,77,138","0,2,0"
12320,We wished to investigate the role of T helper 17 (Th17) and regulatory T cells (Treg) in a mouse model of Graves' hyperthyroidism.,21544672_1,"T helper 17,Th17,regulatory T cells,Treg","37,50,60,80","48,54,78,84","2,2,2,2"
12321,"We, therefore, suggest that IFNalpha and Tat may be critical targets for anti-AIDS strategies.",9520456_4,IFNalpha,28,36,0
12322,Weak AhR activation resulted in Treg promotion while strong activation differentially modulated the susceptibility and resistance of cell death in activated T and Treg cells and the increase in TGF-β-producing Treg cells.,30984194_6,"Treg cells,Treg cells,activated T,AhR","210,163,147,5","220,173,158,8","2,2,1,1"
12323,Western blot analysis demonstrated robust detection of NFATc1 and c2 isoforms in microglia.,20631193_3,NFATc1,55,61,1
12324,"Western blot analysis revealed that phosphorylations of ERK, Akt, and inhibitor of NF-κB were enhanced in TWEAK and IL-1β-treated HGFs.",22425737_6,"NF-κB,HGFs","83,130","88,134","1,0"
12325,"Western blot and RT-PCR demonstrated that the expression of OX40L was increased in AR mice, but that it was decreased by CYT387.",28214951_8,OX40L,60,65,0
12326,Western blot and qRT-PCR assays showed that the expression of c-Rel in the CD4+ T cells was also significantly reduced.,27898347_4,c-Rel,62,67,1
12327,"Western blot showed that the levels of phosphorylated JAK1, JAK2, STAT1, STAT3, and STAT5 were increased in TSLP-DCs, which can be offset by CYT387.",28214951_4,"STAT5,STAT3,STAT1","84,73,66","89,78,71","1,1,1"
12328,"Western blot was performed to evaluate expression of IFN regulatory factor-3 (IRF-3), NF-κB, and tyrosine-protein phosphatase nonreceptor type 11 (PTPN11), which are other markers of Th1 skewing.",26072921_6,"IRF-3,IFN,NF-κB,Th1","78,53,86,183","83,56,91,186","1,0,1,2"
12329,"Western blot, and electrophoretic mobility shift assay (EMSA).RESULTS: SP dose-dependently increased the proliferation of lymphocytes without cytotoxicity.",23262141_4,SP,71,73,1
12330,"Western blot, chromatin immunoprecipitation (ChIP), siRNA, hypoxia inducible factor-1α (HIF-1α) inducer and inhibitor were used to explore PD-1's upstream molecules, respectively.",36091043_6,"chromatin immunoprecipitation,hypoxia","14,59","43,66","1,1"
12331,"Western blotting and RT-qPCR were used to detect the protein and mRNA expression levels, respectively.",28791349_6,protein,53,60,1
12332,"Western blotting was performed to detect the expression of p65, a key protein of the NF-κB signalling pathway.",33752081_5,"p65,protein,NF-κB signalling pathway","59,70,85","62,77,109","1,1,1"
12333,Western blotting was used to assess proteins of interleukin 10 and nuclear factor I-A (NFI-A).,25544502_6,"interleukin 10,nuclear factor I-A","48,67","62,85","0,1"
12334,What limits this second layer of self- and nonself-reactive Treg production in physiological conditions remains to be understood.,23576744_2,Treg,60,64,2
12335,"When B10 mice were inoculated multiple times either i.p. or intranasally with wild-type Ad or an Ad vector lacking most of the E1 region, subdominant epitopes outside this region were recognized.",9032363_6,E1 region,127,136,1
12336,"When CB and APB Tregs were expanded with a primary alloantigen stimulus followed by a secondary polyclonal stimulus, the Tregs showed a potent, antigen-specific suppressive capacity.",22348606_6,"CB,Tregs,suppressive","5,121,161","7,126,172","1,2,0"
12337,"When CD4+ and CD8+ T cells were divided based on expression levels of CD44, which distinguishes naïve cells (CD44lo) versus those that are antigen-experienced (CD44hi), IL2 production by and proliferation of CD4+CD44lo naïve cells and both subpopulations of CD8+ T cells were clearly Bcl10-dependent, whereas these same functional properties of CD4+CD44hi T cells occurred largely independent of Bcl10.",18583339_2,"proliferation,IL2,Bcl10,Bcl10-dependent","191,169,396,284","204,172,401,299","1,0,1,1"
12338,"When E6(Co) and E7(Co) were fused (E67(Co)), CD8(+) T cell responses specific for E6 or E7 antigen decreased, but the preventive antitumor effect rather improved, demonstrating the importance of broad immunity.",19651174_2,E6,82,84,1
12339,"When IL-10-deficient and IL-10R-deficient splenocytes were cultured under Th17 polarizing conditions, the population of IL-17-producing cells was increased and the cultures produced significantly higher levels of IL-17 and IL-22.",18506885_3,"Th17,IL-22,IL-17","74,223,213","78,228,218","2,0,0"
12340,"When Jurkat or human peripheral blood CD4(+) T cells were transfected with miR-568 mimics, cell activation was significantly inhibited, as shown by the inhibited expression of activation markers such as CD25, CD69 and CD154; decreased IL-2 production; and inhibited cell proliferation.",24355664_8,"Jurkat,IL-2,CD154,CD25,cell activation,cell proliferation","5,235,218,203,91,266","11,239,223,207,106,284","2,0,0,0,0,1"
12341,"When Lin28b expression is decreased in naive fetal T cells, they exhibit decreased Treg differentiation that is associated with decreased TGF-β signaling and lowered expression of TGF-βRI, TGF-βRIII, and SMAD2.",27793996_6,"TGF-βRI,TGF-β signaling,TGF-βRIII,SMAD2","180,138,189,204","187,153,198,209","0,0,0,1"
12342,"When STAT5 was deleted during the course of infection, both KLRG1(high)CD127(low) and KLRG1(low)CD127(high) CD8(+) T cells were lost, although effector CD4(+) T cell populations were maintained.",20644163_6,STAT5,5,10,1
12343,"When T cells were overexpressed with NF-kappaB, the cells became resistant to tumor-induced apoptosis.",17210719_7,"NF-kappaB,T cells,tumor-induced","37,5,78","46,12,91","1,2,0"
12344,"When TCR engagement is limiting, Sfpi1(lck-/-) T cells cultured in Th2 polarizing conditions secrete higher levels of Th2 cytokines and have greater cytokine homogeneity than wild-type cells.",19801513_5,"cytokine,Th2,Th2","149,67,118","157,70,121","0,2,2"
12345,"When TGF-β was replaced by IL-1β, the combination of IL-1β and IL-4 efficiently promoted IL-9-producing T cells (Th9IL-4+IL-1β).",30914642_3,"IL-4,IL-1β,TGF-β,IL-1β,T cells","63,27,5,53,104","67,32,10,58,111","0,0,0,0,2"
12346,"When TNCB-sensitized GATA-3 Tg mice were treated with a high dose of tacrolimus, ear swelling was not significantly decreased, compared with the results in WT mice.",22112437_9,"tacrolimus,GATA-3","69,21","79,27","0,1"
12347,"When Th9 cells are treated with both calcitriol and trichostatin A (histone deacetylase inhibitor), the level of IL-9 reached to the level of wild-type untreated Th9 cells.",31932499_11,"IL-9,Th9 cells,Th9 cells,histone deacetylase inhibitor","113,5,162,68","117,14,171,97","0,2,2,1"
12348,"When Treg cells were induced from Staphylococcal enterotoxin B (SEB) treated cells, they suppressed the response to SEB more efficiently than that to another superantigen, SEA.",16797237_4,Treg cells,5,15,2
12349,"When autocrine TNF is blocked in an in vitro culture without IL-2, activated Tregs stop proliferating.",29885993_4,IL-2,61,65,0
12350,"When co-cultured with BPA-treated moDCs, cytokines (IFN-γ, IL4, IL17, IL10) and transcription factors (T-bet, Gata3, RoR-γt, Foxp3) of CD4+ T cells showed imbalance of Th1/Th2/Th17/Treg polarization, with Th1 and Th17 dominating.",31876196_11,"Th1,IL10,transcription factors,Gata3,IL4,IFN-γ,IL17,Th17","205,70,80,110,59,52,64,213","208,74,101,115,62,57,68,217","2,0,1,1,0,0,0,2"
12351,"When compared to their controls, T cells from transgenic mice underwent normal activation after stimulation with anti-CD3 plus anti-CD28 monoclonal antibodies, as evaluated by CD25 expression, CD2 up-regulation and proliferation.",18073156_1,"proliferation,T cells","215,33","228,40","1,2"
12352,"When compared with combination therapy of steroid and mycophenolate mofetil, IL-2C treatment showed similar or better outcomes.",27914701_8,IL-2C,77,82,0
12353,"When compared with conventional aluminum hydroxide adjuvant and the corresponding L-configurational supramolecular nanoadjuvant (3LSNA), 3DSNA-adjuvanted OVA (3DSNA+OVA) significantly prevents oncogenesis in naïve mice with a complete response rate of 60 %, restrains the tumor growth and prolongs the survival of melanoma-bearing mice.",31244959_6,tumor growth,272,284,0
12354,"When compared with wild-type mice, RSV-challenged IL-27rKO mice had enhanced expression of Th17-associated cytokine IL-17a and an imbalance between Th1 and Th2 cytokine levels.",24726498_5,"Th1,cytokine,Th2","148,107,156","151,115,159","2,0,2"
12355,"When expressed in CD8 T cells, mutant SOCS3 preserved inhibition of JAK2-dependent STAT4 phosphorylation following IL-12 treatment.",31748225_8,"IL-12,STAT4","115,83","120,88","0,1"
12356,"When expressed in central memory-derived primary human CD8(+) CTL (T(E/CM)), these CγCRs signal according to their corresponding wild-type counterparts to support exogenous cytokine independent viability and homeostatic proliferation, while retaining full effector function.",23628622_4,cytokine,173,181,0
12357,"When inoculated twice with Ad vectors lacking both E1A and E1B, no immunorecessive epitopes were recognized.",9032363_8,"E1A,E1B","51,59","54,62","1,1"
12358,"When measured in the same patient and expressed as a ratio, a significant decrease in Treg/Th17 ratio was observed in IBD.",19936899_6,Treg/Th17,86,95,2
12359,"When purified CD4+ T cells derived from VMC mice were cultured in vitro with rIL-23, the frequency of Th17 cells was dramatically increased, accompanied by significantly enhanced production of IL-17 in the supernatants of cultured CD4+ T cells.",21672246_10,"IL-17,Th17 cells","193,102","198,112","0,2"
12360,"When stimulated with IL-2, CD226-deficient Tr1 cells showed impaired STAT5 signaling.",33451863_6,"IL-2,STAT5","21,69","25,74","0,1"
12361,"When the CD4+CD62L+ T cells were activated under Th17-promoting conditions in the presence of TGF-beta1 plus IL-6, three days later the production of IL-17 was markedly increased and the key transcription factor RORgammat mRNA peaked at 48h.",19264469_4,"IL-17,TGF-beta1,transcription factor","150,94,191","155,103,211","0,0,1"
12362,"When the Mart-127-35 -specific DMF5 T-cell receptor (TCR) is transferred into peripheral human CD4(+) T cells, the reprogrammed cells exhibit a T helper type 1 (Th1) phenotype with significant multifactorial effector capabilities.",25495780_1,T helper type 1 (Th1,144,164,2
12363,"When the binding of PD-1 to PD-L1 was inhibited by PD-1-immunoglobulin (Ig), this chimera molecule reversed the previously described reductions in IL-5 and IL-13 production.",22670772_7,"IL-13,IL-5","156,147","161,151","0,0"
12364,"When used together, antibodies specific for CD11a/CD18 and CD8 inhibited suppressive activity of CD8(+) Treg clones.",22002875_5,"Treg clones,suppressive activity","104,73","115,93","2,0"
12365,"When we found that APCs pulsed with A9 failed to induce T cell phosphorylation of TCR-zeta and ZAP-70, we explored alternative signaling pathways.",19596610_3,"TCR-zeta,T cell","82,56","90,62","1,2"
